"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Grade","Geography","Geography_type","Value","Value_type","Headcount"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","25,700","£","34,050"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","25,400","£","19,890"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","25,700","£","28,130"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","27,000","£","21,380"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","34,500","£","88,780"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","27,200","£","38,560"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","29,600","£","40,220"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","25,500","£","34,070"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","25,700","£","43,920"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","24,300","£","3,680"
"Median gross annual salary of civil servants (in pounds)","All","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","32,000","£","3,050"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North East","Region","20,700","£","270"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North West","Region","20,600","£","1,910"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","24,300","£","1,820"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","22,200","£","1,390"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","24,200","£","3,240"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","24,700","£","830"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","30,300","£","11,200"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","25,700","£","1040"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","30,000","£","540"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","24,300","£","310"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","24,300","£","400"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","20,700","£","10"
"Median gross annual salary of civil servants (in pounds)","Asian","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","25,700","£","60"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North East","Region","20,200","£","90"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North West","Region","22,700","£","510"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","24,300","£","390"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","22,100","£","380"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","24,800","£","930"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","27,100","£","400"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","29,400","£","7,960"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","26,800","£","550"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","28,500","£","380"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","24,300","£","150"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","24,600","£","150"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","!","£","!"
"Median gross annual salary of civil servants (in pounds)","Black","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","25,700","£","10"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North East","Region","20,000","£","40"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North West","Region","23,800","£","140"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","22,300","£","50"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","25,700","£","20"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","25,400","£","40"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","27,100","£","40"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","34,400","£","490"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","27,300","£","90"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","30,100","£","50"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","25,600","£","50"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","22,300","£","40"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","!","£","!"
"Median gross annual salary of civil servants (in pounds)","Chinese","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","!","£","!"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North East","Region","24,300","£","160"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North West","Region","24,300","£","550"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","25,700","£","340"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","25,700","£","250"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","24,700","£","390"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","27,200","£","250"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","34,100","£","2,530"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","27,200","£","490"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","27,800","£","410"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","24,800","£","420"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","26,500","£","200"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","24,300","£","20"
"Median gross annual salary of civil servants (in pounds)","Mixed","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","32,400","£","20"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North East","Region","24,300","£","22,730"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North West","Region","25,700","£","40,610"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","26,500","£","24,670"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","25,700","£","13,550"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","26,100","£","17,520"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","27,100","£","15,440"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","39,500","£","45,550"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","27,200","£","28,390"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","30,100","£","30,540"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","25,700","£","26,980"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","26,200","£","31,790"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","24,300","£","3,030"
"Median gross annual salary of civil servants (in pounds)","White","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","31,700","£","840"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North East","Region","23,600","£","40"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North West","Region","25,700","£","140"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","25,900","£","90"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","25,700","£","50"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","25,200","£","110"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","27,400","£","110"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","32,200","£","890"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","27,000","£","160"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","30,300","£","140"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","25,700","£","90"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","28,700","£","120"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","24300","£","10"
"Median gross annual salary of civil servants (in pounds)","Other","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","!","£","!"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North East","Region","20,700","£","6,060"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","North West","Region","23,400","£","11,000"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Yorkshire and The Humber","Region","24,300","£","6,700"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East Midlands","Region","23,600","£","4,250"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","West Midlands","Region","24,300","£","5,900"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","East","Region","26,500","£","4,300"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","London","Region","33,500","£","20,160"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South East","Region","27,100","£","7,830"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","South West","Region","27,100","£","8,180"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Wales","Region","24,300","£","6,070"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Scotland","Region","24,300","£","11,210"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Northern Ireland","Region","23,400","£","620"
"Median gross annual salary of civil servants (in pounds)","Unknown","Asian, Black, Chinese, Mixed, White, Other","2019","Year","All grades","Unknown","Region","32,800","£","2,120"
