"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","0.32","707","0.22","0.41"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Greenwich","Local authority","E09000011","All Pupils","All Pupils","-0.18","2051","-0.24","-0.13"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Greenwich","Local authority","E09000011","Boys","All Pupils","-0.34","1041","-0.42","-0.26"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Greenwich","Local authority","E09000011","Girls","All Pupils","-0.02","1010","-0.1","0.05"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","0.22","176","0.03","0.4"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","0.15","95","-0.11","0.4"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","0.3","81","0.02","0.57"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","-0.04","655","-0.14","0.06"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","-0.36","333","-0.5","-0.22"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","0.29","322","0.15","0.43"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","0.81","15","0.17","1.44"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","1.24","9","0.41","2.06"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","0.16","6","-0.85","1.17"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","-0.21","215","-0.38","-0.04"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","-0.39","114","-0.62","-0.16"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","-0.01","101","-0.26","0.23"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","-0.37","933","-0.45","-0.29"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","-0.44","457","-0.56","-0.32"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","-0.29","476","-0.41","-0.18"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hackney","Local authority","E09000012","All Pupils","All Pupils","0.31","1908","0.26","0.37"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hackney","Local authority","E09000012","Boys","All Pupils","-0.02","837","-0.11","0.07"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hackney","Local authority","E09000012","Girls","All Pupils","0.57","1071","0.5","0.65"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","0.44","250","0.29","0.6"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","0.18","117","-0.04","0.41"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","0.67","133","0.46","0.88"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","0.11","714","0.01","0.2"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","-0.24","298","-0.39","-0.1"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","0.36","416","0.23","0.48"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","0.61","9","-0.22","1.43"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","0.23","4","-1.01","1.46"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","0.91","5","-0.19","2.02"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","0.06","161","-0.13","0.26"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","-0.07","79","-0.34","0.21"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","0.19","82","-0.09","0.46"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","0.51","647","0.41","0.61"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","0.08","287","-0.06","0.23"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","0.85","360","0.72","0.98"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","0.34","1174","0.27","0.41"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","0.06","580","-0.04","0.16"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","0.62","594","0.52","0.72"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","0.49","102","0.24","0.73"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","0.22","56","-0.11","0.55"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","0.81","46","0.44","1.17"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","0.1","293","-0.05","0.24"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","-0.14","141","-0.35","0.07"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","0.32","152","0.12","0.52"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","0.95","9","0.12","1.77"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","0.96","4","-0.28","2.2"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","0.94","5","-0.17","2.05"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","0.2","115","-0.03","0.43"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","-0.3","52","-0.64","0.04"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","0.62","63","0.3","0.93"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","0.39","517","0.29","0.5"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","0.13","263","-0.02","0.28"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","0.67","254","0.51","0.82"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Haringey","Local authority","E09000014","All Pupils","All Pupils","0.16","1942","0.11","0.22"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Haringey","Local authority","E09000014","Boys","All Pupils","-0.07","958","-0.15","0.01"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Haringey","Local authority","E09000014","Girls","All Pupils","0.39","984","0.31","0.47"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","0.35","146","0.15","0.56"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","-0.01","68","-0.31","0.29"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","0.67","78","0.38","0.95"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","-0.19","517","-0.3","-0.08"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","-0.47","274","-0.61","-0.32"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","0.12","243","-0.04","0.28"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","1.02","5","-0.09","2.12"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","0.48","3","-0.95","1.91"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","1.82","2","0.07","3.57"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","-0.04","217","-0.2","0.13"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","-0.39","107","-0.63","-0.15"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","0.31","110","0.07","0.54"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","0.38","879","0.3","0.46"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","0.25","427","0.13","0.37"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","0.5","452","0.38","0.61"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Harrow","Local authority","E09000015","All Pupils","All Pupils","0.45","1821","0.4","0.51"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Harrow","Local authority","E09000015","Boys","All Pupils","0.22","875","0.14","0.31"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Harrow","Local authority","E09000015","Girls","All Pupils","0.67","946","0.59","0.75"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","All Pupils","All Pupils","0.69","823","0.6","0.77"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Boys","All Pupils","0.45","412","0.33","0.57"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Girls","All Pupils","0.92","411","0.8","1.04"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","All Pupils","All Pupils","0.11","291","-0.03","0.26"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Boys","All Pupils","-0.35","126","-0.57","-0.13"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Girls","All Pupils","0.47","165","0.28","0.66"
