"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Inner London","Upper Tier Local Authority","E12000007","Girls","All Pupils","0.43","3283","0.39","0.47"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Outer London","Upper Tier Local Authority","E12000007","Girls","All Pupils","0.24","10458","0.22","0.27"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","London","Region","E12000007","Girls","All Pupils","0.29","13741","0.27","0.31"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Barking and Dagenham","Local authority","E09000002","All Pupils","All Pupils","0.17","1983","0.12","0.23"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Barking and Dagenham","Local authority","E09000002","Boys","All Pupils","0","1001","-0.07","0.08"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Barking and Dagenham","Local authority","E09000002","Girls","All Pupils","0.34","982","0.26","0.42"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","All Pupils","All Pupils","0.65","398","0.52","0.77"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Boys","All Pupils","0.39","199","0.21","0.56"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Girls","All Pupils","0.91","199","0.74","1.09"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","All Pupils","All Pupils","0.44","540","0.34","0.55"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Boys","All Pupils","0.18","273","0.03","0.33"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Girls","All Pupils","0.71","267","0.56","0.86"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","All Pupils","All Pupils","1.85","2","0.1","3.59"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Girls","All Pupils","1.85","2","0.1","3.59"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","All Pupils","All Pupils","-0.11","123","-0.34","0.11"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Boys","All Pupils","-0.29","56","-0.62","0.04"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Girls","All Pupils","0.03","67","-0.27","0.34"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","All Pupils","All Pupils","-0.19","857","-0.28","-0.11"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Boys","All Pupils","-0.26","446","-0.38","-0.15"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local authority","E09000002","Girls","All Pupils","-0.11","411","-0.24","0.01"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Barnet","Local authority","E09000003","All Pupils","All Pupils","0.57","3438","0.53","0.62"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Barnet","Local authority","E09000003","Boys","All Pupils","0.33","1781","0.28","0.39"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Barnet","Local authority","E09000003","Girls","All Pupils","0.83","1657","0.77","0.89"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","All Pupils","All Pupils","0.96","481","0.85","1.08"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Boys","All Pupils","0.86","248","0.7","1.02"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Girls","All Pupils","1.07","233","0.91","1.23"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","All Pupils","All Pupils","0.32","443","0.21","0.44"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Boys","All Pupils","-0.03","231","-0.19","0.13"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Girls","All Pupils","0.71","212","0.54","0.88"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","All Pupils","All Pupils","1.12","38","0.71","1.52"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Boys","All Pupils","0.67","19","0.11","1.24"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Girls","All Pupils","1.56","19","0.99","2.13"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","All Pupils","All Pupils","0.45","374","0.32","0.58"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Boys","All Pupils","0.18","192","0","0.36"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Girls","All Pupils","0.73","182","0.55","0.92"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","All Pupils","All Pupils","0.5","1749","0.44","0.56"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Boys","All Pupils","0.25","896","0.17","0.33"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barnet","Local authority","E09000003","Girls","All Pupils","0.76","853","0.68","0.85"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bexley","Local authority","E09000004","All Pupils","All Pupils","-0.1","2899","-0.15","-0.05"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bexley","Local authority","E09000004","Boys","All Pupils","-0.33","1430","-0.39","-0.26"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bexley","Local authority","E09000004","Girls","All Pupils","0.12","1469","0.06","0.19"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","All Pupils","All Pupils","0.57","219","0.41","0.74"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Boys","All Pupils","0.48","111","0.25","0.72"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Girls","All Pupils","0.67","108","0.43","0.9"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","All Pupils","All Pupils","0.31","562","0.2","0.41"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Boys","All Pupils","-0.11","255","-0.27","0.04"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Girls","All Pupils","0.65","307","0.51","0.8"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","All Pupils","All Pupils","0.55","30","0.09","1"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Boys","All Pupils","0.13","15","-0.51","0.77"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Girls","All Pupils","0.96","15","0.33","1.6"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","All Pupils","All Pupils","-0.19","186","-0.37","-0.01"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Boys","All Pupils","-0.32","90","-0.58","-0.06"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Girls","All Pupils","-0.07","96","-0.33","0.18"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","All Pupils","All Pupils","-0.31","1858","-0.36","-0.25"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Boys","All Pupils","-0.5","935","-0.58","-0.42"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bexley","Local authority","E09000004","Girls","All Pupils","-0.11","923","-0.19","-0.03"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Brent","Local authority","E09000005","All Pupils","All Pupils","0.54","2422","0.49","0.59"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Brent","Local authority","E09000005","Boys","All Pupils","0.34","1256","0.27","0.41"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Brent","Local authority","E09000005","Girls","All Pupils","0.75","1166","0.68","0.82"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","All Pupils","All Pupils","0.96","737","0.87","1.05"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Boys","All Pupils","0.79","391","0.67","0.92"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Girls","All Pupils","1.16","346","1.02","1.29"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","All Pupils","All Pupils","0.09","632","0","0.19"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Boys","All Pupils","-0.21","302","-0.35","-0.07"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Girls","All Pupils","0.37","330","0.23","0.51"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","All Pupils","All Pupils","1.5","3","0.07","2.92"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Boys","All Pupils","1.5","3","0.07","2.92"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","All Pupils","All Pupils","0","162","-0.19","0.2"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Boys","All Pupils","-0.36","85","-0.63","-0.09"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Girls","All Pupils","0.41","77","0.12","0.69"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","All Pupils","All Pupils","0.36","387","0.23","0.48"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Boys","All Pupils","0.21","208","0.04","0.38"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Brent","Local authority","E09000005","Girls","All Pupils","0.53","179","0.35","0.72"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bromley","Local authority","E09000006","All Pupils","All Pupils","0.03","3004","-0.01","0.08"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bromley","Local authority","E09000006","Boys","All Pupils","-0.24","1503","-0.3","-0.17"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bromley","Local authority","E09000006","Girls","All Pupils","0.31","1501","0.24","0.37"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","All Pupils","All Pupils","0.84","140","0.63","1.05"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Boys","All Pupils","0.7","63","0.38","1.01"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Girls","All Pupils","0.96","77","0.68","1.24"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","All Pupils","All Pupils","0.34","267","0.19","0.49"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Boys","All Pupils","0.21","109","-0.03","0.44"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Girls","All Pupils","0.43","158","0.24","0.63"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","All Pupils","All Pupils","1.03","28","0.56","1.49"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Boys","All Pupils","1.05","11","0.3","1.79"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Girls","All Pupils","1.01","17","0.41","1.61"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","All Pupils","All Pupils","0.18","247","0.02","0.33"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Boys","All Pupils","-0.03","117","-0.26","0.2"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Girls","All Pupils","0.36","130","0.14","0.58"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","All Pupils","All Pupils","-0.01","2183","-0.07","0.04"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Boys","All Pupils","-0.29","1128","-0.36","-0.22"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Girls","All Pupils","0.28","1055","0.21","0.36"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Camden","Local authority","E09000007","All Pupils","All Pupils","0.07","1424","0","0.13"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Camden","Local authority","E09000007","Boys","All Pupils","-0.37","607","-0.47","-0.27"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Camden","Local authority","E09000007","Girls","All Pupils","0.39","817","0.3","0.47"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","0.11","268","-0.04","0.26"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","-0.17","126","-0.39","0.05"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","0.36","142","0.15","0.57"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","-0.05","343","-0.18","0.08"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","-0.59","138","-0.8","-0.38"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","0.31","205","0.14","0.49"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","1.01","5","-0.1","2.11"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","0.05","3","-1.38","1.48"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","2.45","2","0.7","4.2"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","-0.13","171","-0.31","0.06"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","-0.54","65","-0.85","-0.24"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","0.13","106","-0.11","0.37"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","0.1","498","-0.01","0.21"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","-0.37","212","-0.54","-0.2"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","0.44","286","0.3","0.59"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Croydon","Local authority","E09000008","All Pupils","All Pupils","0.07","3077","0.02","0.11"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Croydon","Local authority","E09000008","Boys","All Pupils","-0.15","1474","-0.22","-0.09"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Croydon","Local authority","E09000008","Girls","All Pupils","0.27","1603","0.21","0.34"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","0.58","413","0.46","0.7"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","0.41","204","0.24","0.58"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","0.75","209","0.58","0.92"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","-0.08","911","-0.16","0.01"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","-0.35","436","-0.47","-0.24"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","0.18","475","0.06","0.29"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","1.18","12","0.47","1.89"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","0.89","6","-0.12","1.91"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","1.46","6","0.45","2.48"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","0","462","-0.12","0.11"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","-0.21","212","-0.38","-0.04"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","0.17","250","0.01","0.33"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","0.03","1144","-0.04","0.11"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","-0.21","541","-0.32","-0.1"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","0.25","603","0.15","0.35"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Ealing","Local authority","E09000009","All Pupils","All Pupils","0.53","2516","0.48","0.58"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Ealing","Local authority","E09000009","Boys","All Pupils","0.29","1232","0.22","0.36"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Ealing","Local authority","E09000009","Girls","All Pupils","0.76","1284","0.7","0.83"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","0.89","693","0.79","0.98"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","0.69","330","0.56","0.83"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","1.06","363","0.93","1.19"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","0.24","528","0.13","0.35"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","-0.02","260","-0.17","0.14"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","0.48","268","0.33","0.63"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","1.82","9","0.99","2.64"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","1.69","8","0.82","2.57"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","2.82","1","0.35","5.29"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","0.14","207","-0.03","0.31"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","-0.24","98","-0.49","0.01"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","0.48","109","0.25","0.72"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","0.44","746","0.35","0.53"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","0.2","374","0.07","0.33"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","0.67","372","0.55","0.8"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Enfield","Local authority","E09000010","All Pupils","All Pupils","0.08","3118","0.04","0.13"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Enfield","Local authority","E09000010","Boys","All Pupils","-0.21","1607","-0.27","-0.15"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Enfield","Local authority","E09000010","Girls","All Pupils","0.39","1511","0.33","0.46"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","0.49","286","0.35","0.64"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","0.12","150","-0.09","0.32"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","0.91","136","0.69","1.12"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","0.01","787","-0.08","0.1"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","-0.32","412","-0.44","-0.2"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","0.38","375","0.25","0.51"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","1.02","15","0.38","1.66"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","0.92","6","-0.09","1.93"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","1.09","9","0.27","1.92"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","0.07","312","-0.07","0.21"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","-0.11","163","-0.3","0.08"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","0.27","149","0.07","0.48"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","0.03","1452","-0.04","0.09"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","-0.25","745","-0.34","-0.16"
