"Ethnicity","Geography","%","Pupils"
"All","Norfolk","33.8","7,486"
"All","North East Lincolnshire","32.9","1,558"
"All","North Lincolnshire","30.2","1,680"
"All","North Somerset","32.0","2,085"
"All","North Tyneside","37.3","1,879"
"All","North Yorkshire","39.8","5,971"
"All","Northamptonshire","38.3","7,323"
"All","Northumberland","29.7","3,056"
"All","Nottingham","29.3","2,539"
"All","Nottinghamshire","36.1","7,494"
"All","Oldham","23.5","2,957"
"All","Oxfordshire","34.0","5,886"
"All","Peterborough","35.3","2,305"
"All","Plymouth","40.4","2,480"
"All","Poole","39.7","1,306"
"All","Portsmouth","45.0","1,686"
"All","Reading","38.5","1,076"
"All","Redbridge","43.8","3,508"
"All","Redcar and Cleveland","22.7","1,517"
"All","Richmond upon Thames","54.5","1,479"
"All","Rochdale","20.6","2,231"
"All","Rotherham","23.8","3,141"
"All","Rutland","27.2","459"
"All","Salford","32.4","2,082"
"All","Sandwell","20.8","3,634"
"All","Sefton","33.8","2,855"
"All","Sheffield","35.7","4,993"
"All","Shropshire","37.1","2,850"
"All","Slough","41.5","1,679"
"All","Solihull","37.7","2,917"
"All","Somerset","31.9","4,606"
"All","South Gloucestershire","29.8","2,498"
"All","South Tyneside","26.1","1,462"
"All","Southampton","33.9","1,893"
"All","Southend-on-Sea","43.8","2,019"
"All","Southwark","61.7","2,386"
"All","St. Helens","37.8","1,732"
"All","Staffordshire","33.9","8,288"
"All","Stockport","40.6","2,571"
"All","Stockton-on-Tees","38.9","1,929"
"All","Stoke-on-Trent","27.2","2,168"
"All","Suffolk","31.0","6,775"
"All","Sunderland","41.9","2,608"
"All","Surrey","45.6","9,841"
"All","Sutton","54.8","2,719"
"All","Swindon","32.1","2,029"
"All","Tameside","31.3","2,512"
"All","Telford and Wrekin","44.9","1,934"
"All","Thurrock","41.4","1,634"
"All","Torbay","28.2","1,409"
"All","Tower Hamlets","46.4","2,721"
"All","Trafford","52.7","2,850"
"All","Wakefield","28.2","3,406"
"All","Walsall","35.0","3,233"
"All","Waltham Forest","48.3","2,484"
"All","Wandsworth","58.4","1,707"
"All","Warrington","33.4","2,365"
"All","Warwickshire","38.2","5,466"
"All","West Berkshire","46.4","1,741"
"All","West Sussex","36.7","7,578"
"All","Westminster","50.8","1,495"
"All","Wigan","24.2","3,221"
"All","Wiltshire","32.7","4,631"
"All","Windsor and Maidenhead","49.0","1,489"
"All","Wirral","49.5","3,237"
"All","Wokingham","51.4","1,636"
"All","Wolverhampton","27.2","2,612"
"All","Worcestershire","41.6","5,273"
"All","York","51.5","1,620"
"Asian","All - England","48.8","55,183"
"Asian","Barking and Dagenham","36.7","449"
"Asian","Barnet","78.0","532"
"Asian","Barnsley","25.0","8"
"Asian","Bath and North East Somerset","69.6","23"
"Asian","Bedford","27.1","269"
"Asian","Bexley","63.8","232"
"Asian","Birmingham","44.0","5,017"
"Asian","Blackburn with Darwen","55.7","838"
"Asian","Blackpool","22.7","22"
"Asian","Bolton","55.0","698"
"Asian","Bournemouth","63.4","41"
"Asian","Bracknell Forest","45.8","59"
"Asian","Bradford","43.5","2,727"
"Asian","Brent","67.8","897"
"Asian","Brighton and Hove","49.1","57"
"Asian","Bristol, City of","47.5","261"
"Asian","Bromley","72.3","166"
"Asian","Buckinghamshire","39.4","1,021"
"Asian","Bury","62.9","307"
"Asian","Calderdale","30.2","384"
"Asian","Cambridgeshire","47.1","157"
"Asian","Camden","42.3","274"
"Asian","Central Bedfordshire","38.0","50"
"Asian","Cheshire East","42.6","61"
"Asian","Cheshire West and Chester","56.7","30"
"Asian","City of London","N/A","0"
"Asian","Cornwall","43.8","16"
"Asian","County Durham","43.8","32"
"Asian","Coventry","52.4","687"
"Asian","Croydon","46.8","472"
"Asian","Cumbria","53.3","30"
"Asian","Darlington","43.8","32"
"Asian","Derby","59.8","487"
"Asian","Derbyshire","42.9","70"
"Asian","Devon","69.6","23"
"Asian","Doncaster","27.4","95"
"Asian","Dorset","60.7","28"
"Asian","Dudley","39.1","302"
"Asian","Ealing","42.7","824"
"Asian","East Riding of Yorkshire","71.4","7"
"Asian","East Sussex","60.0","80"
"Asian","Enfield","73.2","299"
"Asian","Essex","59.5","380"
"Asian","Gateshead","65.9","44"
"Asian","Gloucestershire","54.5","176"
"Asian","Greenwich","55.8","197"
"Asian","Hackney","56.2","258"
"Asian","Halton","50.0","4"
"Asian","Hammersmith and Fulham","57.9","114"
"Asian","Hampshire","50.8","319"
"Asian","Haringey","49.4","158"
"Asian","Harrow","65.5","912"
"Asian","Hartlepool","60.0","25"
"Asian","Havering","60.3","146"
"Asian","Herefordshire, County of","85.7","7"
"Asian","Hertfordshire","61.6","947"
"Asian","Hillingdon","62.1","715"
"Asian","Hounslow","72.3","805"
"Asian","Isle of Wight","20.0","5"
"Asian","Isles of Scilly","N/A","0"
"Asian","Islington","30.2","179"
"Asian","Kensington and Chelsea","29.3","41"
"Asian","Kent","59.2","581"
"Asian","Kingston upon Hull, City of","58.8","34"
"Asian","Kingston upon Thames","79.9","384"
"Asian","Kirklees","50.3","1,235"
"Asian","Knowsley","25.0","4"
"Asian","Lambeth","56.3","96"
"Asian","Lancashire","34.2","1,347"
"Asian","Leeds","47.0","956"
"Asian","Leicester","40.6","1,719"
"Asian","Leicestershire","54.3","547"
"Asian","Lewisham","44.8","125"
"Asian","Lincolnshire","85.0","80"
"Asian","Liverpool","57.8","128"
"Asian","Luton","38.7","1,177"
"Asian","Manchester","42.9","1,068"
"Asian","Medway","59.0","156"
"Asian","Merton","56.5","232"
"Asian","Middlesbrough","29.4","177"
"Asian","Milton Keynes","55.8","240"
"Asian","Newcastle upon Tyne","56.3","268"
"Asian","Newham","71.4","1,710"
"Asian","Norfolk","54.3","94"
"Asian","North East Lincolnshire","40.0","15"
"Asian","North Lincolnshire","31.4","70"
"Asian","North Somerset","25.0","32"
"Asian","North Tyneside","52.9","34"
"Asian","North Yorkshire","53.2","111"
"Asian","Northamptonshire","47.2","343"
"Asian","Northumberland","51.2","41"
"Asian","Nottingham","44.5","467"
"Asian","Nottinghamshire","51.6","213"
"Asian","Oldham","14.7","894"
"Asian","Oxfordshire","25.9","293"
"Asian","Peterborough","37.5","365"
"Asian","Plymouth","70.0","20"
"Asian","Poole","50.0","38"
"Asian","Portsmouth","54.2","96"
"Asian","Reading","51.7","211"
"Asian","Redbridge","52.8","1,858"
"Asian","Redcar and Cleveland","15.4","26"
"Asian","Richmond upon Thames","63.1","111"
"Asian","Rochdale","26.3","617"
"Asian","Rotherham","12.5","272"
"Asian","Rutland","75.0","4"
"Asian","Salford","57.1","42"
"Asian","Sandwell","23.7","1,066"
"Asian","Sefton","36.4","33"
"Asian","Sheffield","46.2","550"
"Asian","Shropshire","32.1","28"
"Asian","Slough","43.4","891"
"Asian","Solihull","50.8","319"
"Asian","Somerset","23.8","42"
"Asian","South Gloucestershire","37.3","75"
"Asian","South Tyneside","51.7","58"
"Asian","Southampton","32.5","203"
"Asian","Southend-on-Sea","64.5","200"
"Asian","Southwark","68.1","138"
"Asian","St. Helens","42.9","14"
"Asian","Staffordshire","36.9","287"
"Asian","Stockport","50.3","151"
"Asian","Stockton-on-Tees","50.4","117"
"Asian","Stoke-on-Trent","31.8","355"
"Asian","Suffolk","39.7","116"
"Asian","Sunderland","74.0","96"
"Asian","Surrey","52.5","604"
"Asian","Sutton","75.9","636"
"Asian","Swindon","27.7","238"
"Asian","Tameside","23.2","302"
"Asian","Telford and Wrekin","55.1","127"
"Asian","Thurrock","67.6","71"
"Asian","Torbay","61.1","18"
"Asian","Tower Hamlets","54.5","1,865"
"Asian","Trafford","56.8","377"
"Asian","Wakefield","37.6","125"
"Asian","Walsall","48.6","716"
"Asian","Waltham Forest","49.7","743"
"Asian","Wandsworth","66.8","334"
"Asian","Warrington","56.9","51"
"Asian","Warwickshire","62.1","293"
"Asian","West Berkshire","45.8","48"
"Asian","West Sussex","46.4","330"
"Asian","Westminster","47.7","216"
"Asian","Wigan","51.7","29"
"Asian","Wiltshire","39.3","56"
"Asian","Windsor and Maidenhead","52.1","192"
"Asian","Wirral","72.9","59"
"Asian","Wokingham","58.4","185"
"Asian","Wolverhampton","45.3","578"
"Asian","Worcestershire","31.1","196"
"Asian","York","46.4","28"
"Black","All - England","45.2","28,609"
"Black","Barking and Dagenham","43.9","619"
"Black","Barnet","47.5","497"
"Black","Barnsley","14.3","14"
"Black","Bath and North East Somerset","54.2","24"
"Black","Bedford","33.0","91"
"Black","Bexley","59.4","620"
"Black","Birmingham","37.2","1,489"
"Black","Blackburn with Darwen","30.8","13"
"Black","Blackpool","20.0","5"
"Black","Bolton","37.0","146"
"Black","Bournemouth","71.4","7"
"Black","Bracknell Forest","28.6","21"
"Black","Bradford","33.7","104"
"Black","Brent","57.2","675"
"Black","Brighton and Hove","50.0","58"
"Black","Bristol, City of","44.9","345"
"Black","Bromley","56.5","306"
"Black","Buckinghamshire","35.3","187"
"Black","Bury","60.9","46"
"Black","Calderdale","53.8","26"
"Black","Cambridgeshire","37.7","61"
"Black","Camden","46.1","358"
"Black","Central Bedfordshire","41.1","56"
"Black","Cheshire East","50.0","12"
"Black","Cheshire West and Chester","58.3","12"
"Black","City of London","N/A","0"
"Black","Cornwall","20.0","5"
"Black","County Durham","45.5","11"
"Black","Coventry","51.0","335"
"Black","Croydon","44.8","998"
"Black","Cumbria","33.3","15"
"Black","Darlington","60.0","5"
"Black","Derby","35.4","96"
"Black","Derbyshire","63.0","27"
"Black","Devon","40.0","5"
"Black","Doncaster","18.5","27"
"Black","Dorset","28.6","7"
"Black","Dudley","35.4","82"
"Black","Ealing","45.6","563"
"Black","East Riding of Yorkshire","33.3","3"
"Black","East Sussex","36.0","25"
"Black","Enfield","46.8","852"
"Black","Essex","45.7","440"
"Black","Gateshead","42.9","21"
"Black","Gloucestershire","38.0","71"
"Black","Greenwich","55.8","747"
"Black","Hackney","55.7","758"
"Black","Halton","N/A","0"
"Black","Hammersmith and Fulham","57.1","315"
"Black","Hampshire","43.9","123"
"Black","Haringey","33.2","566"
"Black","Harrow","57.6","311"
"Black","Hartlepool","50.0","4"
"Black","Havering","47.0","366"
"Black","Herefordshire, County of","0.0","3"
"Black","Hertfordshire","49.6","532"
"Black","Hillingdon","39.1","345"
"Black","Hounslow","61.6","346"
"Black","Isle of Wight","50.0","2"
"Black","Isles of Scilly","N/A","0"
"Black","Islington","38.9","406"
"Black","Kensington and Chelsea","24.0","121"
"Black","Kent","53.4","393"
"Black","Kingston upon Hull, City of","61.1","36"
"Black","Kingston upon Thames","50.0","76"
"Black","Kirklees","26.3","80"
"Black","Knowsley","0.0","2"
"Black","Lambeth","52.5","1,012"
"Black","Lancashire","26.8","41"
"Black","Leeds","49.4","476"
"Black","Leicester","34.5","365"
"Black","Leicestershire","44.9","78"
"Black","Lewisham","40.6","902"
"Black","Lincolnshire","67.7","31"
"Black","Liverpool","31.5","181"
"Black","Luton","24.5","282"
"Black","Manchester","35.5","815"
"Black","Medway","54.0","124"
"Black","Merton","45.6","261"
"Black","Middlesbrough","38.9","18"
"Black","Milton Keynes","54.3","376"
"Black","Newcastle upon Tyne","56.0","91"
"Black","Newham","65.5","890"
"Black","Norfolk","40.9","88"
"Black","North East Lincolnshire","33.3","3"
"Black","North Lincolnshire","30.0","10"
"Black","North Somerset","26.7","15"
"Black","North Tyneside","44.4","9"
"Black","North Yorkshire","58.3","24"
"Black","Northamptonshire","35.9","334"
"Black","Northumberland","16.7","6"
"Black","Nottingham","31.2","285"
"Black","Nottinghamshire","41.1","90"
"Black","Oldham","45.9","85"
"Black","Oxfordshire","27.8","126"
"Black","Peterborough","43.8","80"
"Black","Plymouth","53.3","15"
"Black","Poole","25.0","4"
"Black","Portsmouth","44.4","45"
"Black","Reading","20.7","87"
"Black","Redbridge","31.4","507"
"Black","Redcar and Cleveland","50.0","2"
"Black","Richmond upon Thames","40.3","62"
"Black","Rochdale","22.7","66"
"Black","Rotherham","35.7","28"
"Black","Rutland","25.0","4"
"Black","Salford","46.7","90"
"Black","Sandwell","18.9","318"
"Black","Sefton","57.1","14"
"Black","Sheffield","40.0","230"
"Black","Shropshire","50.0","8"
"Black","Slough","38.8","139"
"Black","Solihull","31.8","88"
"Black","Somerset","30.0","10"
"Black","South Gloucestershire","17.9","39"
"Black","South Tyneside","42.9","7"
"Black","Southampton","35.4","48"
"Black","Southend-on-Sea","63.9","133"
"Black","Southwark","56.0","1,064"
"Black","St. Helens","33.3","6"
"Black","Staffordshire","37.2","43"
"Black","Stockport","37.0","27"
"Black","Stockton-on-Tees","46.7","15"
"Black","Stoke-on-Trent","28.8","66"
"Black","Suffolk","27.3","55"
"Black","Sunderland","64.3","14"
"Black","Surrey","43.1","195"
"Black","Sutton","55.4","224"
"Black","Swindon","35.0","40"
"Black","Tameside","31.0","42"
"Black","Telford and Wrekin","58.8","51"
"Black","Thurrock","50.0","162"
"Black","Torbay","0.0","3"
"Black","Tower Hamlets","31.8","302"
"Black","Trafford","48.4","95"
"Black","Wakefield","37.0","46"
"Black","Walsall","40.0","160"
"Black","Waltham Forest","45.2","546"
"Black","Wandsworth","51.8","475"
"Black","Warrington","21.4","14"
"Black","Warwickshire","41.5","41"
"Black","West Berkshire","37.9","29"
"Black","West Sussex","32.2","115"
"Black","Westminster","40.8","353"
"Black","Wigan","31.3","32"
"Black","Wiltshire","35.6","45"
"Black","Windsor and Maidenhead","61.3","31"
"Black","Wirral","33.3","6"
"Black","Wokingham","50.9","57"
"Black","Wolverhampton","26.3","266"
"Black","Worcestershire","41.7","24"
"Black","York","36.4","11"
"Chinese","All - England","64.0","1,856"
"Chinese","Barking and Dagenham","100.0","2"
"Chinese","Barnet","81.8","44"
"Chinese","Barnsley","N/A","0"
"Chinese","Bath and North East Somerset","80.0","5"
"Chinese","Bedford","0.0","1"
"Chinese","Bexley","69.7","33"
"Chinese","Birmingham","83.3","42"
"Chinese","Blackburn with Darwen","66.7","3"
"Chinese","Blackpool","0.0","3"
"Chinese","Bolton","60.0","5"
"Chinese","Bournemouth","71.4","14"
"Chinese","Bracknell Forest","0.0","1"
"Chinese","Bradford","66.7","3"
"Chinese","Brent","100.0","3"
"Chinese","Brighton and Hove","61.5","13"
"Chinese","Bristol, City of","46.2","13"
"Chinese","Bromley","66.7","33"
"Chinese","Buckinghamshire","55.6","18"
"Chinese","Bury","75.0","8"
"Chinese","Calderdale","50.0","4"
"Chinese","Cambridgeshire","75.0","24"
"Chinese","Camden","36.4","11"
"Chinese","Central Bedfordshire","55.6","9"
"Chinese","Cheshire East","62.5","8"
"Chinese","Cheshire West and Chester","70.0","10"
"Chinese","City of London","N/A","0"
"Chinese","Cornwall","16.7","6"
"Chinese","County Durham","66.7","6"
"Chinese","Coventry","50.0","6"
"Chinese","Croydon","69.2","13"
"Chinese","Cumbria","46.7","15"
"Chinese","Darlington","50.0","4"
"Chinese","Derby","58.3","12"
"Chinese","Derbyshire","41.7","12"
"Chinese","Devon","61.5","13"
"Chinese","Doncaster","40.0","5"
"Chinese","Dorset","41.7","12"
"Chinese","Dudley","100.0","4"
"Chinese","Ealing","81.8","11"
"Chinese","East Riding of Yorkshire","0.0","3"
"Chinese","East Sussex","66.7","12"
"Chinese","Enfield","100.0","17"
"Chinese","Essex","63.4","41"
"Chinese","Gateshead","100.0","5"
"Chinese","Gloucestershire","66.7","15"
"Chinese","Greenwich","62.5","16"
"Chinese","Hackney","77.8","9"
"Chinese","Halton","0.0","1"
"Chinese","Hammersmith and Fulham","58.3","12"
"Chinese","Hampshire","54.1","37"
"Chinese","Haringey","55.6","9"
"Chinese","Harrow","50.0","8"
"Chinese","Hartlepool","100.0","1"
"Chinese","Havering","85.7","7"
"Chinese","Herefordshire, County of","50.0","2"
"Chinese","Hertfordshire","58.5","65"
"Chinese","Hillingdon","75.0","4"
"Chinese","Hounslow","100.0","3"
"Chinese","Isle of Wight","N/A","0"
"Chinese","Isles of Scilly","N/A","0"
"Chinese","Islington","66.7","9"
"Chinese","Kensington and Chelsea","50.0","2"
"Chinese","Kent","75.4","57"
"Chinese","Kingston upon Hull, City of","100.0","2"
"Chinese","Kingston upon Thames","83.3","12"
"Chinese","Kirklees","73.3","15"
"Chinese","Knowsley","0.0","1"
"Chinese","Lambeth","75.0","16"
"Chinese","Lancashire","66.7","36"
"Chinese","Leeds","73.7","38"
"Chinese","Leicester","14.3","7"
"Chinese","Leicestershire","58.3","12"
"Chinese","Lewisham","36.0","25"
"Chinese","Lincolnshire","68.0","25"
"Chinese","Liverpool","50.0","44"
"Chinese","Luton","75.0","8"
"Chinese","Manchester","46.7","45"
"Chinese","Medway","71.4","7"
"Chinese","Merton","60.0","10"
"Chinese","Middlesbrough","0.0","2"
"Chinese","Milton Keynes","54.5","11"
"Chinese","Newcastle upon Tyne","68.8","16"
"Chinese","Newham","66.7","9"
"Chinese","Norfolk","61.1","18"
"Chinese","North East Lincolnshire","50.0","2"
"Chinese","North Lincolnshire","33.3","3"
"Chinese","North Somerset","75.0","4"
"Chinese","North Tyneside","0.0","5"
"Chinese","North Yorkshire","80.0","5"
"Chinese","Northamptonshire","57.1","28"
"Chinese","Northumberland","0.0","3"
"Chinese","Nottingham","45.5","11"
"Chinese","Nottinghamshire","62.5","24"
"Chinese","Oldham","57.1","7"
"Chinese","Oxfordshire","72.0","25"
"Chinese","Peterborough","85.7","7"
"Chinese","Plymouth","53.8","13"
"Chinese","Poole","57.1","7"
"Chinese","Portsmouth","80.0","5"
"Chinese","Reading","90.0","20"
"Chinese","Redbridge","83.3","24"
"Chinese","Redcar and Cleveland","33.3","3"
"Chinese","Richmond upon Thames","66.7","6"
"Chinese","Rochdale","25.0","8"
"Chinese","Rotherham","62.5","8"
"Chinese","Rutland","N/A","0"
"Chinese","Salford","40.0","5"
"Chinese","Sandwell","25.0","4"
"Chinese","Sefton","66.7","6"
"Chinese","Sheffield","63.2","19"
"Chinese","Shropshire","45.5","11"
"Chinese","Slough","50.0","6"
"Chinese","Solihull","71.4","7"
"Chinese","Somerset","66.7","9"
"Chinese","South Gloucestershire","60.0","5"
"Chinese","South Tyneside","0.0","1"
"Chinese","Southampton","83.3","6"
"Chinese","Southend-on-Sea","69.2","13"
"Chinese","Southwark","86.7","30"
"Chinese","St. Helens","66.7","3"
"Chinese","Staffordshire","68.4","19"
"Chinese","Stockport","62.5","16"
"Chinese","Stockton-on-Tees","40.0","5"
"Chinese","Stoke-on-Trent","60.0","5"
"Chinese","Suffolk","66.7","6"
"Chinese","Sunderland","50.0","4"
"Chinese","Surrey","54.8","31"
"Chinese","Sutton","80.0","40"
"Chinese","Swindon","100.0","2"
"Chinese","Tameside","57.1","7"
"Chinese","Telford and Wrekin","90.9","11"
"Chinese","Thurrock","66.7","12"
"Chinese","Torbay","85.7","7"
"Chinese","Tower Hamlets","25.0","4"
"Chinese","Trafford","75.6","41"
"Chinese","Wakefield","50.0","10"
"Chinese","Walsall","50.0","4"
"Chinese","Waltham Forest","69.2","13"
"Chinese","Wandsworth","85.7","7"
"Chinese","Warrington","60.0","10"
"Chinese","Warwickshire","55.6","18"
"Chinese","West Berkshire","66.7","3"
"Chinese","West Sussex","45.5","22"
"Chinese","Westminster","73.3","15"
"Chinese","Wigan","25.0","8"
"Chinese","Wiltshire","58.3","12"
"Chinese","Windsor and Maidenhead","80.0","5"
"Chinese","Wirral","75.0","16"
"Chinese","Wokingham","57.1","14"
"Chinese","Wolverhampton","42.9","7"
"Chinese","Worcestershire","61.5","13"
"Chinese","York","66.7","3"
"Mixed","All - England","42.0","24,531"
"Mixed","Barking and Dagenham","32.3","127"
"Mixed","Barnet","61.4","409"
"Mixed","Barnsley","42.9","35"
"Mixed","Bath and North East Somerset","51.1","94"
"Mixed","Bedford","21.7","152"
"Mixed","Bexley","36.1","194"
"Mixed","Birmingham","36.6","864"
"Mixed","Blackburn with Darwen","42.2","45"
"Mixed","Blackpool","4.3","23"
"Mixed","Bolton","36.7","109"
"Mixed","Bournemouth","51.4","74"
"Mixed","Bracknell Forest","46.3","41"
"Mixed","Bradford","29.9","244"
"Mixed","Brent","61.8","178"
"Mixed","Brighton and Hove","41.9","191"
"Mixed","Bristol, City of","39.5","248"
"Mixed","Bromley","50.2","269"
"Mixed","Buckinghamshire","42.2","327"
"Mixed","Bury","49.5","97"
"Mixed","Calderdale","42.5","73"
"Mixed","Cambridgeshire","49.8","227"
"Mixed","Camden","45.3","181"
"Mixed","Central Bedfordshire","31.6","114"
"Mixed","Cheshire East","32.9","85"
"Mixed","Cheshire West and Chester","44.1","59"
"Mixed","City of London","N/A","0"
"Mixed","Cornwall","36.6","82"
"Mixed","County Durham","46.9","49"
"Mixed","Coventry","37.0","192"
"Mixed","Croydon","49.9","499"
"Mixed","Cumbria","42.4","59"
"Mixed","Darlington","56.3","32"
"Mixed","Derby","32.2","174"
"Mixed","Derbyshire","33.9","171"
"Mixed","Devon","33.9","109"
"Mixed","Doncaster","20.6","68"
"Mixed","Dorset","58.2","79"
"Mixed","Dudley","42.5","181"
"Mixed","Ealing","64.4","222"
"Mixed","East Riding of Yorkshire","32.8","58"
"Mixed","East Sussex","31.1","183"
"Mixed","Enfield","52.1","336"
"Mixed","Essex","37.7","546"
"Mixed","Gateshead","60.0","20"
"Mixed","Gloucestershire","38.5","231"
"Mixed","Greenwich","51.1","227"
"Mixed","Hackney","50.0","172"
"Mixed","Halton","80.6","31"
"Mixed","Hammersmith and Fulham","68.3","126"
"Mixed","Hampshire","45.5","323"
"Mixed","Haringey","44.6","222"
"Mixed","Harrow","62.9","167"
"Mixed","Hartlepool","17.6","17"
"Mixed","Havering","49.0","143"
"Mixed","Herefordshire, County of","51.4","37"
"Mixed","Hertfordshire","50.9","797"
"Mixed","Hillingdon","44.8","339"
"Mixed","Hounslow","60.8","237"
"Mixed","Isle of Wight","46.7","15"
"Mixed","Isles of Scilly","0.0","1"
"Mixed","Islington","39.8","181"
"Mixed","Kensington and Chelsea","22.7","119"
"Mixed","Kent","49.2","716"
"Mixed","Kingston upon Hull, City of","58.2","55"
"Mixed","Kingston upon Thames","58.2","134"
"Mixed","Kirklees","29.9","254"
"Mixed","Knowsley","41.7","12"
"Mixed","Lambeth","49.2","258"
"Mixed","Lancashire","32.9","258"
"Mixed","Leeds","41.2","369"
"Mixed","Leicester","21.4","229"
"Mixed","Leicestershire","37.3","260"
"Mixed","Lewisham","44.4","297"
"Mixed","Lincolnshire","53.1","162"
"Mixed","Liverpool","33.8","228"
"Mixed","Luton","26.2","183"
"Mixed","Manchester","34.4","375"
"Mixed","Medway","41.9","136"
"Mixed","Merton","40.3","149"
"Mixed","Middlesbrough","20.5","44"
"Mixed","Milton Keynes","42.2","192"
"Mixed","Newcastle upon Tyne","71.4","77"
"Mixed","Newham","60.5","210"
"Mixed","Norfolk","38.1","181"
"Mixed","North East Lincolnshire","47.8","23"
"Mixed","North Lincolnshire","36.0","25"
"Mixed","North Somerset","42.6","54"
"Mixed","North Tyneside","46.7","30"
"Mixed","North Yorkshire","50.9","110"
"Mixed","Northamptonshire","36.0","333"
"Mixed","Northumberland","35.9","39"
"Mixed","Nottingham","26.7","240"
"Mixed","Nottinghamshire","35.0","277"
"Mixed","Oldham","25.2","107"
"Mixed","Oxfordshire","31.5","324"
"Mixed","Peterborough","36.2","130"
"Mixed","Plymouth","29.8","47"
"Mixed","Poole","49.1","53"
"Mixed","Portsmouth","36.1","61"
"Mixed","Reading","36.3","91"
"Mixed","Redbridge","35.1","231"
"Mixed","Redcar and Cleveland","37.5","16"
"Mixed","Richmond upon Thames","53.8","145"
"Mixed","Rochdale","25.7","74"
"Mixed","Rotherham","22.1","68"
"Mixed","Rutland","50.0","10"
"Mixed","Salford","38.4","99"
"Mixed","Sandwell","18.7","241"
"Mixed","Sefton","38.3","60"
"Mixed","Sheffield","31.0","294"
"Mixed","Shropshire","34.5","58"
"Mixed","Slough","46.6","133"
"Mixed","Solihull","30.7","218"
"Mixed","Somerset","32.1","84"
"Mixed","South Gloucestershire","33.3","99"
"Mixed","South Tyneside","60.0","25"
"Mixed","Southampton","34.0","103"
"Mixed","Southend-on-Sea","34.9","83"
"Mixed","Southwark","65.8","260"
"Mixed","St. Helens","41.4","29"
"Mixed","Staffordshire","31.4","229"
"Mixed","Stockport","43.5","108"
"Mixed","Stockton-on-Tees","39.0","41"
"Mixed","Stoke-on-Trent","35.0","80"
"Mixed","Suffolk","31.2","263"
"Mixed","Sunderland","45.5","33"
"Mixed","Surrey","49.7","495"
"Mixed","Sutton","56.7","238"
"Mixed","Swindon","32.6","92"
"Mixed","Tameside","26.1","88"
"Mixed","Telford and Wrekin","37.5","80"
