"Measure","Time","Time_type","Ethnicity","Industry","","Value","Value_type"," Denominator "," Numerator ","CI","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Indian","Distribution, hotels and restaurants","SIC 07","22.0","%","746200","164300","5.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Indian","Transport and communication","SIC 07","14.8","%","746200","110200","5.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Indian","Banking and finance","SIC 07","18.9","%","746200","141300","5.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Indian","Public admin, education and health","SIC 07","28.0","%","746200","208600","4.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Indian","Other services","SIC 07","3.1","%","746200","23300","5.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Agriculture, forestry and fishing","SIC 07","-","%","244800","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Energy and water","SIC 07","0.8","%","244800","2000","8.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Manufacturing","SIC 07","4.3","%","244800","10500","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Construction","SIC 07","4.1","%","244800","10000","8.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Distribution, hotels and restaurants","SIC 07","19.7","%","244800","48100","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Transport and communication","SIC 07","9.5","%","244800","23300","8.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Banking and finance","SIC 07","20.0","%","244800","49000","7.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Public admin, education and health","SIC 07","33.5","%","244800","82100","6.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Mixed/Multiple ethnic groups","Other services","SIC 07","8.1","%","244800","19700","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Agriculture, forestry and fishing","SIC 07","-","%","437000","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Energy and water","SIC 07","0.5","%","437000","2000","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Manufacturing","SIC 07","4.7","%","437000","20400","7.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Construction","SIC 07","2.4","%","437000","10400","8.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Distribution, hotels and restaurants","SIC 07","31.7","%","437000","138600","6.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Transport and communication","SIC 07","9.9","%","437000","43300","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Banking and finance","SIC 07","14.7","%","437000","64300","7.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Public admin, education and health","SIC 07","31.7","%","437000","138700","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other Asian (inc. Chinese)","Other services","SIC 07","4.4","%","437000","19000","7.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Agriculture, forestry and fishing","SIC 07","0.8","%","392700","3200","8.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Energy and water","SIC 07","0.7","%","392700","2900","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Manufacturing","SIC 07","7.0","%","392700","27500","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Construction","SIC 07","4.7","%","392700","18300","8.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Distribution, hotels and restaurants","SIC 07","24.7","%","392700","96900","7.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Transport and communication","SIC 07","9.5","%","392700","37200","7.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Banking and finance","SIC 07","20.4","%","392700","79900","7.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Public admin, education and health","SIC 07","26.1","%","392700","102500","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Other ethnic group","Other services","SIC 07","6.2","%","392700","24300","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Agriculture, forestry and fishing","SIC 07","-","%","497600","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Energy and water","SIC 07","0.6","%","497600","3100","7.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Manufacturing","SIC 07","5.3","%","497600","26500","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Construction","SIC 07","1.8","%","497600","8800","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Distribution, hotels and restaurants","SIC 07","32.5","%","497600","161800","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Transport and communication","SIC 07","17.6","%","497600","87800","6.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Banking and finance","SIC 07","15.0","%","497600","74500","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Public admin, education and health","SIC 07","23.4","%","497600","116400","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","Pakistani/ Bangladeshi","Other services","SIC 07","3.7","%","497600","18600","7.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Agriculture, forestry and fishing","SIC 07","1.3","%","26193500","335400","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Energy and water","SIC 07","1.9","%","26193500","493600","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Manufacturing","SIC 07","10.4","%","26193500","2713800","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Construction","SIC 07","7.6","%","26193500","1993900","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Distribution, hotels and restaurants","SIC 07","18.1","%","26193500","4744200","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Transport and communication","SIC 07","8.5","%","26193500","2238000","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Banking and finance","SIC 07","16.2","%","26193500","4247900","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Public admin, education and health","SIC 07","30.3","%","26193500","7948800","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White","Other services","SIC 07","5.6","%","26193500","1477900","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Agriculture, forestry and fishing","SIC 07","1.3","%","23944400","314700","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Energy and water","SIC 07","1.9","%","23944400","459100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Manufacturing","SIC 07","10.2","%","23944400","2451600","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Construction","SIC 07","7.6","%","23944400","1826800","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Distribution, hotels and restaurants","SIC 07","18.0","%","23944400","4312300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Transport and communication","SIC 07","8.4","%","23944400","2017700","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Banking and finance","SIC 07","15.8","%","23944400","3793300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Public admin, education and health","SIC 07","31.0","%","23944400","7413700","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White British","Other services","SIC 07","5.7","%","23944400","1355200","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Agriculture, forestry and fishing","SIC 07","0.9","%","2247700","20700","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Energy and water","SIC 07","1.5","%","2247700","34500","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Manufacturing","SIC 07","11.7","%","2247700","262100","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Construction","SIC 07","7.4","%","2247700","167100","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Distribution, hotels and restaurants","SIC 07","19.2","%","2247700","431800","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Transport and communication","SIC 07","9.8","%","2247700","219900","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Banking and finance","SIC 07","20.2","%","2247700","454400","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Public admin, education and health","SIC 07","23.8","%","2247700","534300","2.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2012","Year","White Other","Other services","SIC 07","5.5","%","2247700","122700","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Agriculture, forestry and fishing","SIC 07","1.1","%","29635000","326800","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Energy and water","SIC 07","1.8","%","29635000","530300","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Manufacturing","SIC 07","9.8","%","29635000","2898900","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Construction","SIC 07","7.3","%","29635000","2155600","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Distribution, hotels and restaurants","SIC 07","18.7","%","29635000","5552400","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Transport and communication","SIC 07","8.9","%","29635000","2622900","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Banking and finance","SIC 07","16.6","%","29635000","4929900","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Public admin, education and health","SIC 07","30.3","%","29635000","8970900","0.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","All","Other services","SIC 07","5.6","%","29635000","1647300","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Agriculture, forestry and fishing","SIC 07","0.1","%","1696900","2400","3.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Energy and water","SIC 07","0.7","%","1696900","12200","3.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Manufacturing","SIC 07","7.5","%","1696900","127900","3.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Construction","SIC 07","3.0","%","1696900","50100","3.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Distribution, hotels and restaurants","SIC 07","27.6","%","1696900","468800","3.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Transport and communication","SIC 07","14.0","%","1696900","237700","3.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Banking and finance","SIC 07","16.9","%","1696900","287200","3.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Public admin, education and health","SIC 07","26.9","%","1696900","456900","3.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Asian","Other services","SIC 07","3.2","%","1696900","53800","3.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Agriculture, forestry and fishing","SIC 07","-","%","704700","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Energy and water","SIC 07","0.9","%","704700","6300","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Manufacturing","SIC 07","4.8","%","704700","33900","6.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Construction","SIC 07","4.2","%","704700","29300","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Distribution, hotels and restaurants","SIC 07","14.0","%","704700","98700","5.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Transport and communication","SIC 07","11.2","%","704700","79000","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Banking and finance","SIC 07","17.2","%","704700","121500","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Public admin, education and health","SIC 07","42.4","%","704700","299000","4.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Black","Other services","SIC 07","5.2","%","704700","37000","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Agriculture, forestry and fishing","SIC 07","0.1","%","745700","600","4.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Energy and water","SIC 07","1.0","%","745700","7600","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Manufacturing","SIC 07","8.8","%","745700","65500","5.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Construction","SIC 07","3.6","%","745700","27100","5.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Distribution, hotels and restaurants","SIC 07","21.7","%","745700","161600","5.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Transport and communication","SIC 07","15.7","%","745700","116700","5.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Banking and finance","SIC 07","17.3","%","745700","129200","5.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Public admin, education and health","SIC 07","28.5","%","745700","212300","4.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Indian","Other services","SIC 07","3.3","%","745700","25000","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Agriculture, forestry and fishing","SIC 07","-","%","270700","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Energy and water","SIC 07","0.9","%","270700","2400","6.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Manufacturing","SIC 07","5.0","%","270700","13400","7.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Construction","SIC 07","5.3","%","270700","14400","8.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Distribution, hotels and restaurants","SIC 07","21.0","%","270700","56700","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Transport and communication","SIC 07","9.2","%","270700","25000","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Banking and finance","SIC 07","19.2","%","270700","52000","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Public admin, education and health","SIC 07","32.3","%","270700","87500","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Mixed/Multiple ethnic groups","Other services","SIC 07","7.0","%","270700","19000","7.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Agriculture, forestry and fishing","SIC 07","0.3","%","423800","1100","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Energy and water","SIC 07","0.4","%","423800","1600","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Manufacturing","SIC 07","6.2","%","423800","26300","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Construction","SIC 07","2.2","%","423800","9400","8.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Distribution, hotels and restaurants","SIC 07","30.7","%","423800","130300","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Transport and communication","SIC 07","9.9","%","423800","41900","7.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Banking and finance","SIC 07","16.3","%","423800","69100","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Public admin, education and health","SIC 07","29.9","%","423800","126800","6.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other Asian (inc. Chinese)","Other services","SIC 07","4.1","%","423800","17300","7.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Agriculture, forestry and fishing","SIC 07","0.4","%","398200","1500","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Energy and water","SIC 07","1.4","%","398200","5400","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Manufacturing","SIC 07","6.5","%","398200","25700","7.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Construction","SIC 07","5.7","%","398200","22800","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Distribution, hotels and restaurants","SIC 07","23.4","%","398200","93100","6.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Transport and communication","SIC 07","8.9","%","398200","35500","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Banking and finance","SIC 07","18.8","%","398200","75000","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Public admin, education and health","SIC 07","28.1","%","398200","111800","6.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Other ethnic group","Other services","SIC 07","6.9","%","398200","27400","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Agriculture, forestry and fishing","SIC 07","-","%","527400","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Energy and water","SIC 07","0.6","%","527400","3000","6.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Manufacturing","SIC 07","6.8","%","527400","36000","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Construction","SIC 07","2.6","%","527400","13500","6.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Distribution, hotels and restaurants","SIC 07","33.5","%","527400","176900","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Transport and communication","SIC 07","15.0","%","527400","79100","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Banking and finance","SIC 07","16.9","%","527400","88900","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Public admin, education and health","SIC 07","22.3","%","527400","117800","6.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","Pakistani/ Bangladeshi","Other services","SIC 07","2.2","%","527400","11500","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Agriculture, forestry and fishing","SIC 07","1.2","%","26569500","322500","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Energy and water","SIC 07","1.9","%","26569500","504100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Manufacturing","SIC 07","10.2","%","26569500","2698000","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Construction","SIC 07","7.7","%","26569500","2039400","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Distribution, hotels and restaurants","SIC 07","18.2","%","26569500","4836000","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Transport and communication","SIC 07","8.5","%","26569500","2246700","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Banking and finance","SIC 07","16.5","%","26569500","4395300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Public admin, education and health","SIC 07","30.2","%","26569500","8017300","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White","Other services","SIC 07","5.7","%","26569500","1510300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Agriculture, forestry and fishing","SIC 07","1.2","%","24225900","299100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Energy and water","SIC 07","1.9","%","24225900","471600","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Manufacturing","SIC 07","10.0","%","24225900","2420000","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Construction","SIC 07","7.7","%","24225900","1866300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Distribution, hotels and restaurants","SIC 07","18.1","%","24225900","4376300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Transport and communication","SIC 07","8.3","%","24225900","2022700","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Banking and finance","SIC 07","16.2","%","24225900","3923100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Public admin, education and health","SIC 07","30.8","%","24225900","7471600","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White British","Other services","SIC 07","5.7","%","24225900","1375100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Agriculture, forestry and fishing","SIC 07","1.0","%","2338700","23400","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Energy and water","SIC 07","1.4","%","2338700","32500","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Manufacturing","SIC 07","11.9","%","2338700","278000","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Construction","SIC 07","7.4","%","2338700","172700","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Distribution, hotels and restaurants","SIC 07","19.6","%","2338700","458800","2.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Transport and communication","SIC 07","9.5","%","2338700","223000","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Banking and finance","SIC 07","20.1","%","2338700","471000","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Public admin, education and health","SIC 07","23.3","%","2338700","544200","2.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2013","Year","White Other","Other services","SIC 07","5.8","%","2338700","135100","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","A - Agriculture, forestry and fishing","SIC 07","1.2","%","30241100","370400","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","B,D,E - Energy and water","SIC 07","1.8","%","30241100","537500","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","C -Manufacturing","SIC 07","9.8","%","30241100","2953900","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","F - Construction","SIC 07","7.2","%","30241100","2190600","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","G,I -Distribution, hotels and restaurants","SIC 07","18.7","%","30241100","5649200","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","H,J -Transport and communication","SIC 07","8.8","%","30241100","2649100","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2014","Year","All","K,L,M,N - Banking and finance","SIC 07","16.8","%","30241100","5069600","0.5","","","","","","","","","","","","","",""
