"Ethnicity","Local Authority","%"
"Other","Salford","10.4"
"Other","Sandwell","9.8"
"Other","Sefton","11.8"
"Other","Sheffield","12.9"
"Other","Shropshire","15.4"
"Other","Slough","7.1"
"Other","Solihull","8.1"
"Other","Somerset","12.3"
"Other","South Gloucestershire","14.1"
"Other","South Tyneside","11.6"
"Other","Southampton","9.7"
"Other","Southend-on-Sea","7.9"
"Other","Southwark","9.9"
"Other","St. Helens","7.0"
"Other","Staffordshire","11.8"
"Other","Stockport","10.7"
"Other","Stockton-on-Tees","9.2"
"Other","Stoke-on-Trent","16.5"
"Other","Suffolk","9.2"
"Other","Sunderland","13.7"
"Other","Surrey","7.2"
"Other","Sutton","8.7"
"Other","Swindon","9.1"
"Other","Tameside","8.9"
"Other","Telford and Wrekin","11.0"
"Other","Thurrock","6.5"
"Other","Torbay","8.2"
"Other","Tower Hamlets","6.1"
"Other","Trafford","7.0"
"Other","Wakefield","11.7"
"Other","Walsall","11.4"
"Other","Waltham Forest","9.6"
"Other","Wandsworth","9.5"
"Other","Warrington","12.2"
"Other","Warwickshire","7.8"
"Other","West Berkshire","12.8"
"Other","West Sussex","8.5"
"Other","Westminster","10.2"
"Other","Wigan","13.6"
"Other","Wiltshire","11.0"
"Other","Windsor and Maidenhead","10.4"
"Other","Wirral","12.5"
"Other","Wokingham","16.4"
"Other","Wolverhampton","15.1"
"Other","Worcestershire","11.4"
"Other","York","10.7"
