"Ethnicity","geography","%"
"Other","North Lincolnshire","45"
"Other","North Somerset","100"
"Other","North Tyneside","50"
"Other","North Yorkshire","72"
"Other","Northamptonshire","74"
"Other","Northumberland","83"
"Other","Nottingham","79"
"Other","Nottinghamshire","67"
"Other","Oldham","64"
"Other","Oxfordshire","74"
"Other","Peterborough","62"
"Other","Plymouth","91"
"Other","Poole","86"
"Other","Portsmouth","76"
"Other","Reading","81"
"Other","Redbridge","81"
"Other","Redcar and Cleveland","60"
"Other","Richmond upon Thames","84"
"Other","Rochdale","85"
"Other","Rotherham","72"
"Other","Rutland","75"
"Other","Salford","85"
"Other","Sandwell","69"
"Other","Sefton","63"
"Other","Sheffield","74"
"Other","Shropshire","78"
"Other","Slough","87"
"Other","Solihull","85"
"Other","Somerset","68"
"Other","South Gloucestershire","78"
"Other","South Tyneside","80"
"Other","Southampton","75"
"Other","Southend-on-Sea","71"
"Other","Southwark","79"
"Other","St. Helens","70"
"Other","Staffordshire","85"
"Other","Stockport","81"
"Other","Stockton-on-Tees","67"
"Other","Stoke-on-Trent","70"
"Other","Suffolk","88"
"Other","Sunderland","90"
"Other","Surrey","91"
"Other","Sutton","78"
"Other","Swindon","87"
"Other","Tameside","83"
"Other","Telford and Wrekin","80"
"Other","Thurrock","86"
"Other","Torbay","89"
"Other","Tower Hamlets","72"
"Other","Trafford","81"
"Other","Wakefield","91"
"Other","Walsall","80"
"Other","Waltham Forest","82"
"Other","Wandsworth","85"
"Other","Warrington","88"
"Other","Warwickshire","75"
"Other","West Berkshire","75"
"Other","West Sussex","85"
"Other","Westminster","84"
"Other","Wigan","79"
"Other","Wiltshire","88"
"Other","Windsor and Maidenhead","79"
"Other","Wirral","74"
"Other","Wokingham","93"
"Other","Wolverhampton","66"
"Other","Worcestershire","78"
"Other","York","82"
