"Ethnicity","Geography","boys","girls"
"White","Rochdale","69","78"
"White","Rotherham","69","76"
"White","Rutland","68","82"
"White","Salford","69","80"
"White","Sandwell","64","73"
"White","Sefton","69","78"
"White","Sheffield","69","77"
"White","Shropshire","71","78"
"White","Slough","63","76"
"White","Solihull","73","80"
"White","Somerset","72","81"
"White","South Gloucestershire","73","85"
"White","South Tyneside","74","83"
"White","Southampton","71","82"
"White","Southend-on-Sea","71","82"
"White","Southwark","77","84"
"White","St. Helens","69","77"
"White","Staffordshire","74","83"
"White","Stockport","73","79"
"White","Stockton-on-Tees","73","83"
"White","Stoke-on-Trent","68","76"
"White","Suffolk","69","78"
"White","Sunderland","71","82"
"White","Surrey","74","83"
"White","Sutton","74","83"
"White","Swindon","73","81"
"White","Tameside","66","80"
"White","Telford and Wrekin","73","80"
"White","Thurrock","71","79"
"White","Torbay","68","80"
"White","Tower Hamlets","72","77"
"White","Trafford","75","83"
"White","Wakefield","68","77"
"White","Walsall","67","77"
"White","Waltham Forest","75","83"
"White","Wandsworth","83","89"
"White","Warrington","71","81"
"White","Warwickshire","72","82"
"White","West Berkshire","73","83"
"White","West Sussex","71","79"
"White","Westminster","74","90"
"White","Wigan","70","81"
"White","Wiltshire","72","80"
"White","Windsor and Maidenhead","78","85"
"White","Wirral","67","78"
"White","Wokingham","76","84"
"White","Wolverhampton","66","77"
"White","Worcestershire","71","80"
"White","York","74","79"
"Other","Barking and Dagenham","72","59"
"Other","Barnet","73","75"
"Other","Barnsley","60","100"
"Other","Bath and North East Somerset","57","60"
"Other","Bedford","58","38"
"Other","Bexley","76","94"
"Other","Birmingham","67","72"
"Other","Blackburn with Darwen","88","33"
"Other","Blackpool","25","71"
"Other","Bolton","57","73"
"Other","Bournemouth","43","77"
"Other","Bracknell Forest","50","100"
"Other","Bradford","48","73"
"Other","Brent","62","76"
"Other","Brighton and Hove","52","40"
"Other","Bristol, City of","60","65"
"Other","Bromley","64","83"
"Other","Buckinghamshire","84","67"
"Other","Bury","59","67"
"Other","Calderdale","67","33"
"Other","Cambridgeshire","78","70"
"Other","Camden","65","77"
"Other","Central Bedfordshire","64","75"
"Other","Cheshire East","64","80"
"Other","Cheshire West and Chester","50","64"
"Other","City of London","!","!"
"Other","Cornwall","70","60"
"Other","County Durham","50","64"
"Other","Coventry","50","69"
"Other","Croydon","62","76"
"Other","Cumbria","80","75"
"Other","Darlington","50","50"
"Other","Derby","65","70"
"Other","Derbyshire","58","54"
"Other","Devon","61","57"
"Other","Doncaster","38","82"
"Other","Dorset","71","78"
"Other","Dudley","74","55"
"Other","Ealing","63","72"
"Other","East Riding of Yorkshire","43","62"
"Other","East Sussex","64","67"
"Other","Enfield","73","78"
"Other","Essex","62","91"
"Other","Gateshead","45","65"
"Other","Gloucestershire","62","56"
"Other","Greenwich","75","73"
"Other","Hackney","81","76"
"Other","Halton","0","100"
"Other","Hammersmith and Fulham","69","81"
"Other","Hampshire","78","82"
"Other","Haringey","66","69"
"Other","Harrow","61","68"
"Other","Hartlepool","75","50"
"Other","Havering","67","77"
"Other","Herefordshire, County of","57","33"
"Other","Hertfordshire","80","78"
"Other","Hillingdon","69","76"
"Other","Hounslow","73","81"
"Other","Isle of Wight","0","N/A"
"Other","Isles of Scilly","!","!"
"Other","Islington","68","75"
"Other","Kensington and Chelsea","64","83"
"Other","Kent","65","78"
"Other","Kingston upon Hull, City of","64","67"
"Other","Kingston upon Thames","73","75"
"Other","Kirklees","69","65"
"Other","Knowsley","60","80"
"Other","Lambeth","76","77"
"Other","Lancashire","71","52"
"Other","Leeds","62","72"
"Other","Leicester","63","79"
"Other","Leicestershire","78","93"
"Other","Lewisham","64","81"
"Other","Lincolnshire","62","64"
"Other","Liverpool","48","63"
"Other","Luton","54","71"
"Other","Manchester","62","67"
"Other","Medway","87","78"
"Other","Merton","66","73"
"Other","Middlesbrough","42","36"
"Other","Milton Keynes","67","73"
"Other","Newcastle upon Tyne","60","84"
"Other","Newham","82","81"
"Other","Norfolk","58","77"
"Other","North East Lincolnshire","50","71"
"Other","North Lincolnshire","31","60"
"Other","North Somerset","0","50"
"Other","North Tyneside","56","67"
"Other","North Yorkshire","53","71"
"Other","Northamptonshire","60","85"
"Other","Northumberland","71","80"
"Other","Nottingham","59","67"
"Other","Nottinghamshire","74","77"
"Other","Oldham","55","39"
"Other","Oxfordshire","56","67"
"Other","Peterborough","63","78"
"Other","Plymouth","39","71"
"Other","Poole","75","75"
"Other","Portsmouth","46","80"
"Other","Reading","61","85"
"Other","Redbridge","72","86"
"Other","Redcar and Cleveland","33","0"
"Other","Richmond upon Thames","66","100"
"Other","Rochdale","63","68"
"Other","Rotherham","46","67"
"Other","Rutland","N/A","100"
"Other","Salford","64","76"
"Other","Sandwell","51","61"
"Other","Sefton","45","55"
"Other","Sheffield","63","70"
"Other","Shropshire","67","N/A"
"Other","Slough","63","82"
"Other","Solihull","85","70"
"Other","Somerset","45","82"
"Other","South Gloucestershire","50","70"
"Other","South Tyneside","80","63"
"Other","Southampton","65","74"
"Other","Southend-on-Sea","64","75"
"Other","Southwark","65","71"
"Other","St. Helens","13","83"
"Other","Staffordshire","50","68"
"Other","Stockport","60","67"
"Other","Stockton-on-Tees","50","50"
"Other","Stoke-on-Trent","50","57"
"Other","Suffolk","72","79"
"Other","Sunderland","75","88"
"Other","Surrey","68","81"
"Other","Sutton","63","90"
"Other","Swindon","64","73"
"Other","Tameside","63","73"
"Other","Telford and Wrekin","50","N/A"
"Other","Thurrock","81","64"
"Other","Torbay","40","33"
"Other","Tower Hamlets","66","69"
"Other","Trafford","78","70"
"Other","Wakefield","65","67"
"Other","Walsall","52","67"
"Other","Waltham Forest","79","78"
"Other","Wandsworth","80","71"
"Other","Warrington","73","78"
"Other","Warwickshire","79","70"
"Other","West Berkshire","75","83"
"Other","West Sussex","48","73"
"Other","Westminster","69","80"
"Other","Wigan","53","61"
"Other","Wiltshire","67","67"
"Other","Windsor and Maidenhead","62","85"
"Other","Wirral","80","50"
"Other","Wokingham","63","67"
"Other","Wolverhampton","62","73"
"Other","Worcestershire","88","50"
"Other","York","54","86"
