"Ethnicity","Geography","All","Boys","Girls"
"Asian","Windsor and Maidenhead","18.2","5.5","29.7"
"Asian","Wirral","59.3","64.3","54.8"
"Asian","Wokingham","27.6","21.6","37.7"
"Asian","Wolverhampton","19.0","9.5","28.2"
"Asian","Worcestershire","16.3","14.9","17.4"
"Asian","York","25.0","25.0","25.0"
"Black","All - England","15.3","10.3","20.2"
"Black","Barking and Dagenham","16.8","11.9","22.0"
"Black","Barnet","19.5","11.9","28.0"
"Black","Barnsley","~0","~0","~0"
"Black","Bath and North East Somerset","16.7","16.7","16.7"
"Black","Bedford","11.0","6.1","16.7"
"Black","Bexley","29.8","21.3","37.2"
"Black","Birmingham","12.5","7.3","18.1"
"Black","Blackburn with Darwen","7.7","~0","20.0"
"Black","Blackpool","~0","~0","~0"
"Black","Bolton","21.2","19.2","23.3"
"Black","Bournemouth","14.3","~0","25.0"
"Black","Bracknell Forest","14.3","11.1","16.7"
"Black","Bradford","12.5","13.7","11.3"
"Black","Brent","18.1","12.7","23.1"
"Black","Brighton and Hove","13.8","11.5","15.6"
"Black","Bristol, City of","7.0","3.5","10.3"
"Black","Bromley","25.8","13.5","35.3"
"Black","Buckinghamshire","26.2","17.6","34.4"
"Black","Bury","8.7","10.3","5.9"
"Black","Calderdale","11.5","9.1","13.3"
"Black","Cambridgeshire","13.1","12.9","13.3"
"Black","Camden","12.8","9.0","15.5"
"Black","Central Bedfordshire","10.7","13.0","9.1"
"Black","Cheshire East","16.7","~0","33.3"
"Black","Cheshire West and Chester","8.3","~0","16.7"
"Black","City of London","N/A","N/A","N/A"
"Black","Cornwall","20.0","~0","33.3"
"Black","County Durham","18.2","12.5","33.3"
"Black","Coventry","10.1","6.4","14.1"
"Black","Croydon","12.0","6.2","17.5"
"Black","Cumbria","13.3","15.4","~0"
"Black","Darlington","20.0","~0","33.3"
"Black","Derby","15.6","10.9","20.0"
"Black","Derbyshire","18.5","25.0","9.1"
"Black","Devon","~0","~0","~0"
"Black","Doncaster","3.7","7.1","~0"
"Black","Dorset","28.6","25.0","33.3"
"Black","Dudley","11.0","6.3","17.6"
"Black","Ealing","16.3","10.8","21.8"
"Black","East Riding of Yorkshire","~0","~0","N/A"
"Black","East Sussex","12.0","20.0","~0"
"Black","Enfield","12.9","8.1","17.9"
"Black","Essex","21.8","11.9","30.3"
"Black","Gateshead","14.3","~0","30.0"
"Black","Gloucestershire","18.3","20.0","16.7"
"Black","Greenwich","14.1","8.0","20.1"
"Black","Hackney","17.5","11.7","21.8"
"Black","Halton","N/A","N/A","N/A"
"Black","Hammersmith and Fulham","19.4","16.6","22.0"
"Black","Hampshire","16.3","12.7","20.0"
"Black","Haringey","8.8","4.7","13.5"
"Black","Harrow","16.4","7.2","23.7"
"Black","Hartlepool","25.0","N/A","25.0"
"Black","Havering","20.2","13.0","27.0"
"Black","Herefordshire, County of","~0","~0","~0"
"Black","Hertfordshire","18.6","14.2","22.9"
"Black","Hillingdon","13.3","9.4","17.1"
"Black","Hounslow","21.7","16.6","27.3"
"Black","Isle of Wight","~0","N/A","~0"
"Black","Isles of Scilly","N/A","N/A","N/A"
"Black","Islington","11.6","11.0","12.2"
"Black","Kensington and Chelsea","8.3","10.0","5.9"
"Black","Kent","33.8","29.1","39.4"
"Black","Kingston upon Hull, City of","13.9","5.6","22.2"
"Black","Kingston upon Thames","22.4","16.2","28.2"
"Black","Kirklees","5.0","4.8","5.3"
"Black","Knowsley","~0","~0","N/A"
"Black","Lambeth","14.8","9.6","19.7"
"Black","Lancashire","12.2","18.2","5.3"
"Black","Leeds","12.0","6.6","17.5"
"Black","Leicester","11.2","6.0","16.6"
"Black","Leicestershire","12.8","14.6","10.8"
"Black","Lewisham","9.8","5.4","14.2"
"Black","Lincolnshire","41.9","15.4","61.1"
"Black","Liverpool","10.5","3.3","18.0"
"Black","Luton","5.0","4.3","5.7"
"Black","Manchester","11.2","4.7","17.7"
"Black","Medway","21.8","8.5","29.9"
"Black","Merton","15.3","11.6","18.6"
"Black","Middlesbrough","27.8","12.5","40.0"
"Black","Milton Keynes","10.4","5.8","15.1"
"Black","Newcastle upon Tyne","16.5","9.5","22.4"
"Black","Newham","18.8","12.1","24.7"
"Black","Norfolk","12.5","11.4","13.6"
"Black","North East Lincolnshire","33.3","~0","50.0"
"Black","North Lincolnshire","~0","~0","~0"
"Black","North Somerset","~0","~0","~0"
"Black","North Tyneside","11.1","~0","100.0"
"Black","North Yorkshire","29.2","22.2","33.3"
"Black","Northamptonshire","10.5","6.8","14.6"
"Black","Northumberland","16.7","~0","50.0"
"Black","Nottingham","7.7","6.7","8.7"
"Black","Nottinghamshire","18.9","20.0","17.8"
"Black","Oldham","15.3","5.6","22.4"
"Black","Oxfordshire","9.5","7.7","11.5"
"Black","Peterborough","13.8","9.8","17.9"
"Black","Plymouth","20.0","12.5","28.6"
"Black","Poole","~0","~0","~0"
"Black","Portsmouth","22.2","25.0","20.7"
"Black","Reading","10.3","10.6","10.0"
"Black","Redbridge","14.2","7.5","20.3"
"Black","Redcar and Cleveland","50.0","50.0","N/A"
"Black","Richmond upon Thames","12.9","3.3","21.9"
"Black","Rochdale","9.1","3.1","14.7"
"Black","Rotherham","17.9","7.7","26.7"
"Black","Rutland","25.0","~0","50.0"
"Black","Salford","13.3","7.0","19.1"
"Black","Sandwell","3.5","3.2","3.7"
"Black","Sefton","21.4","~0","37.5"
"Black","Sheffield","7.8","6.1","9.5"
"Black","Shropshire","25.0","33.3","20.0"
"Black","Slough","18.0","7.5","27.8"
"Black","Solihull","11.4","6.0","18.4"
"Black","Somerset","~0","~0","~0"
"Black","South Gloucestershire","10.3","3.8","23.1"
"Black","South Tyneside","42.9","25.0","66.7"
"Black","Southampton","14.6","12.0","17.4"
"Black","Southend-on-Sea","52.6","40.5","67.8"
"Black","Southwark","20.2","18.4","21.8"
"Black","St. Helens","16.7","25.0","~0"
"Black","Staffordshire","14.0","4.5","23.8"
"Black","Stockport","7.4","5.9","10.0"
"Black","Stockton-on-Tees","6.7","~0","10.0"
"Black","Stoke-on-Trent","10.6","10.3","11.1"
"Black","Suffolk","9.1","3.8","13.8"
"Black","Sunderland","21.4","37.5","~0"
"Black","Surrey","11.8","5.0","18.9"
"Black","Sutton","28.1","15.7","39.7"
"Black","Swindon","10.0","10.0","10.0"
"Black","Tameside","9.5","5.0","13.6"
"Black","Telford and Wrekin","23.5","16.7","33.3"
"Black","Thurrock","16.0","11.5","20.2"
"Black","Torbay","~0","~0","N/A"
"Black","Tower Hamlets","11.3","7.4","14.9"
"Black","Trafford","29.5","29.4","29.5"
"Black","Wakefield","17.4","8.3","27.3"
"Black","Walsall","16.9","12.7","21.0"
"Black","Waltham Forest","11.5","7.6","14.8"
"Black","Wandsworth","17.7","18.4","17.0"
"Black","Warrington","~0","~0","~0"
"Black","Warwickshire","22.0","16.7","26.1"
"Black","West Berkshire","13.8","5.9","25.0"
"Black","West Sussex","8.7","5.5","11.7"
"Black","Westminster","16.7","8.0","26.5"
"Black","Wigan","12.5","~0","28.6"
"Black","Wiltshire","11.1","~0","19.2"
"Black","Windsor and Maidenhead","25.8","14.3","35.3"
"Black","Wirral","16.7","~0","25.0"
"Black","Wokingham","19.3","8.6","36.4"
"Black","Wolverhampton","7.5","4.3","11.0"
"Black","Worcestershire","20.8","27.3","15.4"
"Black","York","18.2","12.5","33.3"
"Chinese","All - England","46.9","40.6","52.7"
"Chinese","Barking and Dagenham","100.0","N/A","100.0"
"Chinese","Barnet","68.2","50.0","83.3"
"Chinese","Barnsley","N/A","N/A","N/A"
"Chinese","Bath and North East Somerset","60.0","~0","100.0"
"Chinese","Bedford","~0","~0","N/A"
"Chinese","Bexley","51.5","40.0","61.1"
"Chinese","Birmingham","66.7","68.2","65.0"
"Chinese","Blackburn with Darwen","33.3","N/A","33.3"
"Chinese","Blackpool","~0","~0","~0"
"Chinese","Bolton","60.0","N/A","60.0"
"Chinese","Bournemouth","57.1","50.0","62.5"
"Chinese","Bracknell Forest","~0","N/A","~0"
"Chinese","Bradford","33.3","100.0","~0"
"Chinese","Brent","33.3","33.3","N/A"
"Chinese","Brighton and Hove","38.5","33.3","42.9"
"Chinese","Bristol, City of","23.1","~0","33.3"
"Chinese","Bromley","60.6","53.8","65.0"
"Chinese","Buckinghamshire","44.4","42.9","45.5"
"Chinese","Bury","37.5","50.0","25.0"
"Chinese","Calderdale","50.0","66.7","~0"
"Chinese","Cambridgeshire","58.3","66.7","50.0"
"Chinese","Camden","27.3","20.0","33.3"
"Chinese","Central Bedfordshire","44.4","~0","80.0"
"Chinese","Cheshire East","37.5","25.0","50.0"
"Chinese","Cheshire West and Chester","30.0","16.7","50.0"
"Chinese","City of London","N/A","N/A","N/A"
"Chinese","Cornwall","~0","~0","~0"
"Chinese","County Durham","66.7","75.0","50.0"
"Chinese","Coventry","33.3","25.0","50.0"
"Chinese","Croydon","61.5","50.0","71.4"
"Chinese","Cumbria","46.7","44.4","50.0"
"Chinese","Darlington","~0","~0","~0"
"Chinese","Derby","25.0","25.0","25.0"
"Chinese","Derbyshire","33.3","33.3","33.3"
"Chinese","Devon","46.2","60.0","37.5"
"Chinese","Doncaster","20.0","~0","33.3"
"Chinese","Dorset","33.3","33.3","33.3"
"Chinese","Dudley","75.0","100.0","50.0"
"Chinese","Ealing","81.8","87.5","66.7"
"Chinese","East Riding of Yorkshire","~0","~0","N/A"
"Chinese","East Sussex","41.7","66.7","33.3"
"Chinese","Enfield","82.4","62.5","100.0"
"Chinese","Essex","56.1","45.0","66.7"
"Chinese","Gateshead","60.0","100.0","50.0"
"Chinese","Gloucestershire","53.3","37.5","71.4"
"Chinese","Greenwich","31.3","30.0","33.3"
"Chinese","Hackney","33.3","~0","60.0"
"Chinese","Halton","~0","N/A","~0"
"Chinese","Hammersmith and Fulham","33.3","28.6","40.0"
"Chinese","Hampshire","16.2","16.7","15.8"
"Chinese","Haringey","55.6","60.0","50.0"
"Chinese","Harrow","25.0","~0","50.0"
"Chinese","Hartlepool","~0","N/A","~0"
"Chinese","Havering","57.1","50.0","60.0"
"Chinese","Herefordshire, County of","50.0","50.0","N/A"
"Chinese","Hertfordshire","50.8","42.9","56.8"
"Chinese","Hillingdon","25.0","33.3","~0"
"Chinese","Hounslow","66.7","N/A","66.7"
"Chinese","Isle of Wight","N/A","N/A","N/A"
"Chinese","Isles of Scilly","N/A","N/A","N/A"
"Chinese","Islington","55.6","60.0","50.0"
"Chinese","Kensington and Chelsea","50.0","N/A","50.0"
"Chinese","Kent","52.6","37.0","66.7"
"Chinese","Kingston upon Hull, City of","100.0","100.0","100.0"
"Chinese","Kingston upon Thames","75.0","66.7","77.8"
"Chinese","Kirklees","60.0","42.9","75.0"
"Chinese","Knowsley","~0","~0","N/A"
"Chinese","Lambeth","50.0","50.0","50.0"
"Chinese","Lancashire","58.3","53.8","60.9"
"Chinese","Leeds","47.4","41.2","52.4"
"Chinese","Leicester","14.3","~0","25.0"
"Chinese","Leicestershire","41.7","50.0","37.5"
"Chinese","Lewisham","24.0","20.0","30.0"
"Chinese","Lincolnshire","48.0","41.2","62.5"
"Chinese","Liverpool","40.9","41.7","40.0"
"Chinese","Luton","50.0","~0","80.0"
"Chinese","Manchester","31.1","32.0","30.0"
"Chinese","Medway","42.9","25.0","66.7"
"Chinese","Merton","40.0","50.0","25.0"
"Chinese","Middlesbrough","~0","~0","N/A"
"Chinese","Milton Keynes","45.5","75.0","28.6"
"Chinese","Newcastle upon Tyne","50.0","20.0","63.6"
"Chinese","Newham","44.4","25.0","60.0"
"Chinese","Norfolk","33.3","28.6","36.4"
"Chinese","North East Lincolnshire","50.0","N/A","50.0"
"Chinese","North Lincolnshire","33.3","~0","100.0"
"Chinese","North Somerset","50.0","50.0","N/A"
"Chinese","North Tyneside","~0","~0","~0"
"Chinese","North Yorkshire","40.0","~0","66.7"
"Chinese","Northamptonshire","28.6","30.0","27.8"
"Chinese","Northumberland","~0","~0","N/A"
"Chinese","Nottingham","9.1","~0","25.0"
"Chinese","Nottinghamshire","45.8","28.6","70.0"
"Chinese","Oldham","57.1","50.0","60.0"
"Chinese","Oxfordshire","60.0","37.5","70.6"
"Chinese","Peterborough","42.9","33.3","100.0"
"Chinese","Plymouth","38.5","33.3","50.0"
"Chinese","Poole","28.6","50.0","20.0"
"Chinese","Portsmouth","60.0","50.0","66.7"
"Chinese","Reading","90.0","91.7","87.5"
"Chinese","Redbridge","66.7","60.0","71.4"
"Chinese","Redcar and Cleveland","33.3","33.3","N/A"
"Chinese","Richmond upon Thames","33.3","33.3","33.3"
"Chinese","Rochdale","12.5","~0","25.0"
"Chinese","Rotherham","50.0","33.3","60.0"
"Chinese","Rutland","N/A","N/A","N/A"
"Chinese","Salford","20.0","~0","25.0"
"Chinese","Sandwell","25.0","25.0","N/A"
"Chinese","Sefton","33.3","66.7","~0"
"Chinese","Sheffield","47.4","50.0","44.4"
"Chinese","Shropshire","36.4","37.5","33.3"
"Chinese","Slough","50.0","50.0","50.0"
"Chinese","Solihull","42.9","~0","75.0"
"Chinese","Somerset","22.2","~0","40.0"
"Chinese","South Gloucestershire","60.0","~0","100.0"
"Chinese","South Tyneside","~0","~0","N/A"
"Chinese","Southampton","50.0","75.0","~0"
"Chinese","Southend-on-Sea","69.2","60.0","75.0"
"Chinese","Southwark","46.7","33.3","60.0"
"Chinese","St. Helens","66.7","100.0","50.0"
"Chinese","Staffordshire","52.6","30.0","77.8"
"Chinese","Stockport","18.8","18.2","20.0"
"Chinese","Stockton-on-Tees","20.0","~0","33.3"
"Chinese","Stoke-on-Trent","40.0","33.3","50.0"
"Chinese","Suffolk","33.3","25.0","50.0"
"Chinese","Sunderland","25.0","~0","100.0"
"Chinese","Surrey","41.9","23.1","55.6"
