"Ethnicity","Geography","%","Pupils"
"All","Kensington and Chelsea","12.0","718"
"All","Kent","20.8","15,516"
"All","Kingston upon Hull, City of","11.4","2,307"
"All","Kingston upon Thames","40.5","1,515"
"All","Kirklees","14.2","4,488"
"All","Knowsley","7.3","929"
"All","Lambeth","17.5","2,114"
"All","Lancashire","13.9","11,631"
"All","Leeds","15.0","7,598"
"All","Leicester","12.7","3,511"
"All","Leicestershire","14.4","6,837"
"All","Lewisham","16.3","2,104"
"All","Lincolnshire","19.7","7,255"
"All","Liverpool","14.4","4,461"
"All","Luton","10.8","2,567"
"All","Manchester","12.7","4,734"
"All","Medway","15.1","2,899"
"All","Merton","23.9","1,404"
"All","Middlesbrough","9.0","1,337"
"All","Milton Keynes","14.4","2,774"
"All","Newcastle upon Tyne","16.7","2,438"
"All","Newham","22.9","3,745"
"All","Norfolk","12.8","7,486"
"All","North East Lincolnshire","13.3","1,558"
"All","North Lincolnshire","14.6","1,680"
"All","North Somerset","14.8","2,085"
"All","North Tyneside","16.9","1,879"
"All","North Yorkshire","19.6","5,971"
"All","Northamptonshire","14.4","7,323"
"All","Northumberland","12.7","3,056"
"All","Nottingham","8.8","2,539"
"All","Nottinghamshire","16.2","7,494"
"All","Oldham","9.0","2,957"
"All","Oxfordshire","17.0","5,886"
"All","Peterborough","12.1","2,305"
"All","Plymouth","14.3","2,480"
"All","Poole","22.8","1,306"
"All","Portsmouth","13.3","1,686"
"All","Reading","27.1","1,076"
"All","Redbridge","24.9","3,508"
"All","Redcar and Cleveland","11.9","1,517"
"All","Richmond upon Thames","31.1","1,479"
"All","Rochdale","6.8","2,231"
"All","Rotherham","10.7","3,141"
"All","Rutland","14.2","459"
"All","Salford","10.7","2,082"
"All","Sandwell","6.4","3,634"
"All","Sefton","12.4","2,855"
"All","Sheffield","14.0","4,993"
"All","Shropshire","15.0","2,850"
"All","Slough","23.9","1,679"
"All","Solihull","16.1","2,917"
"All","Somerset","12.1","4,606"
"All","South Gloucestershire","13.8","2,498"
"All","South Tyneside","12.1","1,462"
"All","Southampton","13.4","1,893"
"All","Southend-on-Sea","28.3","2,019"
"All","Southwark","24.3","2,386"
"All","St. Helens","11.8","1,732"
"All","Staffordshire","11.9","8,288"
"All","Stockport","17.5","2,571"
"All","Stockton-on-Tees","15.3","1,929"
"All","Stoke-on-Trent","8.1","2,168"
"All","Suffolk","12.4","6,775"
"All","Sunderland","14.3","2,608"
"All","Surrey","22.1","9,841"
"All","Sutton","37.4","2,719"
"All","Swindon","11.1","2,029"
"All","Tameside","11.3","2,512"
"All","Telford and Wrekin","17.7","1,934"
"All","Thurrock","10.3","1,634"
"All","Torbay","19.6","1,409"
"All","Tower Hamlets","17.3","2,721"
"All","Trafford","33.9","2,850"
"All","Wakefield","9.9","3,406"
"All","Walsall","14.8","3,233"
"All","Waltham Forest","15.6","2,484"
"All","Wandsworth","27.1","1,707"
"All","Warrington","17.3","2,365"
"All","Warwickshire","20.3","5,466"
"All","West Berkshire","21.0","1,741"
"All","West Sussex","15.9","7,578"
"All","Westminster","26.5","1,495"
"All","Wigan","10.2","3,221"
"All","Wiltshire","16.2","4,631"
"All","Windsor and Maidenhead","24.1","1,489"
"All","Wirral","23.0","3,237"
"All","Wokingham","26.8","1,636"
"All","Wolverhampton","10.8","2,612"
"All","Worcestershire","15.5","5,273"
"All","York","21.2","1,620"
"Asian","All - England","22.8","55,183"
"Asian","Barking and Dagenham","18.0","449"
"Asian","Barnet","60.9","532"
"Asian","Barnsley","25.0","8"
"Asian","Bath and North East Somerset","34.8","23"
"Asian","Bedford","11.2","269"
"Asian","Bexley","42.7","232"
"Asian","Birmingham","17.3","5,017"
"Asian","Blackburn with Darwen","27.1","838"
"Asian","Blackpool","~0","22"
"Asian","Bolton","23.9","698"
"Asian","Bournemouth","39.0","41"
"Asian","Bracknell Forest","23.7","59"
"Asian","Bradford","14.1","2,727"
"Asian","Brent","34.3","897"
"Asian","Brighton and Hove","19.3","57"
"Asian","Bristol, City of","16.5","261"
"Asian","Bromley","56.0","166"
"Asian","Buckinghamshire","25.1","1,021"
"Asian","Bury","19.2","307"
"Asian","Calderdale","15.6","384"
"Asian","Cambridgeshire","27.4","157"
"Asian","Camden","13.5","274"
"Asian","Central Bedfordshire","10.0","50"
"Asian","Cheshire East","16.4","61"
"Asian","Cheshire West and Chester","26.7","30"
"Asian","City of London","N/A","0"
"Asian","Cornwall","12.5","16"
"Asian","County Durham","15.6","32"
"Asian","Coventry","19.1","687"
"Asian","Croydon","17.2","472"
"Asian","Cumbria","26.7","30"
"Asian","Darlington","15.6","32"
"Asian","Derby","19.3","487"
"Asian","Derbyshire","17.1","70"
"Asian","Devon","26.1","23"
"Asian","Doncaster","13.7","95"
"Asian","Dorset","35.7","28"
"Asian","Dudley","16.2","302"
"Asian","Ealing","23.1","824"
"Asian","East Riding of Yorkshire","57.1","7"
"Asian","East Sussex","32.5","80"
"Asian","Enfield","40.1","299"
"Asian","Essex","41.6","380"
"Asian","Gateshead","27.3","44"
"Asian","Gloucestershire","33.5","176"
"Asian","Greenwich","15.7","197"
"Asian","Hackney","25.2","258"
"Asian","Halton","25.0","4"
"Asian","Hammersmith and Fulham","26.3","114"
"Asian","Hampshire","24.1","319"
"Asian","Haringey","22.8","158"
"Asian","Harrow","30.6","912"
"Asian","Hartlepool","24.0","25"
"Asian","Havering","27.4","146"
"Asian","Herefordshire, County of","57.1","7"
"Asian","Hertfordshire","39.8","947"
"Asian","Hillingdon","29.9","715"
"Asian","Hounslow","34.2","805"
"Asian","Isle of Wight","~0","5"
"Asian","Isles of Scilly","N/A","0"
"Asian","Islington","19.6","179"
"Asian","Kensington and Chelsea","14.6","41"
"Asian","Kent","39.6","581"
"Asian","Kingston upon Hull, City of","8.8","34"
"Asian","Kingston upon Thames","58.6","384"
"Asian","Kirklees","15.1","1,235"
"Asian","Knowsley","~0","4"
"Asian","Lambeth","19.8","96"
"Asian","Lancashire","16.9","1,347"
"Asian","Leeds","16.1","956"
"Asian","Leicester","17.9","1,719"
"Asian","Leicestershire","28.3","547"
"Asian","Lewisham","16.0","125"
"Asian","Lincolnshire","65.0","80"
"Asian","Liverpool","35.9","128"
"Asian","Luton","14.2","1,177"
"Asian","Manchester","17.8","1,068"
"Asian","Medway","28.2","156"
"Asian","Merton","27.2","232"
"Asian","Middlesbrough","16.9","177"
"Asian","Milton Keynes","19.2","240"
"Asian","Newcastle upon Tyne","25.7","268"
"Asian","Newham","27.5","1,710"
"Asian","Norfolk","31.9","94"
"Asian","North East Lincolnshire","20.0","15"
"Asian","North Lincolnshire","14.3","70"
"Asian","North Somerset","12.5","32"
"Asian","North Tyneside","20.6","34"
"Asian","North Yorkshire","34.2","111"
"Asian","Northamptonshire","21.3","343"
"Asian","Northumberland","22.0","41"
"Asian","Nottingham","12.6","467"
"Asian","Nottinghamshire","31.5","213"
"Asian","Oldham","4.1","894"
"Asian","Oxfordshire","10.6","293"
"Asian","Peterborough","14.5","365"
"Asian","Plymouth","45.0","20"
"Asian","Poole","26.3","38"
"Asian","Portsmouth","26.0","96"
"Asian","Reading","40.8","211"
"Asian","Redbridge","31.2","1,858"
"Asian","Redcar and Cleveland","7.7","26"
"Asian","Richmond upon Thames","37.8","111"
"Asian","Rochdale","9.6","617"
"Asian","Rotherham","8.5","272"
"Asian","Rutland","25.0","4"
"Asian","Salford","26.2","42"
"Asian","Sandwell","8.6","1,066"
"Asian","Sefton","15.2","33"
"Asian","Sheffield","12.7","550"
"Asian","Shropshire","10.7","28"
"Asian","Slough","25.9","891"
"Asian","Solihull","19.1","319"
"Asian","Somerset","4.8","42"
"Asian","South Gloucestershire","21.3","75"
"Asian","South Tyneside","29.3","58"
"Asian","Southampton","14.8","203"
"Asian","Southend-on-Sea","52.0","200"
"Asian","Southwark","31.9","138"
"Asian","St. Helens","7.1","14"
"Asian","Staffordshire","12.5","287"
"Asian","Stockport","25.2","151"
"Asian","Stockton-on-Tees","26.5","117"
"Asian","Stoke-on-Trent","9.3","355"
"Asian","Suffolk","24.1","116"
"Asian","Sunderland","34.4","96"
"Asian","Surrey","26.2","604"
"Asian","Sutton","59.6","636"
"Asian","Swindon","13.9","238"
"Asian","Tameside","11.3","302"
"Asian","Telford and Wrekin","28.3","127"
"Asian","Thurrock","26.8","71"
"Asian","Torbay","44.4","18"
"Asian","Tower Hamlets","20.9","1,865"
"Asian","Trafford","39.8","377"
"Asian","Wakefield","11.2","125"
"Asian","Walsall","21.8","716"
"Asian","Waltham Forest","15.7","743"
"Asian","Wandsworth","27.5","334"
"Asian","Warrington","33.3","51"
"Asian","Warwickshire","40.3","293"
"Asian","West Berkshire","22.9","48"
"Asian","West Sussex","22.7","330"
"Asian","Westminster","20.8","216"
"Asian","Wigan","27.6","29"
"Asian","Wiltshire","26.8","56"
"Asian","Windsor and Maidenhead","18.2","192"
"Asian","Wirral","59.3","59"
"Asian","Wokingham","27.6","185"
"Asian","Wolverhampton","19.0","578"
"Asian","Worcestershire","16.3","196"
"Asian","York","25.0","28"
"Black","All - England","15.3","28,609"
"Black","Barking and Dagenham","16.8","619"
"Black","Barnet","19.5","497"
"Black","Barnsley","~0","14"
"Black","Bath and North East Somerset","16.7","24"
"Black","Bedford","11.0","91"
"Black","Bexley","29.8","620"
"Black","Birmingham","12.5","1,489"
"Black","Blackburn with Darwen","7.7","13"
"Black","Blackpool","~0","5"
"Black","Bolton","21.2","146"
"Black","Bournemouth","14.3","7"
"Black","Bracknell Forest","14.3","21"
"Black","Bradford","12.5","104"
"Black","Brent","18.1","675"
"Black","Brighton and Hove","13.8","58"
"Black","Bristol, City of","7.0","345"
"Black","Bromley","25.8","306"
"Black","Buckinghamshire","26.2","187"
"Black","Bury","8.7","46"
"Black","Calderdale","11.5","26"
"Black","Cambridgeshire","13.1","61"
"Black","Camden","12.8","358"
"Black","Central Bedfordshire","10.7","56"
"Black","Cheshire East","16.7","12"
"Black","Cheshire West and Chester","8.3","12"
"Black","City of London","N/A","0"
"Black","Cornwall","20.0","5"
"Black","County Durham","18.2","11"
"Black","Coventry","10.1","335"
"Black","Croydon","12.0","998"
"Black","Cumbria","13.3","15"
"Black","Darlington","20.0","5"
"Black","Derby","15.6","96"
"Black","Derbyshire","18.5","27"
"Black","Devon","~0","5"
"Black","Doncaster","3.7","27"
"Black","Dorset","28.6","7"
"Black","Dudley","11.0","82"
"Black","Ealing","16.3","563"
"Black","East Riding of Yorkshire","~0","3"
"Black","East Sussex","12.0","25"
"Black","Enfield","12.9","852"
"Black","Essex","21.8","440"
"Black","Gateshead","14.3","21"
"Black","Gloucestershire","18.3","71"
"Black","Greenwich","14.1","747"
"Black","Hackney","17.5","758"
"Black","Halton","N/A","0"
"Black","Hammersmith and Fulham","19.4","315"
"Black","Hampshire","16.3","123"
"Black","Haringey","8.8","566"
"Black","Harrow","16.4","311"
"Black","Hartlepool","25.0","4"
"Black","Havering","20.2","366"
"Black","Herefordshire, County of","~0","3"
"Black","Hertfordshire","18.6","532"
"Black","Hillingdon","13.3","345"
"Black","Hounslow","21.7","346"
"Black","Isle of Wight","~0","2"
"Black","Isles of Scilly","N/A","0"
"Black","Islington","11.6","406"
"Black","Kensington and Chelsea","8.3","121"
"Black","Kent","33.8","393"
"Black","Kingston upon Hull, City of","13.9","36"
"Black","Kingston upon Thames","22.4","76"
"Black","Kirklees","5.0","80"
"Black","Knowsley","~0","2"
"Black","Lambeth","14.8","1,012"
"Black","Lancashire","12.2","41"
"Black","Leeds","12.0","476"
"Black","Leicester","11.2","365"
"Black","Leicestershire","12.8","78"
"Black","Lewisham","9.8","902"
"Black","Lincolnshire","41.9","31"
"Black","Liverpool","10.5","181"
"Black","Luton","5.0","282"
"Black","Manchester","11.2","815"
"Black","Medway","21.8","124"
"Black","Merton","15.3","261"
"Black","Middlesbrough","27.8","18"
"Black","Milton Keynes","10.4","376"
"Black","Newcastle upon Tyne","16.5","91"
"Black","Newham","18.8","890"
"Black","Norfolk","12.5","88"
"Black","North East Lincolnshire","33.3","3"
"Black","North Lincolnshire","~0","10"
"Black","North Somerset","~0","15"
"Black","North Tyneside","11.1","9"
"Black","North Yorkshire","29.2","24"
"Black","Northamptonshire","10.5","334"
"Black","Northumberland","16.7","6"
"Black","Nottingham","7.7","285"
"Black","Nottinghamshire","18.9","90"
"Black","Oldham","15.3","85"
"Black","Oxfordshire","9.5","126"
"Black","Peterborough","13.8","80"
"Black","Plymouth","20.0","15"
"Black","Poole","~0","4"
"Black","Portsmouth","22.2","45"
"Black","Reading","10.3","87"
"Black","Redbridge","14.2","507"
"Black","Redcar and Cleveland","50.0","2"
"Black","Richmond upon Thames","12.9","62"
"Black","Rochdale","9.1","66"
"Black","Rotherham","17.9","28"
"Black","Rutland","25.0","4"
"Black","Salford","13.3","90"
"Black","Sandwell","3.5","318"
"Black","Sefton","21.4","14"
"Black","Sheffield","7.8","230"
"Black","Shropshire","25.0","8"
"Black","Slough","18.0","139"
"Black","Solihull","11.4","88"
"Black","Somerset","~0","10"
"Black","South Gloucestershire","10.3","39"
"Black","South Tyneside","42.9","7"
"Black","Southampton","14.6","48"
"Black","Southend-on-Sea","52.6","133"
"Black","Southwark","20.2","1,064"
"Black","St. Helens","16.7","6"
"Black","Staffordshire","14.0","43"
"Black","Stockport","7.4","27"
"Black","Stockton-on-Tees","6.7","15"
"Black","Stoke-on-Trent","10.6","66"
"Black","Suffolk","9.1","55"
"Black","Sunderland","21.4","14"
"Black","Surrey","11.8","195"
"Black","Sutton","28.1","224"
"Black","Swindon","10.0","40"
"Black","Tameside","9.5","42"
"Black","Telford and Wrekin","23.5","51"
"Black","Thurrock","16.0","162"
"Black","Torbay","~0","3"
"Black","Tower Hamlets","11.3","302"
"Black","Trafford","29.5","95"
"Black","Wakefield","17.4","46"
"Black","Walsall","16.9","160"
"Black","Waltham Forest","11.5","546"
"Black","Wandsworth","17.7","475"
"Black","Warrington","~0","14"
"Black","Warwickshire","22.0","41"
"Black","West Berkshire","13.8","29"
"Black","West Sussex","8.7","115"
"Black","Westminster","16.7","353"
"Black","Wigan","12.5","32"
"Black","Wiltshire","11.1","45"
"Black","Windsor and Maidenhead","25.8","31"
"Black","Wirral","16.7","6"
"Black","Wokingham","19.3","57"
"Black","Wolverhampton","7.5","266"
"Black","Worcestershire","20.8","24"
"Black","York","18.2","11"
"Chinese","All - England","46.9","1,856"
"Chinese","Barking and Dagenham","100.0","2"
"Chinese","Barnet","68.2","44"
"Chinese","Barnsley","N/A","0"
"Chinese","Bath and North East Somerset","60.0","5"
"Chinese","Bedford","~0","1"
"Chinese","Bexley","51.5","33"
"Chinese","Birmingham","66.7","42"
"Chinese","Blackburn with Darwen","33.3","3"
"Chinese","Blackpool","~0","3"
"Chinese","Bolton","60.0","5"
"Chinese","Bournemouth","57.1","14"
"Chinese","Bracknell Forest","~0","1"
"Chinese","Bradford","33.3","3"
"Chinese","Brent","33.3","3"
"Chinese","Brighton and Hove","38.5","13"
"Chinese","Bristol, City of","23.1","13"
"Chinese","Bromley","60.6","33"
"Chinese","Buckinghamshire","44.4","18"
"Chinese","Bury","37.5","8"
"Chinese","Calderdale","50.0","4"
"Chinese","Cambridgeshire","58.3","24"
"Chinese","Camden","27.3","11"
"Chinese","Central Bedfordshire","44.4","9"
"Chinese","Cheshire East","37.5","8"
"Chinese","Cheshire West and Chester","30.0","10"
"Chinese","City of London","N/A","0"
"Chinese","Cornwall","~0","6"
"Chinese","County Durham","66.7","6"
"Chinese","Coventry","33.3","6"
"Chinese","Croydon","61.5","13"
"Chinese","Cumbria","46.7","15"
"Chinese","Darlington","~0","4"
"Chinese","Derby","25.0","12"
"Chinese","Derbyshire","33.3","12"
"Chinese","Devon","46.2","13"
"Chinese","Doncaster","20.0","5"
"Chinese","Dorset","33.3","12"
"Chinese","Dudley","75.0","4"
"Chinese","Ealing","81.8","11"
"Chinese","East Riding of Yorkshire","~0","3"
"Chinese","East Sussex","41.7","12"
"Chinese","Enfield","82.4","17"
"Chinese","Essex","56.1","41"
"Chinese","Gateshead","60.0","5"
"Chinese","Gloucestershire","53.3","15"
"Chinese","Greenwich","31.3","16"
"Chinese","Hackney","33.3","9"
"Chinese","Halton","~0","1"
"Chinese","Hammersmith and Fulham","33.3","12"
"Chinese","Hampshire","16.2","37"
"Chinese","Haringey","55.6","9"
"Chinese","Harrow","25.0","8"
"Chinese","Hartlepool","~0","1"
"Chinese","Havering","57.1","7"
"Chinese","Herefordshire, County of","50.0","2"
"Chinese","Hertfordshire","50.8","65"
"Chinese","Hillingdon","25.0","4"
"Chinese","Hounslow","66.7","3"
"Chinese","Isle of Wight","N/A","0"
"Chinese","Isles of Scilly","N/A","0"
"Chinese","Islington","55.6","9"
"Chinese","Kensington and Chelsea","50.0","2"
"Chinese","Kent","52.6","57"
"Chinese","Kingston upon Hull, City of","100.0","2"
"Chinese","Kingston upon Thames","75.0","12"
"Chinese","Kirklees","60.0","15"
"Chinese","Knowsley","~0","1"
"Chinese","Lambeth","50.0","16"
"Chinese","Lancashire","58.3","36"
"Chinese","Leeds","47.4","38"
"Chinese","Leicester","14.3","7"
"Chinese","Leicestershire","41.7","12"
"Chinese","Lewisham","24.0","25"
"Chinese","Lincolnshire","48.0","25"
"Chinese","Liverpool","40.9","44"
"Chinese","Luton","50.0","8"
"Chinese","Manchester","31.1","45"
"Chinese","Medway","42.9","7"
"Chinese","Merton","40.0","10"
"Chinese","Middlesbrough","~0","2"
"Chinese","Milton Keynes","45.5","11"
"Chinese","Newcastle upon Tyne","50.0","16"
"Chinese","Newham","44.4","9"
"Chinese","Norfolk","33.3","18"
"Chinese","North East Lincolnshire","50.0","2"
"Chinese","North Lincolnshire","33.3","3"
"Chinese","North Somerset","50.0","4"
"Chinese","North Tyneside","~0","5"
"Chinese","North Yorkshire","40.0","5"
"Chinese","Northamptonshire","28.6","28"
"Chinese","Northumberland","~0","3"
"Chinese","Nottingham","9.1","11"
"Chinese","Nottinghamshire","45.8","24"
"Chinese","Oldham","57.1","7"
"Chinese","Oxfordshire","60.0","25"
"Chinese","Peterborough","42.9","7"
"Chinese","Plymouth","38.5","13"
"Chinese","Poole","28.6","7"
"Chinese","Portsmouth","60.0","5"
"Chinese","Reading","90.0","20"
"Chinese","Redbridge","66.7","24"
"Chinese","Redcar and Cleveland","33.3","3"
"Chinese","Richmond upon Thames","33.3","6"
"Chinese","Rochdale","12.5","8"
"Chinese","Rotherham","50.0","8"
"Chinese","Rutland","N/A","0"
"Chinese","Salford","20.0","5"
"Chinese","Sandwell","25.0","4"
"Chinese","Sefton","33.3","6"
"Chinese","Sheffield","47.4","19"
"Chinese","Shropshire","36.4","11"
"Chinese","Slough","50.0","6"
"Chinese","Solihull","42.9","7"
"Chinese","Somerset","22.2","9"
"Chinese","South Gloucestershire","60.0","5"
"Chinese","South Tyneside","~0","1"
"Chinese","Southampton","50.0","6"
"Chinese","Southend-on-Sea","69.2","13"
"Chinese","Southwark","46.7","30"
"Chinese","St. Helens","66.7","3"
"Chinese","Staffordshire","52.6","19"
"Chinese","Stockport","18.8","16"
"Chinese","Stockton-on-Tees","20.0","5"
"Chinese","Stoke-on-Trent","40.0","5"
"Chinese","Suffolk","33.3","6"
"Chinese","Sunderland","25.0","4"
"Chinese","Surrey","41.9","31"
"Chinese","Sutton","77.5","40"
"Chinese","Swindon","~0","2"
"Chinese","Tameside","28.6","7"
"Chinese","Telford and Wrekin","54.5","11"
"Chinese","Thurrock","50.0","12"
"Chinese","Torbay","71.4","7"
"Chinese","Tower Hamlets","25.0","4"
"Chinese","Trafford","70.7","41"
"Chinese","Wakefield","30.0","10"
"Chinese","Walsall","50.0","4"
"Chinese","Waltham Forest","53.8","13"
"Chinese","Wandsworth","71.4","7"
"Chinese","Warrington","40.0","10"
"Chinese","Warwickshire","44.4","18"
"Chinese","West Berkshire","66.7","3"
"Chinese","West Sussex","22.7","22"
"Chinese","Westminster","66.7","15"
"Chinese","Wigan","25.0","8"
"Chinese","Wiltshire","41.7","12"
"Chinese","Windsor and Maidenhead","60.0","5"
"Chinese","Wirral","43.8","16"
"Chinese","Wokingham","35.7","14"
"Chinese","Wolverhampton","28.6","7"
"Chinese","Worcestershire","46.2","13"
"Chinese","York","33.3","3"
"Mixed","All - England","18.9","24,531"
"Mixed","Barking and Dagenham","9.4","127"
"Mixed","Barnet","38.4","409"
"Mixed","Barnsley","22.9","35"
"Mixed","Bath and North East Somerset","20.2","94"
"Mixed","Bedford","8.6","152"
"Mixed","Bexley","20.1","194"
"Mixed","Birmingham","17.1","864"
"Mixed","Blackburn with Darwen","13.3","45"
"Mixed","Blackpool","~0","23"
"Mixed","Bolton","12.8","109"
"Mixed","Bournemouth","16.2","74"
"Mixed","Bracknell Forest","19.5","41"
"Mixed","Bradford","8.2","244"
"Mixed","Brent","24.2","178"
"Mixed","Brighton and Hove","19.9","191"
"Mixed","Bristol, City of","12.9","248"
"Mixed","Bromley","24.9","269"
"Mixed","Buckinghamshire","28.4","327"
"Mixed","Bury","12.4","97"
"Mixed","Calderdale","21.9","73"
"Mixed","Cambridgeshire","27.3","227"
"Mixed","Camden","18.8","181"
"Mixed","Central Bedfordshire","7.9","114"
"Mixed","Cheshire East","12.9","85"
"Mixed","Cheshire West and Chester","22.0","59"
"Mixed","City of London","N/A","0"
"Mixed","Cornwall","19.5","82"
"Mixed","County Durham","12.2","49"
"Mixed","Coventry","9.9","192"
"Mixed","Croydon","18.4","499"
"Mixed","Cumbria","22.0","59"
"Mixed","Darlington","18.8","32"
"Mixed","Derby","14.4","174"
"Mixed","Derbyshire","13.5","171"
"Mixed","Devon","11.0","109"
"Mixed","Doncaster","8.8","68"
"Mixed","Dorset","22.8","79"
"Mixed","Dudley","14.4","181"
"Mixed","Ealing","35.1","222"
"Mixed","East Riding of Yorkshire","17.2","58"
"Mixed","East Sussex","14.2","183"
"Mixed","Enfield","23.2","336"
"Mixed","Essex","15.9","546"
"Mixed","Gateshead","30.0","20"
"Mixed","Gloucestershire","23.4","231"
"Mixed","Greenwich","15.9","227"
"Mixed","Hackney","22.7","172"
"Mixed","Halton","29.0","31"
"Mixed","Hammersmith and Fulham","29.4","126"
"Mixed","Hampshire","23.5","323"
"Mixed","Haringey","23.9","222"
"Mixed","Harrow","26.9","167"
"Mixed","Hartlepool","17.6","17"
"Mixed","Havering","15.4","143"
"Mixed","Herefordshire, County of","16.2","37"
"Mixed","Hertfordshire","26.9","797"
"Mixed","Hillingdon","17.1","339"
"Mixed","Hounslow","21.5","237"
"Mixed","Isle of Wight","~0","15"
"Mixed","Isles of Scilly","~0","1"
"Mixed","Islington","17.7","181"
"Mixed","Kensington and Chelsea","14.3","119"
"Mixed","Kent","28.6","716"
"Mixed","Kingston upon Hull, City of","23.6","55"
"Mixed","Kingston upon Thames","29.1","134"
"Mixed","Kirklees","9.1","254"
"Mixed","Knowsley","~0","12"
"Mixed","Lambeth","15.1","258"
"Mixed","Lancashire","14.7","258"
"Mixed","Leeds","14.6","369"
"Mixed","Leicester","10.0","229"
"Mixed","Leicestershire","15.4","260"
"Mixed","Lewisham","17.8","297"
"Mixed","Lincolnshire","29.0","162"
"Mixed","Liverpool","15.8","228"
"Mixed","Luton","10.4","183"
"Mixed","Manchester","12.0","375"
"Mixed","Medway","20.6","136"
"Mixed","Merton","12.8","149"
"Mixed","Middlesbrough","11.4","44"
"Mixed","Milton Keynes","12.0","192"
"Mixed","Newcastle upon Tyne","31.2","77"
"Mixed","Newham","23.8","210"
"Mixed","Norfolk","16.0","181"
"Mixed","North East Lincolnshire","13.0","23"
"Mixed","North Lincolnshire","16.0","25"
"Mixed","North Somerset","16.7","54"
"Mixed","North Tyneside","40.0","30"
"Mixed","North Yorkshire","23.6","110"
"Mixed","Northamptonshire","13.2","333"
"Mixed","Northumberland","10.3","39"
"Mixed","Nottingham","8.3","240"
"Mixed","Nottinghamshire","13.4","277"
"Mixed","Oldham","8.4","107"
"Mixed","Oxfordshire","17.9","324"
"Mixed","Peterborough","13.8","130"
"Mixed","Plymouth","17.0","47"
"Mixed","Poole","26.4","53"
"Mixed","Portsmouth","9.8","61"
"Mixed","Reading","28.6","91"
"Mixed","Redbridge","21.2","231"
"Mixed","Redcar and Cleveland","31.3","16"
"Mixed","Richmond upon Thames","25.5","145"
"Mixed","Rochdale","6.8","74"
"Mixed","Rotherham","8.8","68"
"Mixed","Rutland","30.0","10"
"Mixed","Salford","14.1","99"
"Mixed","Sandwell","6.6","241"
"Mixed","Sefton","11.7","60"
"Mixed","Sheffield","10.9","294"
"Mixed","Shropshire","13.8","58"
"Mixed","Slough","29.3","133"
"Mixed","Solihull","8.7","218"
"Mixed","Somerset","20.2","84"
"Mixed","South Gloucestershire","19.2","99"
"Mixed","South Tyneside","20.0","25"
"Mixed","Southampton","17.5","103"
"Mixed","Southend-on-Sea","22.9","83"
"Mixed","Southwark","28.1","260"
"Mixed","St. Helens","20.7","29"
"Mixed","Staffordshire","7.4","229"
"Mixed","Stockport","22.2","108"
"Mixed","Stockton-on-Tees","22.0","41"
"Mixed","Stoke-on-Trent","10.0","80"
"Mixed","Suffolk","12.2","263"
"Mixed","Sunderland","15.2","33"
"Mixed","Surrey","24.0","495"
"Mixed","Sutton","41.6","238"
"Mixed","Swindon","8.7","92"
"Mixed","Tameside","12.5","88"
"Mixed","Telford and Wrekin","12.5","80"
"Mixed","Thurrock","12.9","70"
"Mixed","Torbay","36.4","33"
