"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls","6-7","69","%","39","27"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All","6-7","69","%","29","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys","6-7","67","%","15","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Girls","6-7","71","%","14","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","All","6-7","58","%","60","35"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys","6-7","59","%","32","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls","6-7","57","%","28","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All","6-7","71","%","38","27"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys","6-7","73","%","15","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls","6-7","70","%","23","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All","6-7","47","%","17","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys","6-7","38","%","8","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Girls","6-7","56","%","9","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All","6-7","63","%","72","45"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys","6-7","64","%","50","32"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls","6-7","59","%","22","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All","6-7","73","%","614","447"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys","6-7","73","%","299","219"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls","6-7","72","%","315","228"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","6-7","63","%","16","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","6-7","56","%","9","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","6-7","71","%","7","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All","6-7","47","%","32","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys","6-7","33","%","12","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Girls","6-7","55","%","20","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","All","6-7","74","%","235","175"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Boys","6-7","74","%","129","95"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Girls","6-7","75","%","106","80"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","All","6-7","78","%","143","111"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Boys","6-7","81","%","63","51"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Girls","6-7","75","%","80","60"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","All","6-7","62","%","53","33"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Boys","6-7","67","%","24","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Girls","6-7","59","%","29","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All","6-7","54","%","24","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Boys","6-7","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Girls","6-7","46","%","13","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","All","6-7","86","%","78","67"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Boys","6-7","88","%","43","38"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Girls","6-7","83","%","35","29"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","All","6-7","77","%","134","103"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Boys","6-7","78","%","77","60"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Girls","6-7","75","%","57","43"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","All","6-7","78","%","9","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Boys","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Girls","6-7","60","%","5","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All","6-7","74","%","152","113"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys","6-7","73","%","83","61"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls","6-7","75","%","69","52"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","All","6-7","77","%","81","62"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Boys","6-7","76","%","37","28"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Girls","6-7","77","%","44","34"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","All","6-7","73","%","197","143"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Boys","6-7","71","%","108","77"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Girls","6-7","74","%","89","66"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","All","6-7","75","%","119","89"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Boys","6-7","79","%","56","44"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Girls","6-7","71","%","63","45"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","All","6-7","44","%","9","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Boys","6-7","50","%","4","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Girls","6-7","40","%","5","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","All","6-7","69","%","35","24"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Boys","6-7","69","%","13","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Girls","6-7","68","%","22","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","All","6-7","50","%","10","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys","6-7","0","%","3","0"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls","6-7","71","%","7","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","All","6-7","68","%","160","109"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Boys","6-7","67","%","89","60"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Girls","6-7","69","%","71","49"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","All","6-7","75","%","328","247"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Boys","6-7","76","%","177","134"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Girls","6-7","75","%","151","113"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","All","6-7","78","%","357","277"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Boys","6-7","75","%","177","133"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Girls","6-7","80","%","180","144"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","All","6-7","50","%","2","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","N/A","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Boys","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Girls","6-7","50","%","2","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","N/A","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","All","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","N/A","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Boys","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","N/A","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Girls","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","All","6-7","69","%","109","75"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Boys","6-7","73","%","51","37"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Girls","6-7","66","%","58","38"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","All","6-7","78","%","146","114"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys","6-7","74","%","68","50"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Girls","6-7","82","%","78","64"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","All","6-7","75","%","175","131"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Boys","6-7","75","%","99","74"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Girls","6-7","75","%","76","57"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All","6-7","67","%","141","95"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Boys","6-7","62","%","73","45"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Girls","6-7","74","%","68","50"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","All","6-7","81","%","119","96"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Boys","6-7","81","%","63","51"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Girls","6-7","80","%","56","45"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","All","6-7","68","%","59","40"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","Boys","6-7","68","%","31","21"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","Girls","6-7","68","%","28","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","All","6-7","79","%","14","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Boys","6-7","100","%","7","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Girls","6-7","57","%","7","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","All","6-7","77","%","133","103"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Boys","6-7","70","%","71","50"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Girls","6-7","85","%","62","53"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","All","6-7","63","%","81","51"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Boys","6-7","63","%","40","25"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Girls","6-7","63","%","41","26"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","All","6-7","70","%","204","142"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","Boys","6-7","67","%","116","78"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","Girls","6-7","73","%","88","64"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","All","6-7","76","%","122","93"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","Boys","6-7","72","%","61","44"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","Girls","6-7","80","%","61","49"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","All","6-7","66","%","32","21"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","Boys","6-7","68","%","19","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","Girls","6-7","62","%","13","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","All","6-7","82","%","120","98"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Boys","6-7","78","%","55","43"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Girls","6-7","85","%","65","55"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","All","6-7","69","%","35","24"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","Boys","6-7","63","%","19","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","Girls","6-7","75","%","16","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","All","6-7","64","%","236","152"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","Boys","6-7","63","%","124","78"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","Girls","6-7","66","%","112","74"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","All","6-7","73","%","59","43"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Boys","6-7","74","%","27","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Girls","6-7","72","%","32","23"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","All","6-7","71","%","570","404"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","Boys","6-7","71","%","305","216"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","Girls","6-7","71","%","265","188"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","All","6-7","78","%","50","39"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Boys","6-7","71","%","24","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Girls","6-7","85","%","26","22"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","All","6-7","85","%","73","62"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Boys","6-7","86","%","42","36"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Girls","6-7","84","%","31","26"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","All","6-7","57","%","74","42"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Boys","6-7","60","%","30","18"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Girls","6-7","55","%","44","24"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","All","6-7","74","%","31","23"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Boys","6-7","71","%","17","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Girls","6-7","79","%","14","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","All","6-7","67","%","103","69"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Boys","6-7","67","%","42","28"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Girls","6-7","67","%","61","41"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","All","6-7","80","%","261","208"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Boys","6-7","81","%","136","110"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Girls","6-7","78","%","125","98"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","All","6-7","70","%","67","47"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Boys","6-7","67","%","30","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Girls","6-7","73","%","37","27"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","All","6-7","72","%","18","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","Boys","6-7","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","Girls","6-7","86","%","7","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","All","6-7","46","%","24","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","Boys","6-7","30","%","10","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","Girls","6-7","57","%","14","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","All","6-7","83","%","6","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","Boys","6-7","100","%","2","2"
