"Ethnicity","Geography","boys","Girls"
"Asian","Redbridge","84","90"
"Asian","Redcar and Cleveland","83","100"
"Asian","Richmond upon Thames","84","95"
"Asian","Rochdale","72","79"
"Asian","Rotherham","81","85"
"Asian","Rutland","100","67"
"Asian","Salford","79","86"
"Asian","Sandwell","77","84"
"Asian","Sefton","71","88"
"Asian","Sheffield","80","82"
"Asian","Shropshire","79","89"
"Asian","Slough","84","90"
"Asian","Solihull","79","90"
"Asian","Somerset","74","93"
"Asian","South Gloucestershire","91","93"
"Asian","South Tyneside","67","90"
"Asian","Southampton","77","90"
"Asian","Southend-on-Sea","86","78"
"Asian","Southwark","80","90"
"Asian","St. Helens","78","85"
"Asian","Staffordshire","77","88"
"Asian","Stockport","77","79"
"Asian","Stockton-on-Tees","87","89"
"Asian","Stoke-on-Trent","77","83"
"Asian","Suffolk","79","88"
"Asian","Sunderland","76","77"
"Asian","Surrey","82","85"
"Asian","Sutton","87","96"
"Asian","Swindon","78","89"
"Asian","Tameside","75","79"
"Asian","Telford and Wrekin","82","95"
"Asian","Thurrock","87","87"
"Asian","Torbay","86","100"
"Asian","Tower Hamlets","80","86"
"Asian","Trafford","85","87"
"Asian","Wakefield","76","86"
"Asian","Walsall","78","84"
"Asian","Waltham Forest","85","88"
"Asian","Wandsworth","80","89"
"Asian","Warrington","93","93"
"Asian","Warwickshire","84","90"
"Asian","West Berkshire","77","84"
"Asian","West Sussex","75","83"
"Asian","Westminster","78","83"
"Asian","Wigan","81","65"
"Asian","Wiltshire","88","81"
"Asian","Windsor and Maidenhead","90","82"
"Asian","Wirral","83","82"
"Asian","Wokingham","88","93"
"Asian","Wolverhampton","79","87"
"Asian","Worcestershire","79","83"
"Asian","York","79","88"
"Black","Barking and Dagenham","82","91"
"Black","Barnet","79","79"
"Black","Barnsley","64","90"
"Black","Bath and North East Somerset","50","67"
"Black","Bedford","82","82"
"Black","Bexley","85","91"
"Black","Birmingham","74","77"
"Black","Blackburn with Darwen","71","95"
"Black","Blackpool","100","67"
"Black","Bolton","55","77"
"Black","Bournemouth","91","100"
"Black","Bracknell Forest","83","89"
"Black","Bradford","58","75"
"Black","Brent","76","83"
"Black","Brighton and Hove","64","86"
"Black","Bristol, City of","68","73"
"Black","Bromley","79","82"
"Black","Buckinghamshire","79","88"
"Black","Bury","74","77"
"Black","Calderdale","80","82"
"Black","Cambridgeshire","67","85"
"Black","Camden","73","82"
"Black","Central Bedfordshire","71","94"
"Black","Cheshire East","80","100"
"Black","Cheshire West and Chester","73","67"
"Black","City of London","!","!"
"Black","Cornwall","N/A","0"
"Black","County Durham","47","100"
"Black","Coventry","74","82"
"Black","Croydon","80","86"
"Black","Cumbria","100","67"
"Black","Darlington","100","67"
"Black","Derby","82","85"
"Black","Derbyshire","67","82"
"Black","Devon","50","100"
"Black","Doncaster","63","89"
"Black","Dorset","50","0"
"Black","Dudley","77","79"
"Black","Ealing","74","82"
"Black","East Riding of Yorkshire","100","67"
"Black","East Sussex","74","86"
"Black","Enfield","74","84"
"Black","Essex","77","92"
"Black","Gateshead","50","87"
"Black","Gloucestershire","74","78"
"Black","Greenwich","82","92"
"Black","Hackney","78","88"
"Black","Halton","N/A","100"
"Black","Hammersmith and Fulham","84","81"
"Black","Hampshire","77","90"
"Black","Haringey","82","86"
"Black","Harrow","77","87"
"Black","Hartlepool","100","100"
"Black","Havering","78","91"
"Black","Herefordshire, County of","100","100"
"Black","Hertfordshire","79","84"
"Black","Hillingdon","81","83"
"Black","Hounslow","75","88"
"Black","Isle of Wight","100","N/A"
"Black","Isles of Scilly","!","!"
"Black","Islington","71","78"
"Black","Kensington and Chelsea","77","89"
"Black","Kent","87","92"
"Black","Kingston upon Hull, City of","79","68"
"Black","Kingston upon Thames","60","77"
"Black","Kirklees","79","64"
"Black","Knowsley","78","75"
"Black","Lambeth","79","89"
"Black","Lancashire","67","87"
"Black","Leeds","73","77"
"Black","Leicester","77","78"
"Black","Leicestershire","80","82"
"Black","Lewisham","76","82"
"Black","Lincolnshire","75","87"
"Black","Liverpool","76","83"
"Black","Luton","76","82"
"Black","Manchester","76","86"
"Black","Medway","88","88"
"Black","Merton","81","88"
"Black","Middlesbrough","71","90"
"Black","Milton Keynes","78","83"
"Black","Newcastle upon Tyne","71","83"
"Black","Newham","79","87"
"Black","Norfolk","72","87"
"Black","North East Lincolnshire","50","80"
"Black","North Lincolnshire","100","40"
"Black","North Somerset","83","57"
"Black","North Tyneside","75","67"
"Black","North Yorkshire","75","91"
"Black","Northamptonshire","73","83"
"Black","Northumberland","100","100"
"Black","Nottingham","73","83"
"Black","Nottinghamshire","77","85"
"Black","Oldham","70","74"
"Black","Oxfordshire","76","86"
"Black","Peterborough","84","78"
"Black","Plymouth","71","75"
"Black","Poole","67","80"
"Black","Portsmouth","88","88"
"Black","Reading","77","84"
"Black","Redbridge","78","82"
"Black","Redcar and Cleveland","67","100"
"Black","Richmond upon Thames","86","80"
"Black","Rochdale","78","77"
"Black","Rotherham","62","83"
"Black","Rutland","100","67"
"Black","Salford","75","79"
"Black","Sandwell","74","83"
"Black","Sefton","83","60"
"Black","Sheffield","71","84"
"Black","Shropshire","100","80"
"Black","Slough","71","90"
"Black","Solihull","79","72"
"Black","Somerset","67","100"
"Black","South Gloucestershire","83","87"
"Black","South Tyneside","67","67"
"Black","Southampton","79","86"
"Black","Southend-on-Sea","77","100"
"Black","Southwark","77","84"
"Black","St. Helens","80","50"
"Black","Staffordshire","69","84"
"Black","Stockport","71","91"
"Black","Stockton-on-Tees","88","92"
"Black","Stoke-on-Trent","76","80"
"Black","Suffolk","83","81"
"Black","Sunderland","100","92"
"Black","Surrey","72","88"
"Black","Sutton","81","94"
"Black","Swindon","84","100"
"Black","Tameside","77","81"
"Black","Telford and Wrekin","79","92"
"Black","Thurrock","85","87"
"Black","Torbay","N/A","100"
"Black","Tower Hamlets","77","90"
"Black","Trafford","91","85"
"Black","Wakefield","78","69"
"Black","Walsall","71","85"
"Black","Waltham Forest","75","88"
"Black","Wandsworth","78","85"
"Black","Warrington","75","100"
"Black","Warwickshire","78","83"
"Black","West Berkshire","91","82"
"Black","West Sussex","65","78"
"Black","Westminster","81","81"
"Black","Wigan","63","84"
"Black","Wiltshire","69","87"
"Black","Windsor and Maidenhead","83","100"
"Black","Wirral","89","100"
"Black","Wokingham","81","96"
"Black","Wolverhampton","80","84"
"Black","Worcestershire","90","100"
"Black","York","N/A","50"
"Chinese","Barking and Dagenham","67","100"
"Chinese","Barnet","94","97"
"Chinese","Barnsley","100","100"
"Chinese","Bath and North East Somerset","75","100"
"Chinese","Bedford","75","100"
"Chinese","Bexley","100","89"
"Chinese","Birmingham","83","88"
"Chinese","Blackburn with Darwen","100","88"
"Chinese","Blackpool","100","100"
"Chinese","Bolton","88","100"
"Chinese","Bournemouth","100","80"
"Chinese","Bracknell Forest","75","86"
"Chinese","Bradford","100","100"
"Chinese","Brent","100","50"
"Chinese","Brighton and Hove","80","89"
"Chinese","Bristol, City of","85","93"
"Chinese","Bromley","91","92"
"Chinese","Buckinghamshire","94","100"
"Chinese","Bury","56","100"
"Chinese","Calderdale","100","100"
"Chinese","Cambridgeshire","93","92"
"Chinese","Camden","82","89"
"Chinese","Central Bedfordshire","89","71"
"Chinese","Cheshire East","100","100"
"Chinese","Cheshire West and Chester","86","100"
"Chinese","City of London","!","!"
"Chinese","Cornwall","88","60"
"Chinese","County Durham","73","93"
"Chinese","Coventry","64","90"
"Chinese","Croydon","91","100"
"Chinese","Cumbria","86","100"
"Chinese","Darlington","100","100"
"Chinese","Derby","86","100"
"Chinese","Derbyshire","93","79"
"Chinese","Devon","80","100"
"Chinese","Doncaster","83","89"
"Chinese","Dorset","100","100"
"Chinese","Dudley","88","50"
"Chinese","Ealing","88","91"
"Chinese","East Riding of Yorkshire","100","100"
"Chinese","East Sussex","67","91"
"Chinese","Enfield","100","88"
"Chinese","Essex","78","96"
"Chinese","Gateshead","86","100"
"Chinese","Gloucestershire","100","100"
"Chinese","Greenwich","94","96"
"Chinese","Hackney","100","88"
"Chinese","Halton","N/A","N/A"
"Chinese","Hammersmith and Fulham","100","83"
"Chinese","Hampshire","92","96"
"Chinese","Haringey","78","100"
"Chinese","Harrow","80","100"
"Chinese","Hartlepool","50","100"
"Chinese","Havering","100","100"
"Chinese","Herefordshire, County of","100","N/A"
"Chinese","Hertfordshire","93","96"
"Chinese","Hillingdon","67","100"
"Chinese","Hounslow","100","100"
"Chinese","Isle of Wight","100","N/A"
"Chinese","Isles of Scilly","!","!"
"Chinese","Islington","100","100"
"Chinese","Kensington and Chelsea","60","N/A"
"Chinese","Kent","81","92"
"Chinese","Kingston upon Hull, City of","100","100"
"Chinese","Kingston upon Thames","86","100"
"Chinese","Kirklees","100","57"
"Chinese","Knowsley","100","100"
"Chinese","Lambeth","92","90"
"Chinese","Lancashire","84","86"
"Chinese","Leeds","96","83"
"Chinese","Leicester","73","88"
"Chinese","Leicestershire","81","93"
"Chinese","Lewisham","82","88"
"Chinese","Lincolnshire","60","100"
"Chinese","Liverpool","72","89"
"Chinese","Luton","67","75"
"Chinese","Manchester","89","84"
"Chinese","Medway","88","100"
"Chinese","Merton","85","75"
"Chinese","Middlesbrough","67","100"
"Chinese","Milton Keynes","100","75"
"Chinese","Newcastle upon Tyne","86","78"
"Chinese","Newham","78","82"
"Chinese","Norfolk","77","82"
"Chinese","North East Lincolnshire","100","100"
"Chinese","North Lincolnshire","100","75"
"Chinese","North Somerset","100","100"
"Chinese","North Tyneside","100","80"
"Chinese","North Yorkshire","67","80"
"Chinese","Northamptonshire","88","92"
"Chinese","Northumberland","100","75"
"Chinese","Nottingham","86","100"
"Chinese","Nottinghamshire","90","95"
"Chinese","Oldham","62","33"
"Chinese","Oxfordshire","87","92"
"Chinese","Peterborough","67","88"
"Chinese","Plymouth","73","100"
"Chinese","Poole","100","33"
"Chinese","Portsmouth","100","100"
"Chinese","Reading","83","86"
"Chinese","Redbridge","88","100"
"Chinese","Redcar and Cleveland","100","N/A"
"Chinese","Richmond upon Thames","80","100"
"Chinese","Rochdale","100","100"
"Chinese","Rotherham","88","80"
"Chinese","Rutland","N/A","N/A"
"Chinese","Salford","50","67"
"Chinese","Sandwell","75","82"
"Chinese","Sefton","100","100"
"Chinese","Sheffield","88","89"
"Chinese","Shropshire","100","50"
"Chinese","Slough","100","75"
"Chinese","Solihull","79","100"
"Chinese","Somerset","100","83"
"Chinese","South Gloucestershire","80","100"
"Chinese","South Tyneside","100","83"
"Chinese","Southampton","73","100"
"Chinese","Southend-on-Sea","100","100"
"Chinese","Southwark","89","100"
"Chinese","St. Helens","100","100"
"Chinese","Staffordshire","75","89"
"Chinese","Stockport","100","89"
"Chinese","Stockton-on-Tees","60","100"
"Chinese","Stoke-on-Trent","85","100"
"Chinese","Suffolk","100","100"
"Chinese","Sunderland","82","75"
"Chinese","Surrey","95","88"
"Chinese","Sutton","86","96"
"Chinese","Swindon","100","83"
"Chinese","Tameside","75","75"
"Chinese","Telford and Wrekin","100","100"
"Chinese","Thurrock","100","100"
"Chinese","Torbay","100","100"
"Chinese","Tower Hamlets","78","89"
"Chinese","Trafford","90","93"
"Chinese","Wakefield","92","86"
"Chinese","Walsall","67","91"
"Chinese","Waltham Forest","88","100"
"Chinese","Wandsworth","83","100"
"Chinese","Warrington","100","100"
"Chinese","Warwickshire","92","90"
"Chinese","West Berkshire","50","100"
"Chinese","West Sussex","90","100"
"Chinese","Westminster","83","83"
"Chinese","Wigan","73","100"
"Chinese","Wiltshire","71","100"
"Chinese","Windsor and Maidenhead","100","100"
"Chinese","Wirral","83","100"
"Chinese","Wokingham","100","100"
"Chinese","Wolverhampton","81","100"
"Chinese","Worcestershire","67","100"
"Chinese","York","80","50"
"Mixed","Barking and Dagenham","82","91"
"Mixed","Barnet","84","89"
"Mixed","Barnsley","80","76"
"Mixed","Bath and North East Somerset","87","86"
"Mixed","Bedford","79","79"
"Mixed","Bexley","86","88"
"Mixed","Birmingham","76","82"
"Mixed","Blackburn with Darwen","85","95"
"Mixed","Blackpool","87","90"
"Mixed","Bolton","86","86"
"Mixed","Bournemouth","88","92"
"Mixed","Bracknell Forest","85","92"
"Mixed","Bradford","80","78"
"Mixed","Brent","83","89"
"Mixed","Brighton and Hove","86","88"
"Mixed","Bristol, City of","78","84"
"Mixed","Bromley","85","89"
"Mixed","Buckinghamshire","84","92"
"Mixed","Bury","78","83"
"Mixed","Calderdale","75","75"
"Mixed","Cambridgeshire","79","87"
"Mixed","Camden","86","86"
"Mixed","Central Bedfordshire","82","84"
"Mixed","Cheshire East","86","83"
"Mixed","Cheshire West and Chester","81","89"
"Mixed","City of London","!","!"
"Mixed","Cornwall","85","84"
"Mixed","County Durham","78","74"
"Mixed","Coventry","79","83"
"Mixed","Croydon","83","89"
"Mixed","Cumbria","84","90"
"Mixed","Darlington","69","94"
"Mixed","Derby","83","87"
"Mixed","Derbyshire","84","88"
"Mixed","Devon","87","87"
"Mixed","Doncaster","76","87"
"Mixed","Dorset","92","92"
"Mixed","Dudley","76","87"
"Mixed","Ealing","82","87"
"Mixed","East Riding of Yorkshire","86","91"
"Mixed","East Sussex","80","90"
"Mixed","Enfield","81","86"
"Mixed","Essex","84","86"
"Mixed","Gateshead","82","89"
"Mixed","Gloucestershire","85","88"
"Mixed","Greenwich","81","92"
"Mixed","Hackney","84","89"
"Mixed","Halton","78","87"
"Mixed","Hammersmith and Fulham","89","86"
"Mixed","Hampshire","86","90"
"Mixed","Haringey","89","90"
"Mixed","Harrow","86","90"
"Mixed","Hartlepool","50","85"
"Mixed","Havering","80","93"
"Mixed","Herefordshire, County of","83","88"
"Mixed","Hertfordshire","82","87"
"Mixed","Hillingdon","84","86"
"Mixed","Hounslow","89","92"
"Mixed","Isle of Wight","87","79"
"Mixed","Isles of Scilly","!","!"
"Mixed","Islington","78","82"
"Mixed","Kensington and Chelsea","86","90"
"Mixed","Kent","85","91"
"Mixed","Kingston upon Hull, City of","78","85"
"Mixed","Kingston upon Thames","86","90"
"Mixed","Kirklees","75","81"
"Mixed","Knowsley","71","84"
"Mixed","Lambeth","86","83"
"Mixed","Lancashire","79","88"
"Mixed","Leeds","74","79"
"Mixed","Leicester","78","83"
"Mixed","Leicestershire","82","84"
"Mixed","Lewisham","83","85"
"Mixed","Lincolnshire","79","82"
"Mixed","Liverpool","72","81"
"Mixed","Luton","75","85"
"Mixed","Manchester","78","86"
"Mixed","Medway","78","89"
"Mixed","Merton","82","87"
"Mixed","Middlesbrough","78","84"
"Mixed","Milton Keynes","78","92"
"Mixed","Newcastle upon Tyne","81","83"
"Mixed","Newham","82","89"
"Mixed","Norfolk","82","82"
"Mixed","North East Lincolnshire","82","81"
"Mixed","North Lincolnshire","89","95"
"Mixed","North Somerset","85","87"
"Mixed","North Tyneside","76","92"
"Mixed","North Yorkshire","85","87"
"Mixed","Northamptonshire","80","84"
"Mixed","Northumberland","89","94"
"Mixed","Nottingham","74","80"
"Mixed","Nottinghamshire","81","85"
"Mixed","Oldham","75","85"
"Mixed","Oxfordshire","86","88"
"Mixed","Peterborough","70","84"
"Mixed","Plymouth","80","84"
"Mixed","Poole","80","82"
"Mixed","Portsmouth","84","83"
"Mixed","Reading","82","81"
"Mixed","Redbridge","79","85"
"Mixed","Redcar and Cleveland","83","76"
"Mixed","Richmond upon Thames","91","92"
"Mixed","Rochdale","74","81"
"Mixed","Rotherham","77","90"
"Mixed","Rutland","100","100"
"Mixed","Salford","74","89"
"Mixed","Sandwell","72","84"
"Mixed","Sefton","79","94"
"Mixed","Sheffield","75","84"
"Mixed","Shropshire","86","78"
"Mixed","Slough","82","85"
"Mixed","Solihull","84","91"
"Mixed","Somerset","85","91"
"Mixed","South Gloucestershire","83","91"
"Mixed","South Tyneside","71","77"
"Mixed","Southampton","81","88"
"Mixed","Southend-on-Sea","86","88"
"Mixed","Southwark","79","90"
"Mixed","St. Helens","75","88"
"Mixed","Staffordshire","80","89"
"Mixed","Stockport","84","85"
"Mixed","Stockton-on-Tees","84","89"
"Mixed","Stoke-on-Trent","77","84"
"Mixed","Suffolk","75","85"
"Mixed","Sunderland","69","88"
"Mixed","Surrey","85","90"
"Mixed","Sutton","84","88"
"Mixed","Swindon","81","86"
"Mixed","Tameside","84","87"
"Mixed","Telford and Wrekin","84","80"
"Mixed","Thurrock","74","88"
"Mixed","Torbay","78","91"
"Mixed","Tower Hamlets","77","84"
"Mixed","Trafford","79","87"
"Mixed","Wakefield","79","73"
"Mixed","Walsall","76","81"
"Mixed","Waltham Forest","87","86"
"Mixed","Wandsworth","83","87"
"Mixed","Warrington","76","79"
"Mixed","Warwickshire","81","91"
"Mixed","West Berkshire","89","89"
"Mixed","West Sussex","80","86"
"Mixed","Westminster","85","89"
"Mixed","Wigan","88","87"
"Mixed","Wiltshire","83","78"
"Mixed","Windsor and Maidenhead","91","96"
"Mixed","Wirral","81","85"
"Mixed","Wokingham","86","88"
"Mixed","Wolverhampton","76","78"
"Mixed","Worcestershire","82","90"
"Mixed","York","81","79"
"White","Barking and Dagenham","74","82"
"White","Barnet","84","87"
"White","Barnsley","76","83"
"White","Bath and North East Somerset","87","90"
"White","Bedford","76","82"
"White","Bexley","84","86"
"White","Birmingham","76","79"
"White","Blackburn with Darwen","82","84"
"White","Blackpool","78","81"
"White","Bolton","80","84"
"White","Bournemouth","82","88"
"White","Bracknell Forest","84","91"
"White","Bradford","76","80"
"White","Brent","79","85"
"White","Brighton and Hove","86","90"
"White","Bristol, City of","80","85"
"White","Bromley","86","88"
"White","Buckinghamshire","85","90"
"White","Bury","82","84"
"White","Calderdale","76","85"
"White","Cambridgeshire","81","85"
"White","Camden","86","87"
"White","Central Bedfordshire","84","89"
"White","Cheshire East","83","85"
"White","Cheshire West and Chester","80","85"
"White","City of London","!","!"
"White","Cornwall","80","85"
"White","County Durham","81","86"
"White","Coventry","78","83"
"White","Croydon","83","87"
"White","Cumbria","83","87"
"White","Darlington","81","86"
"White","Derby","77","83"
"White","Derbyshire","83","87"
"White","Devon","84","88"
"White","Doncaster","76","83"
"White","Dorset","84","86"
"White","Dudley","80","86"
"White","Ealing","83","87"
"White","East Riding of Yorkshire","85","89"
"White","East Sussex","82","88"
"White","Enfield","73","77"
"White","Essex","82","85"
"White","Gateshead","81","86"
"White","Gloucestershire","82","86"
"White","Greenwich","80","85"
"White","Hackney","83","89"
"White","Halton","75","80"
"White","Hammersmith and Fulham","86","91"
"White","Hampshire","86","90"
"White","Haringey","83","86"
"White","Harrow","82","85"
"White","Hartlepool","78","86"
"White","Havering","86","89"
"White","Herefordshire, County of","82","91"
"White","Hertfordshire","83","87"
"White","Hillingdon","78","87"
"White","Hounslow","83","88"
"White","Isle of Wight","75","80"
"White","Isles of Scilly","!","!"
"White","Islington","82","88"
"White","Kensington and Chelsea","87","90"
"White","Kent","84","89"
"White","Kingston upon Hull, City of","74","81"
"White","Kingston upon Thames","85","90"
"White","Kirklees","81","85"
"White","Knowsley","73","81"
"White","Lambeth","88","89"
"White","Lancashire","81","85"
"White","Leeds","78","81"
"White","Leicester","73","76"
"White","Leicestershire","83","85"
"White","Lewisham","85","89"
"White","Lincolnshire","79","83"
"White","Liverpool","75","80"
"White","Luton","74","80"
"White","Manchester","77","83"
"White","Medway","79","87"
"White","Merton","83","88"
"White","Middlesbrough","73","80"
"White","Milton Keynes","81","86"
"White","Newcastle upon Tyne","81","85"
"White","Newham","76","81"
"White","Norfolk","82","86"
"White","North East Lincolnshire","77","83"
"White","North Lincolnshire","77","86"
"White","North Somerset","86","90"
"White","North Tyneside","83","87"
"White","North Yorkshire","83","87"
"White","Northamptonshire","81","85"
"White","Northumberland","83","90"
"White","Nottingham","72","79"
"White","Nottinghamshire","81","87"
"White","Oldham","78","84"
"White","Oxfordshire","85","88"
"White","Peterborough","73","82"
"White","Plymouth","76","83"
"White","Poole","83","86"
"White","Portsmouth","80","88"
"White","Reading","79","83"
"White","Redbridge","79","81"
"White","Redcar and Cleveland","82","88"
