"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Fixed period exclusions","200809","Academic Year","White other","ONS 18+1","England","State-funded secondary","7.528419376","8318","110488"
"Fixed period exclusions","200809","Academic Year","White other","ONS 18+1","England","Total","3.985202623","9480","237880"
"Fixed period exclusions","200708","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","15.19841031","2524","16607"
"Fixed period exclusions","200708","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","1.182999373","8981","759172"
"Fixed period exclusions","200708","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","9.442183825","60587","641663"
"Fixed period exclusions","200708","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","5.086063486","72092","1417442"
"Fixed period exclusions","200708","Academic Year","Asian","ONS 5+1","England","Special","4.835237622","292","6039"
"Fixed period exclusions","200708","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.442681723","1278","288695"
"Fixed period exclusions","200708","Academic Year","Asian","ONS 5+1","England","State-funded secondary","5.524360033","13380","242200"
"Fixed period exclusions","200708","Academic Year","Asian","ONS 5+1","England","Total","2.78432731","14950","536934"
"Fixed period exclusions","200708","Academic Year","Asian other","ONS 18+1","England","Special","5.303030303","42","792"
"Fixed period exclusions","200708","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.274933885","105","38191"
"Fixed period exclusions","200708","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","4.353312303","1518","34870"
"Fixed period exclusions","200708","Academic Year","Asian other","ONS 18+1","England","Total","2.254478491","1665","73853"
"Fixed period exclusions","200708","Academic Year","Bangladeshi","ONS 18+1","England","Special","3.679369251","28","761"
"Fixed period exclusions","200708","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.433459925","218","50293"
"Fixed period exclusions","200708","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","6.698419691","2433","36322"
"Fixed period exclusions","200708","Academic Year","Bangladeshi","ONS 18+1","England","Total","3.06605933","2679","87376"
"Fixed period exclusions","200708","Academic Year","Black","ONS 5+1","England","Special","17.82964986","718","4027"
"Fixed period exclusions","200708","Academic Year","Black","ONS 5+1","England","State-funded primary","2.324040175","3612","155419"
"Fixed period exclusions","200708","Academic Year","Black","ONS 5+1","England","State-funded secondary","14.28678018","19148","134026"
"Fixed period exclusions","200708","Academic Year","Black","ONS 5+1","England","Total","8.00008178","23478","293472"
"Fixed period exclusions","200708","Academic Year","Black African","ONS 18+1","England","Special","9.143407122","190","2078"
"Fixed period exclusions","200708","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.621438781","1486","91647"
"Fixed period exclusions","200708","Academic Year","Black African","ONS 18+1","England","State-funded secondary","11.34525358","8458","74551"
"Fixed period exclusions","200708","Academic Year","Black African","ONS 18+1","England","Total","6.022249162","10134","168276"
"Fixed period exclusions","200708","Academic Year","Black Caribbean","ONS 18+1","England","Special","30.72334079","412","1341"
"Fixed period exclusions","200708","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.563507956","1655","46443"
"Fixed period exclusions","200708","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","18.21507114","8117","44562"
"Fixed period exclusions","200708","Academic Year","Black Caribbean","ONS 18+1","England","Total","11.02809001","10184","92346"
"Fixed period exclusions","200708","Academic Year","Black other","ONS 18+1","England","Special","19.07894737","116","608"
"Fixed period exclusions","200708","Academic Year","Black other","ONS 18+1","England","State-funded primary","2.717987189","471","17329"
"Fixed period exclusions","200708","Academic Year","Black other","ONS 18+1","England","State-funded secondary","17.25340307","2573","14913"
"Fixed period exclusions","200708","Academic Year","Black other","ONS 18+1","England","Total","9.619482496","3160","32850"
"Fixed period exclusions","200708","Academic Year","Chinese","ONS 5+1","England","Special","2.419354839","6","248"
"Fixed period exclusions","200708","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.045712196","5","10938"
"Fixed period exclusions","200708","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.652103679","225","13619"
"Fixed period exclusions","200708","Academic Year","Chinese","ONS 5+1","England","Total","0.951421084","236","24805"
"Fixed period exclusions","200708","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","36.14457831","60","166"
"Fixed period exclusions","200708","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.0625","234","5760"
"Fixed period exclusions","200708","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","45.96994536","1346","2928"
"Fixed period exclusions","200708","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","18.5227016","1640","8854"
"Fixed period exclusions","200708","Academic Year","Indian","ONS 18+1","England","Special","2.41509434","32","1325"
"Fixed period exclusions","200708","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.187555858","149","79443"
"Fixed period exclusions","200708","Academic Year","Indian","ONS 18+1","England","State-funded secondary","2.777398239","2236","80507"
"Fixed period exclusions","200708","Academic Year","Indian","ONS 18+1","England","Total","1.498682375","2417","161275"
"Fixed period exclusions","200708","Academic Year","Irish Traveller","ONS 18+1","England","Special","22.72727273","20","88"
"Fixed period exclusions","200708","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","7.94198895","230","2896"
"Fixed period exclusions","200708","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","39.58944282","405","1023"
"Fixed period exclusions","200708","Academic Year","Irish Traveller","ONS 18+1","England","Total","16.34639381","655","4007"
"Fixed period exclusions","200708","Academic Year","Mixed","ONS 5+1","England","Special","33.76097232","1000","2962"
"Fixed period exclusions","200708","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.818538576","2317","127410"
"Fixed period exclusions","200708","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","14.56369107","14520","99700"
"Fixed period exclusions","200708","Academic Year","Mixed","ONS 5+1","England","Total","7.752790431","17837","230072"
"Fixed period exclusions","200708","Academic Year","Mixed other","ONS 18+1","England","Special","20.69297401","215","1039"
"Fixed period exclusions","200708","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.474424157","667","45238"
"Fixed period exclusions","200708","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","12.01923077","4150","34528"
"Fixed period exclusions","200708","Academic Year","Mixed other","ONS 18+1","England","Total","6.227337417","5032","80805"
"Fixed period exclusions","200708","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","9.53307393","49","514"
"Fixed period exclusions","200708","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.676028983","181","26774"
"Fixed period exclusions","200708","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","8.173124322","1658","20286"
"Fixed period exclusions","200708","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.968554252","1888","47574"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","35.16129032","109","310"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.591361182","224","14076"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","13.75601762","1343","9763"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","6.940245973","1676","24149"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","57.05186533","627","1099"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.012922898","1245","41322"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","20.98055405","7369","35123"
"Fixed period exclusions","200708","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","11.91710513","9241","77544"
"Fixed period exclusions","200708","Academic Year","Other","ONS 5+1","England","Special","7.692307692","59","767"
"Fixed period exclusions","200708","Academic Year","Other","ONS 5+1","England","State-funded primary","0.531136396","225","42362"
"Fixed period exclusions","200708","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.582071063","2693","35518"
"Fixed period exclusions","200708","Academic Year","Other","ONS 5+1","England","Total","3.785268351","2977","78647"
"Fixed period exclusions","200708","Academic Year","Pakistani","ONS 18+1","England","Special","6.01075609","190","3161"
"Fixed period exclusions","200708","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.667395337","806","120768"
"Fixed period exclusions","200708","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","7.947978475","7193","90501"
"Fixed period exclusions","200708","Academic Year","Pakistani","ONS 18+1","England","Total","3.818961899","8189","214430"
"Fixed period exclusions","200708","Academic Year","Total","ONS 5+1","England","Special","18.03365459","16354","90686"
"Fixed period exclusions","200708","Academic Year","Total","ONS 5+1","England","State-funded primary","1.058428976","43294","4090402"
"Fixed period exclusions","200708","Academic Year","Total","ONS 5+1","England","State-funded secondary","9.839903478","324183","3294575"
"Fixed period exclusions","200708","Academic Year","Total","ONS 5+1","England","Total","5.134407477","383831","7475663"
"Fixed period exclusions","200708","Academic Year","Unclassified","ONS 18+1","England","Special","33.57664234","414","1233"
"Fixed period exclusions","200708","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","2.120948445","585","27582"
