"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Permanent exclusions","200708","Academic Year","White British","ONS 18+1","England","State-funded primary","0.029819068","738.5142569","2476651"
"Permanent exclusions","200708","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.200396709","5209.047927","2599368"
"Permanent exclusions","200708","Academic Year","White British","ONS 18+1","England","Total","0.118070749","6073.645517","5144073"
"Permanent exclusions","200708","Academic Year","White Irish","ONS 18+1","England","Special","0","0","285"
"Permanent exclusions","200708","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.061459629","6.916666667","11254"
"Permanent exclusions","200708","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.276124337","33.46626959","12120"
"Permanent exclusions","200708","Academic Year","White Irish","ONS 18+1","England","Total","0.170687418","40.38293626","23659"
"Permanent exclusions","200708","Academic Year","White other","ONS 18+1","England","Special","0.148148148","3","2025"
"Permanent exclusions","200708","Academic Year","White other","ONS 18+1","England","State-funded primary","0.008761979","10.02703385","114438"
"Permanent exclusions","200708","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.157589591","158.4232398","100529"
"Permanent exclusions","200708","Academic Year","White other","ONS 18+1","England","Total","0.079012256","171.4502736","216992"
"Permanent exclusions","200607","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","0.145183689","23","15842"
"Permanent exclusions","200607","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.019570619","141.645875","723768"
"Permanent exclusions","200607","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.271916317","1630.804518","599745"
"Permanent exclusions","200607","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.134053361","1795.450393","1339355"
"Permanent exclusions","200607","Academic Year","Asian","ONS 5+1","England","Special","0.02589332","1.5","5793"
"Permanent exclusions","200607","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.004373485","12.09850295","276633"
"Permanent exclusions","200607","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.140831655","327.0111025","232200"
"Permanent exclusions","200607","Academic Year","Asian","ONS 5+1","England","Total","0.066185853","340.6096054","514626"
"Permanent exclusions","200607","Academic Year","Asian other","ONS 18+1","England","Special","0","0","731"
"Permanent exclusions","200607","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0","0","34892"
"Permanent exclusions","200607","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.098973814","30.60864187","30926"
"Permanent exclusions","200607","Academic Year","Asian other","ONS 18+1","England","Total","0.045994142","30.60864187","66549"
"Permanent exclusions","200607","Academic Year","Bangladeshi","ONS 18+1","England","Special","0","0","711"
"Permanent exclusions","200607","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.007312477","3.523809524","48189"
"Permanent exclusions","200607","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.192549639","66.11191866","34335"
"Permanent exclusions","200607","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.083661595","69.63572819","83235"
"Permanent exclusions","200607","Academic Year","Black","ONS 5+1","England","Special","0.314465409","12","3816"
"Permanent exclusions","200607","Academic Year","Black","ONS 5+1","England","State-funded primary","0.040090152","61.00879202","152179"
"Permanent exclusions","200607","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.445830341","569.9807158","127847"
"Permanent exclusions","200607","Academic Year","Black","ONS 5+1","England","Total","0.226530784","642.9895078","283842"
"Permanent exclusions","200607","Academic Year","Black African","ONS 18+1","England","Special","0.102827763","2","1945"
"Permanent exclusions","200607","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.017952551","15.85748792","88330"
"Permanent exclusions","200607","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.272930987","187.0341467","68528"
"Permanent exclusions","200607","Academic Year","Black African","ONS 18+1","England","Total","0.129022521","204.8916346","158803"
"Permanent exclusions","200607","Academic Year","Black Caribbean","ONS 18+1","England","Special","0.616808019","8","1297"
"Permanent exclusions","200607","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","0.075694543","35.78535192","47276"
"Permanent exclusions","200607","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.70069435","313.4486106","44734"
"Permanent exclusions","200607","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.382858695","357.2339626","93307"
"Permanent exclusions","200607","Academic Year","Black other","ONS 18+1","England","Special","0.348432056","2","574"
"Permanent exclusions","200607","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.056513318","9.365952178","16573"
"Permanent exclusions","200607","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.476502972","69.49795848","14585"
"Permanent exclusions","200607","Academic Year","Black other","ONS 18+1","England","Total","0.254833955","80.86391066","31732"
"Permanent exclusions","200607","Academic Year","Chinese","ONS 5+1","England","Special","0","0","237"
"Permanent exclusions","200607","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0","0","11061"
"Permanent exclusions","200607","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.007877372","1.0625","13488"
"Permanent exclusions","200607","Academic Year","Chinese","ONS 5+1","England","Total","0.004286694","1.0625","24786"
"Permanent exclusions","200607","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","0.613496933","1","163"
"Permanent exclusions","200607","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","0.201318235","10.91346154","5421"
"Permanent exclusions","200607","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","1.196471269","32.57991266","2723"
"Permanent exclusions","200607","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.535613028","44.4933742","8307"
"Permanent exclusions","200607","Academic Year","Indian","ONS 18+1","England","Special","0.075700227","1","1321"
"Permanent exclusions","200607","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.001318966","1.038461538","78733"
"Permanent exclusions","200607","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.069275139","55.31204194","79844"
"Permanent exclusions","200607","Academic Year","Indian","ONS 18+1","England","Total","0.03586693","57.35050348","159898"
"Permanent exclusions","200607","Academic Year","Irish Traveller","ONS 18+1","England","Special","0","0","100"
"Permanent exclusions","200607","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","0.192179835","5.57129343","2899"
"Permanent exclusions","200607","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","0.782471302","8.474164198","1083"
"Permanent exclusions","200607","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.344082744","14.04545763","4082"
"Permanent exclusions","200607","Academic Year","Mixed","ONS 5+1","England","Special","0.229925716","6.5","2827"
"Permanent exclusions","200607","Academic Year","Mixed","ONS 5+1","England","State-funded primary","0.030978749","37.97189124","122574"
"Permanent exclusions","200607","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.495537818","461.9403542","93220"
"Permanent exclusions","200607","Academic Year","Mixed","ONS 5+1","England","Total","0.231639342","506.4122455","218621"
"Permanent exclusions","200607","Academic Year","Mixed other","ONS 18+1","England","Special","0.104058273","1","961"
"Permanent exclusions","200607","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","0.030268787","12.98349338","42894"
"Permanent exclusions","200607","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.38859728","124.5920598","32062"
"Permanent exclusions","200607","Academic Year","Mixed other","ONS 18+1","England","Total","0.182535602","138.5755532","75917"
"Permanent exclusions","200607","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","0","0","517"
"Permanent exclusions","200607","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.003918342","1","25521"
"Permanent exclusions","200607","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","0.25846456","48.3561345","18709"
"Permanent exclusions","200607","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","0.110300432","49.3561345","44747"
"Permanent exclusions","200607","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","0.380228137","1","263"
"Permanent exclusions","200607","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","0.048265034","6.441934046","13347"
"Permanent exclusions","200607","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","0.42315729","38.05453508","8993"
"Permanent exclusions","200607","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","0.201285091","45.49646913","22603"
"Permanent exclusions","200607","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","0.414364641","4.5","1086"
"Permanent exclusions","200607","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","0.042993394","17.54646382","40812"
"Permanent exclusions","200607","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.750052681","250.9376248","33456"
"Permanent exclusions","200607","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","0.362268876","272.9840886","75354"
"Permanent exclusions","200607","Academic Year","Other","ONS 5+1","England","Special","0","0","697"
"Permanent exclusions","200607","Academic Year","Other","ONS 5+1","England","State-funded primary","0.002489916","1","40162"
"Permanent exclusions","200607","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.146383527","48.21727001","32939"
"Permanent exclusions","200607","Academic Year","Other","ONS 5+1","England","Total","0.066691875","49.21727001","73798"
"Permanent exclusions","200607","Academic Year","Pakistani","ONS 18+1","England","Special","0.01650165","0.5","3030"
"Permanent exclusions","200607","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.006563576","7.536231884","114819"
"Permanent exclusions","200607","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.200905333","174.9785","87095"
"Permanent exclusions","200607","Academic Year","Pakistani","ONS 18+1","England","Total","0.089299873","183.0147319","204944"
"Permanent exclusions","200607","Academic Year","Total","ONS 5+1","England","Special","0.181021447","164","90597"
"Permanent exclusions","200607","Academic Year","Total","ONS 5+1","England","State-funded primary","0.023645326","972","4110749"
"Permanent exclusions","200607","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.226183116","7522","3325624"
"Permanent exclusions","200607","Academic Year","Total","ONS 5+1","England","Total","0.115026365","8658","7526970"
"Permanent exclusions","200607","Academic Year","Unclassified","ONS 18+1","England","Special","1.21045836","18.75","1549"
"Permanent exclusions","200607","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.192001698","68.98813008","35931"
"Permanent exclusions","200607","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.384513566","248.2458033","64561"
"Permanent exclusions","200607","Academic Year","Unclassified","ONS 18+1","England","Total","0.329263662","335.9839334","102041"
"Permanent exclusions","200607","Academic Year","White","ONS 5+1","England","Special","0.176453185","125.25","70982"
"Permanent exclusions","200607","Academic Year","White","ONS 5+1","England","State-funded primary","0.029175244","778.5110465","2668396"
"Permanent exclusions","200607","Academic Year","White","ONS 5+1","England","State-funded secondary","0.212453448","5865.542254","2760860"
"Permanent exclusions","200607","Academic Year","White","ONS 5+1","England","Total","0.123072916","6769.303301","5500238"
"Permanent exclusions","200607","Academic Year","White British","ONS 18+1","England","Special","0.178441103","122.25","68510"
"Permanent exclusions","200607","Academic Year","White British","ONS 18+1","England","State-funded primary","0.029402225","748.9443577","2547237"
"Permanent exclusions","200607","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.212076465","5642.949678","2660809"
"Permanent exclusions","200607","Academic Year","White British","ONS 18+1","England","Total","0.123454466","6514.144036","5276556"
"Permanent exclusions","200607","Academic Year","White Irish","ONS 18+1","England","Special","0","0","310"
"Permanent exclusions","200607","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.008497621","1","11768"
"Permanent exclusions","200607","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.260562379","31.95537011","12264"
"Permanent exclusions","200607","Academic Year","White Irish","ONS 18+1","England","Total","0.135384809","32.95537011","24342"
"Permanent exclusions","200607","Academic Year","White other","ONS 18+1","England","Special","0.105318589","2","1899"
"Permanent exclusions","200607","Academic Year","White other","ONS 18+1","England","State-funded primary","0.011953908","12.08193386","101071"
"Permanent exclusions","200607","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.178115441","149.5831287","83981"
"Permanent exclusions","200607","Academic Year","White other","ONS 18+1","England","Total","0.087544363","163.6650626","186951"
"Fixed period exclusions","201819","Academic Year","All Ethnic Minorities","ONS 18+1","England","special","7.768712309","2847","36647"
"Fixed period exclusions","201819","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.91685706","14519","1583562"
"Fixed period exclusions","201819","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","8.332693312","86796","1041632"
"Fixed period exclusions","201819","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","3.913156346","104162","2661841"
"Fixed period exclusions","201819","Academic Year","Asian","ONS 5+1","England","special","1.670992862","206","12328"
"Fixed period exclusions","201819","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.256545902","1353","527391"
"Fixed period exclusions","201819","Academic Year","Asian","ONS 5+1","England","State-funded secondary","4.533258389","17098","377168"
"Fixed period exclusions","201819","Academic Year","Asian","ONS 5+1","England","Total","2.034819994","18657","916887"
"Fixed period exclusions","201819","Academic Year","Asian other","ONS 18+1","England","special","1.256168686","28","2229"
"Fixed period exclusions","201819","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.220114369","194","88136"
"Fixed period exclusions","201819","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","3.302775535","2086","63159"
"Fixed period exclusions","201819","Academic Year","Asian other","ONS 18+1","England","Total","1.503348011","2308","153524"
"Fixed period exclusions","201819","Academic Year","Bangladeshi","ONS 18+1","England","special","1.885902876","40","2121"
"Fixed period exclusions","201819","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.195152268","157","80450"
"Fixed period exclusions","201819","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","4.273986743","2650","62003"
"Fixed period exclusions","201819","Academic Year","Bangladeshi","ONS 18+1","England","Total","1.969233749","2847","144574"
"Fixed period exclusions","201819","Academic Year","Black","ONS 5+1","England","special","9.946173648","850","8546"
"Fixed period exclusions","201819","Academic Year","Black","ONS 5+1","England","State-funded primary","1.449140949","3750","258774"
"Fixed period exclusions","201819","Academic Year","Black","ONS 5+1","England","State-funded secondary","10.70274637","21200","198080"
"Fixed period exclusions","201819","Academic Year","Black","ONS 5+1","England","Total","5.543618393","25800","465400"
"Fixed period exclusions","201819","Academic Year","Black African","ONS 18+1","England","special","4.145936982","225","5427"
"Fixed period exclusions","201819","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.055410456","1875","177656"
"Fixed period exclusions","201819","Academic Year","Black African","ONS 18+1","England","State-funded secondary","8.248318597","10915","132330"
"Fixed period exclusions","201819","Academic Year","Black African","ONS 18+1","England","Total","4.126335947","13015","315413"
"Fixed period exclusions","201819","Academic Year","Black Caribbean","ONS 18+1","England","special","27.70463652","484","1747"
"Fixed period exclusions","201819","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.052801579","1361","44582"
"Fixed period exclusions","201819","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","17.49693015","7267","41533"
"Fixed period exclusions","201819","Academic Year","Black Caribbean","ONS 18+1","England","Total","10.37080877","9112","87862"
"Fixed period exclusions","201819","Academic Year","Black other","ONS 18+1","England","special","10.27696793","141","1372"
"Fixed period exclusions","201819","Academic Year","Black other","ONS 18+1","England","State-funded primary","1.406831618","514","36536"
"Fixed period exclusions","201819","Academic Year","Black other","ONS 18+1","England","State-funded secondary","12.46231986","3018","24217"
"Fixed period exclusions","201819","Academic Year","Black other","ONS 18+1","England","Total","5.912273642","3673","62125"
"Fixed period exclusions","201819","Academic Year","Chinese","ONS 5+1","England","special","0","0","404"
"Fixed period exclusions","201819","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.153213098","35","22844"
"Fixed period exclusions","201819","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.276563791","170","13317"
"Fixed period exclusions","201819","Academic Year","Chinese","ONS 5+1","England","Total","0.560645426","205","36565"
"Fixed period exclusions","201819","Academic Year","Gypsy/Roma","ONS 18+1","England","special","15.13859275","71","469"
"Fixed period exclusions","201819","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.575339513","849","18556"
"Fixed period exclusions","201819","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","58.78889823","4893","8323"
"Fixed period exclusions","201819","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","21.25566769","5813","27348"
"Fixed period exclusions","201819","Academic Year","Indian","ONS 18+1","England","special","0.486725664","11","2260"
"Fixed period exclusions","201819","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.126720734","190","149936"
"Fixed period exclusions","201819","Academic Year","Indian","ONS 18+1","England","State-funded secondary","1.981682412","2062","104053"
"Fixed period exclusions","201819","Academic Year","Indian","ONS 18+1","England","Total","0.883125398","2263","256249"
"Fixed period exclusions","201819","Academic Year","Irish Traveller","ONS 18+1","England","special","38.06451613","59","155"
"Fixed period exclusions","201819","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","6.331921758","314","4959"
"Fixed period exclusions","201819","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","45.61983471","552","1210"
"Fixed period exclusions","201819","Academic Year","Irish Traveller","ONS 18+1","England","Total","14.62681847","925","6324"
"Fixed period exclusions","201819","Academic Year","Mixed","ONS 5+1","England","special","17.92351198","1331","7426"
"Fixed period exclusions","201819","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.819879143","5439","298866"
"Fixed period exclusions","201819","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","13.12273904","23978","182721"
"Fixed period exclusions","201819","Academic Year","Mixed","ONS 5+1","England","Total","6.287767401","30748","489013"
"Fixed period exclusions","201819","Academic Year","Mixed other","ONS 18+1","England","special","13.82602546","391","2828"
"Fixed period exclusions","201819","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.402573628","1563","111438"
"Fixed period exclusions","201819","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","10.30212829","6922","67190"
"Fixed period exclusions","201819","Academic Year","Mixed other","ONS 18+1","England","Total","4.891543956","8876","181456"
"Fixed period exclusions","201819","Academic Year","Mixed White/Asian","ONS 18+1","England","special","12.03007519","160","1330"
"Fixed period exclusions","201819","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.911356255","651","71432"
"Fixed period exclusions","201819","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","8.235240337","3603","43751"
"Fixed period exclusions","201819","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.78841846","4414","116513"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black African","ONS 18+1","England","special","12.0240481","120","998"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","2.172816979","905","41651"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","13.10143456","3096","23631"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","6.217561859","4121","66280"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","special","29.07488987","660","2270"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.120586455","2320","74345"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","21.51031174","10357","48149"
"Fixed period exclusions","201819","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","10.68978231","13337","124764"
"Fixed period exclusions","201819","Academic Year","Other","ONS 5+1","England","special","4.220009483","89","2109"
"Fixed period exclusions","201819","Academic Year","Other","ONS 5+1","England","State-funded primary","0.539636455","513","95064"
"Fixed period exclusions","201819","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.565988957","4741","62662"
"Fixed period exclusions","201819","Academic Year","Other","ONS 5+1","England","Total","3.342822285","5343","159835"
"Fixed period exclusions","201819","Academic Year","Pakistani","ONS 18+1","England","special","2.221056313","127","5718"
"Fixed period exclusions","201819","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.388760419","812","208869"
"Fixed period exclusions","201819","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","6.96167026","10300","147953"
"Fixed period exclusions","201819","Academic Year","Pakistani","ONS 18+1","England","Total","3.100071716","11239","362540"
"Fixed period exclusions","201819","Academic Year","Total","ONS 5+1","England","special","11.32104282","14087","124432"
"Fixed period exclusions","201819","Academic Year","Total","ONS 5+1","England","State-funded primary","1.406002722","66463","4727089"
"Fixed period exclusions","201819","Academic Year","Total","ONS 5+1","England","State-funded secondary","10.74874473","357715","3327970"
"Fixed period exclusions","201819","Academic Year","Total","ONS 5+1","England","Total","5.358096243","438265","8179491"
"Fixed period exclusions","201819","Academic Year","Unclassified","ONS 18+1","England","special","10.1924077","196","1923"
"Fixed period exclusions","201819","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.293801644","631","48771"
"Fixed period exclusions","201819","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","14.47699325","8347","57657"
"Fixed period exclusions","201819","Academic Year","Unclassified","ONS 18+1","England","Total","8.466926932","9174","108351"
"Fixed period exclusions","201819","Academic Year","White","ONS 5+1","England","special","12.44874367","11415","91696"
"Fixed period exclusions","201819","Academic Year","White","ONS 5+1","England","State-funded primary","1.575137561","54742","3475379"
"Fixed period exclusions","201819","Academic Year","White","ONS 5+1","England","State-funded secondary","11.58204949","282181","2436365"
"Fixed period exclusions","201819","Academic Year","White","ONS 5+1","England","Total","5.802306678","348338","6003440"
"Fixed period exclusions","201819","Academic Year","White British","ONS 18+1","England","special","12.86250029","11044","85862"
"Fixed period exclusions","201819","Academic Year","White British","ONS 18+1","England","State-funded primary","1.658062865","51313","3094756"
"Fixed period exclusions","201819","Academic Year","White British","ONS 18+1","England","State-funded secondary","11.78149767","262572","2228681"
"Fixed period exclusions","201819","Academic Year","White British","ONS 18+1","England","Total","6.006859669","324929","5409299"
"Fixed period exclusions","201819","Academic Year","White Irish","ONS 18+1","England","special","10.97560976","36","328"
"Fixed period exclusions","201819","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.461272067","173","11839"
"Fixed period exclusions","201819","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","8.657884689","907","10476"
"Fixed period exclusions","201819","Academic Year","White Irish","ONS 18+1","England","Total","4.928675529","1116","22643"
"Fixed period exclusions","201819","Academic Year","White other","ONS 18+1","England","special","4.19909873","205","4882"
"Fixed period exclusions","201819","Academic Year","White other","ONS 18+1","England","State-funded primary","0.606194011","2093","345269"
"Fixed period exclusions","201819","Academic Year","White other","ONS 18+1","England","State-funded secondary","7.063807113","13257","187675"
"Fixed period exclusions","201819","Academic Year","White other","ONS 18+1","England","Total","2.892199336","15555","537826"
"Fixed period exclusions","201718","Academic Year","All Ethnic Minorities","ONS 18+1","England","special","8.960615583","3051","34049"
"Fixed period exclusions","201718","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.939792593","14651","1558961"
"Fixed period exclusions","201718","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","7.79028436","76796","985792"
"Fixed period exclusions","201718","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","3.664414717","94498","2578802"
"Fixed period exclusions","201718","Academic Year","Asian","ONS 5+1","England","special","1.945257359","226","11618"
"Fixed period exclusions","201718","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.253448761","1323","521999"
"Fixed period exclusions","201718","Academic Year","Asian","ONS 5+1","England","State-funded secondary","3.943647888","14198","360022"
"Fixed period exclusions","201718","Academic Year","Asian","ONS 5+1","England","Total","1.762120946","15747","893639"
"Fixed period exclusions","201718","Academic Year","Asian other","ONS 18+1","England","special","2.318697583","47","2027"
"Fixed period exclusions","201718","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.256040967","224","87486"
"Fixed period exclusions","201718","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","3.162384618","1898","60018"
"Fixed period exclusions","201718","Academic Year","Asian other","ONS 18+1","England","Total","1.45053534","2169","149531"
"Fixed period exclusions","201718","Academic Year","Bangladeshi","ONS 18+1","England","special","3.940634596","77","1954"
"Fixed period exclusions","201718","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.244216894","197","80666"
"Fixed period exclusions","201718","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","4.165822699","2468","59244"
"Fixed period exclusions","201718","Academic Year","Bangladeshi","ONS 18+1","England","Total","1.932837083","2742","141864"
"Fixed period exclusions","201718","Academic Year","Black","ONS 5+1","England","special","10.90909091","876","8030"
"Fixed period exclusions","201718","Academic Year","Black","ONS 5+1","England","State-funded primary","1.570656619","4110","261674"
"Fixed period exclusions","201718","Academic Year","Black","ONS 5+1","England","State-funded secondary","10.83663322","20552","189653"
"Fixed period exclusions","201718","Academic Year","Black","ONS 5+1","England","Total","5.559510359","25538","459357"
"Fixed period exclusions","201718","Academic Year","Black African","ONS 18+1","England","special","4.680094787","237","5064"
"Fixed period exclusions","201718","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.119135996","2002","178888"
"Fixed period exclusions","201718","Academic Year","Black African","ONS 18+1","England","State-funded secondary","8.317892532","10325","124130"
"Fixed period exclusions","201718","Academic Year","Black African","ONS 18+1","England","Total","4.078135042","12564","308082"
"Fixed period exclusions","201718","Academic Year","Black Caribbean","ONS 18+1","England","special","25.82513028","446","1727"
"Fixed period exclusions","201718","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.279642926","1521","46377"
"Fixed period exclusions","201718","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","17.75140894","7465","42053"
"Fixed period exclusions","201718","Academic Year","Black Caribbean","ONS 18+1","England","Total","10.46175006","9432","90157"
"Fixed period exclusions","201718","Academic Year","Black other","ONS 18+1","England","special","15.57707829","193","1239"
"Fixed period exclusions","201718","Academic Year","Black other","ONS 18+1","England","State-funded primary","1.612238732","587","36409"
"Fixed period exclusions","201718","Academic Year","Black other","ONS 18+1","England","State-funded secondary","11.76821474","2762","23470"
"Fixed period exclusions","201718","Academic Year","Black other","ONS 18+1","England","Total","5.795346706","3542","61118"
"Fixed period exclusions","201718","Academic Year","Chinese","ONS 5+1","England","special","0.512820513","2","390"
"Fixed period exclusions","201718","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.106420717","24","22552"
"Fixed period exclusions","201718","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.198762568","155","12930"
"Fixed period exclusions","201718","Academic Year","Chinese","ONS 5+1","England","Total","0.504571811","181","35872"
"Fixed period exclusions","201718","Academic Year","Gypsy/Roma","ONS 18+1","England","special","19.43127962","82","422"
"Fixed period exclusions","201718","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.304912731","772","17933"
"Fixed period exclusions","201718","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","43.63251587","3505","8033"
"Fixed period exclusions","201718","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","16.51887221","4359","26388"
"Fixed period exclusions","201718","Academic Year","Indian","ONS 18+1","England","special","0.650860065","14","2151"
"Fixed period exclusions","201718","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.091710856","133","145021"
"Fixed period exclusions","201718","Academic Year","Indian","ONS 18+1","England","State-funded secondary","1.713435073","1692","98749"
"Fixed period exclusions","201718","Academic Year","Indian","ONS 18+1","England","Total","0.747801123","1839","245921"
"Fixed period exclusions","201718","Academic Year","Irish Traveller","ONS 18+1","England","special","59.71223022","83","139"
"Fixed period exclusions","201718","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","8.136539287","379","4658"
"Fixed period exclusions","201718","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","50.35273369","571","1134"
