"Ethnicity","Local authority","%"
"Other","North East Lincolnshire","56"
"Other","North Lincolnshire","33"
"Other","North Somerset","83"
"Other","North Tyneside","56"
"Other","North Yorkshire","55"
"Other","Northamptonshire","68"
"Other","Northumberland","70"
"Other","Nottingham","64"
"Other","Nottinghamshire","66"
"Other","Oldham","53"
"Other","Oxfordshire","66"
"Other","Peterborough","53"
"Other","Plymouth","61"
"Other","Portsmouth","56"
"Other","Reading","65"
"Other","Redbridge","67"
"Other","Redcar and Cleveland","22"
"Other","Richmond upon Thames","81"
"Other","Rochdale","61"
"Other","Rotherham","58"
"Other","Rutland","75"
"Other","Salford","67"
"Other","Sandwell","59"
"Other","Sefton","38"
"Other","Sheffield","65"
"Other","Shropshire","63"
"Other","Slough","74"
"Other","Solihull","78"
"Other","Somerset","54"
"Other","South Gloucestershire","65"
"Other","South Tyneside","90"
"Other","Southampton","70"
"Other","Southend-on-Sea","57"
"Other","Southwark","68"
"Other","St. Helens","20"
"Other","Staffordshire","61"
"Other","Stockport","66"
"Other","Stockton-on-Tees","57"
"Other","Stoke-on-Trent","55"
"Other","Suffolk","73"
"Other","Sunderland","60"
"Other","Surrey","74"
"Other","Sutton","70"
"Other","Swindon","80"
"Other","Tameside","66"
"Other","Telford and Wrekin","33"
"Other","Thurrock","84"
"Other","Torbay","80"
"Other","Tower Hamlets","61"
"Other","Trafford","69"
"Other","Wakefield","69"
"Other","Walsall","58"
"Other","Waltham Forest","79"
"Other","Wandsworth","67"
"Other","Warrington","75"
"Other","Warwickshire","68"
"Other","West Berkshire","77"
"Other","West Sussex","74"
"Other","Westminster","70"
"Other","Wigan","58"
"Other","Wiltshire","79"
"Other","Windsor and Maidenhead","73"
"Other","Wirral","70"
"Other","Wokingham","87"
"Other","Wolverhampton","63"
"Other","Worcestershire","70"
"Other","York","47"
