"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","40","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","21","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Occupational pension income","42","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Personal pension income","8","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Investment income","28","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Earnings income","21","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Other income","48","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","85","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","36","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","19","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Occupational pension income","31","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Personal pension income","9","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Investment income","32","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Earnings income","15","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Other income","41","%",""
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Personal pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Investment income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Earnings income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Other income","..","%","Value not available due to small sample size"
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Gross income","546","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Benefit income","233","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","186","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","22","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Occupational pension income","158","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Personal pension income","21","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Investment income","41","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Earnings income","88","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Gross income","553","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Benefit income","235","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Benefit Income of which State Pension","189","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Benefit Income of which Income-related benefits","21","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Occupational pension income","162","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Personal pension income","22","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Investment income","42","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Earnings income","88","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Gross income","554","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Benefit income","235","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","190","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","21","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Occupational pension income","163","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Personal pension income","22","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Investment income","42","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Earnings income","87","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Gross income","490","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Benefit income","209","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","149","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","37","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","16","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Occupational pension income","100","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Personal pension income","17","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Investment income","33","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Earnings income","127","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Other income ","5","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Gross income","497","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","160","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","39","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","16","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Occupational pension income","83","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Personal pension income","14","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Investment income","16","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Earnings income","162","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Other income ","3","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Gross income","380","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit income","213","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","139","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","51","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","16","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Occupational pension income","64","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Personal pension income","5","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Investment income","3","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Earnings income","90","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Gross income","397","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit income","202","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","134","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","40","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Occupational pension income","71","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Personal pension income","9","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Investment income","26","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Earnings income","82","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Other income ","6","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Gross income","584","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Benefit income","216","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","144","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","45","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Occupational pension income","131","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Personal pension income","7","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Investment income","69","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Earnings income","158","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Other income ","3","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Mean","457","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Mean","462","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Mean","463","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Mean","413","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Mean","422","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Mean","331","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Mean","336","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Mean","486","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Median","355","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Median","360","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Median","361","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Median","328","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Median","314","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Median","283","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Median","265","£",""
"Net income BHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Median","305","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Mean","422","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Mean","428","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Mean","429","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Mean","363","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Mean","367","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Mean","266","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Mean","299","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Mean","430","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Median","317","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Median","323","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Median","325","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Median","259","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Median","290","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Median","222","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Median","224","£",""
"Net income AHC, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Median","218","£",""
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Count"," 8,700,000 ","",""
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","Count"," 8,300,000 ","",""
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","Count"," 8,100,000 ","",""
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","Count"," 200,000 ","",""
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Count"," 100,000 ","",""
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Count"," 200,000 ","",""
"Total Population Figures","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","All","ONS 5+2","Count"," 20,492 ","",""
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","White","ONS 5+2","Count"," 19,762 ","",""
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","White British","ONS 5+2","Count"," 19,357 ","",""
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","White Other","ONS 5+2","Count"," 405 ","",""
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","Mixed","ONS 5+2","Count"," 58 ","",""
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","Black","ONS 5+2","Count"," 217 ","",""
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","Asian","ONS 5+2","Count"," 386 ","",""
"Sample Sizes","2015/16; 2016/17; 2017/18","3-Year sum","Other","ONS 5+2","Count"," 69 ","",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","24","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Occupational pension income","60","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Investment income","61","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Earnings income","16","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Other income","47","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Benefit Income of which State Pension","98","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Benefit Income of which Income-related benefits","23","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Occupational pension income","61","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Investment income","62","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Earnings income","16","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White","ONS 5+2","Other income","48","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","98","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","23","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Occupational pension income","62","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Investment income","63","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Earnings income","16","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White British","ONS 5+2","Other income","48","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","88","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","31","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Occupational pension income","42","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Personal pension income","13","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Investment income","49","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Earnings income","20","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","White Other","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Personal pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Investment income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Earnings income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Mixed","ONS 5+2","Other income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","94","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","42","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Occupational pension income","41","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Personal pension income","8","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Investment income","26","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Earnings income","23","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Other income","49","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","86","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","35","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Occupational pension income","30","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Personal pension income","8","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Investment income","34","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Earnings income","17","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Other income","41","%",""
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Other","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2016/17; 2017/18; 2018/19","3-Year average","Other","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
