"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Denominator","Numerator"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Staffordshire","Local authority","E10000028","Girls","52.1","4198","218827.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","Boys","48","4194","201312.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","North West","Region","E12000002","Boys","49","4119","201703.4"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Boys","46.6","4118","191990.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Inner London","Region","E12000007","Boys","45.3","4102","185928"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bury","Local authority","E08000002","All","49.5","322","15949.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bury","Local authority","E08000002","All","42.7","66","2818"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Inner London","Region","E12000007","Girls","52.2","4056","211690"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","London","Region","E12000007","Girls","55.6","4055","225653.41"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","London","Region","E12000007","Boys","50.4","4033","203407.26"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Bury","Local authority","E08000002","All","53.4","8","427"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Inner London","Region","E12000007","Boys","51.3","3991","204739.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bury","Local authority","E08000002","All","47.2","107","5050.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Leeds","Local authority","E08000035","Girls","50.3","3964","199485.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Bury","Local authority","E08000002","All","48.1","1629","78329.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Northamptonshire","Local authority","E10000021","Boys","45.8","3931","180116.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Inner London","Region","E12000007","Girls","56.5","3921","221619.53"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","North West","Region","E12000002","Girls","55","3915","215130.17"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","Girls","53.2","3900","207643.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","All","52.3","2634","137740"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Boys","47.6","3894","185408.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","West Sussex","Local authority","E10000032","Girls","53","3878","205682.13"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Girls","51.9","3856","200160.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Leicestershire","Local authority","E10000018","Boys","48","3844","184640.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Northamptonshire","Local authority","E10000021","Girls","51.2","3842","196547.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Staffordshire","Local authority","E10000028","Girls","52","3837","199684.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Girls","53","3816","202318.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","All","54","455","24569.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","All","55.9","23","1286.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Boys","46.4","3794","176152"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","West Sussex","Local authority","E10000032","Boys","47.5","3793","180074.88"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","All","72.1","4","288.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","Boys","45.3","3772","171020.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","All","51.8","114","5910.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","All","51.8","2010","104207.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","All","51.3","5826","298863.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","All","58.1","190","11044.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","Boys","47.7","3747","178760"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","All","50.1","87","4362"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Boys","46.9","3697","173500.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","Girls","51.7","3641","188068.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Yorkshire and The Humber","Region","E12000003","Boys","46.5","3639","169347.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Girls","52.9","3585","189812.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Girls","51.7","3574","184744.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","All","75.9","29","2201.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Leicestershire","Local authority","E10000018","Girls","52.3","3569","186820.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Boys","47.1","3565","167834.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Devon","Local authority","E10000008","Boys","47.3","3563","168497.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","All","54.7","287","15703.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","All","50.7","5072","257150"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","All","52.2","1573","82082.14"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","All","49","304","14893.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Girls","52.6","3525","185517.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","All","47.8","353","16886"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Boys","46.8","3498","163837.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","Girls","53","3489","185034"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","All","56.2","4","224.88"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","All","53.9","181","9762"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Yorkshire and The Humber","Region","E12000003","Girls","51.8","3471","179769.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","All","56.6","567","32071.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Girls","52.9","3421","180862.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","All","48.3","2732","131847.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","All","53.2","61","3246"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","Boys","45.4","3408","154745"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","West Sussex","Local authority","E10000032","Girls","52.9","3401","179894.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","All","47.9","64","3063"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","All","60.4","9","543.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","All","50.4","140","7056.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","All","48","2370","113699"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Devon","Local authority","E10000008","Girls","53.4","3332","177900.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Devon","Local authority","E10000008","Boys","47.3","3327","157236.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","All","51.5","3803","195687.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","All","56","68","3807"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","South East","Region","E12000008","Boys","55.8","3297","184096.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","All","43.2","16","690.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","Boys","47.4","3286","155914.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Leicestershire","Local authority","E10000018","Boys","47.2","3272","154291"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Suffolk","Local authority","E10000029","Girls","51.6","3266","168450.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Northamptonshire","Local authority","E10000021","Boys","45.4","3251","147463.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Gloucestershire","Local authority","E10000013","Boys","50.3","3231","162656.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","All","62.7","14","878"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","All","51.5","105","5405.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Bradford","Local authority","E08000032","Boys","42.8","3204","137047.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","All","51.4","3541","182130.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Bradford","Local authority","E08000032","Girls","48.6","3187","154900.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Northamptonshire","Local authority","E10000021","Girls","50.9","3172","161342"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","North Yorkshire","Local authority","E10000023","Boys","48.8","3159","154269.38"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","All","50.6","3551","179507.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","All","54.9","47","2578.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","South East","Region","E12000008","Girls","61.1","3143","192099.91"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","All","47.8","12","573"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","All","67.2","13","873.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","All","51.9","72","3739"
