"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Solihull","Local authority","E08000029","Girls","57","162","9232.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Hammersmith and Fulham","Local authority","E09000013","Girls","53.7","161","8641.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Northumberland","Local authority","E06000057","All","49.5","3017","149466.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Nottingham","Local authority","E06000018","All","45.3","2896","131232.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Milton Keynes","Local authority","E06000042","Girls","56.6","161","9106.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Nottingham","Local authority","E06000018","All","50.5","520","26245.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Nottingham","Local authority","E06000018","All","47.3","358","16931.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Enfield","Local authority","E09000010","Boys","60","160","9596.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","Girls","51.1","160","8170"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","Boys","60.8","160","9726.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Warwickshire","Local authority","E10000031","Girls","67.7","160","10835.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Leicestershire","Local authority","E10000018","Boys","47.7","159","7589"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Hackney","Local authority","E09000012","Girls","58.5","159","9305"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Hampshire","Local authority","E10000014","Girls","59.3","159","9424.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Nottingham","Local authority","E06000018","All","69.4","7","485.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","West Sussex","Local authority","E10000032","Girls","58.4","159","9290.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Leicestershire","Local authority","E10000018","Girls","52.8","158","8349"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Southwark","Local authority","E09000028","Boys","54.1","158","8555.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bromley","Local authority","E09000006","Boys","47.1","158","7446"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Warwickshire","Local authority","E10000031","Boys","59.5","158","9393.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Wolverhampton","Local authority","E08000031","Girls","49.7","158","7845.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Lewisham","Local authority","E09000023","Girls","55.1","157","8655"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","Girls","48.6","157","7627.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bury","Local authority","E08000002","Girls","52.6","157","8257.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Nottingham","Local authority","E06000018","All","43.2","347","14996.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Lewisham","Local authority","E09000023","Boys","46.8","156","7303.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","North West","Region","E12000002","Girls","67.8","156","10582.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Enfield","Local authority","E09000010","Girls","63.9","156","9962.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Wolverhampton","Local authority","E08000031","Boys","43.1","156","6716.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Merton","Local authority","E09000024","Boys","54.6","155","8460.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","South East","Region","E12000008","Girls","69.7","155","10800.88"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","Girls","52.3","154","8049.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Hammersmith and Fulham","Local authority","E09000013","Boys","46.3","154","7130.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Lancashire","Local authority","E10000017","Boys","45.3","154","6979.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Nottingham","Local authority","E06000018","All","43.5","1521","66115.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","All","50.5","8094","408955.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Kensington and Chelsea","Local authority","E09000020","Girls","57.8","153","8848"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","Girls","53.1","153","8116.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Westminster","Local authority","E09000033","Boys","53.6","153","8197.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Dudley","Local authority","E08000027","Boys","44.5","153","6814.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","All","60.2","211","12708"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","Boys","45.6","150","6843.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Tower Hamlets","Local authority","E09000030","Boys","37.4","150","5606"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","North West","Region","E12000002","Boys","64.8","150","9722.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sandwell","Local authority","E08000028","Boys","41.9","150","6288"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","Girls","62.9","149","9376"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","Girls","56.2","149","8374.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","Girls","62.1","148","9185.51"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bradford","Local authority","E08000032","Girls","47.2","148","6985"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Luton","Local authority","E06000032","Girls","51","147","7500.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Liverpool","Local authority","E08000012","Girls","51.5","147","7567.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bristol, City of","Local authority","E06000023","Girls","54.2","147","7965"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","All","50.3","119","5985.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","All","72.2","14","1011"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Merton","Local authority","E09000024","Boys","44.9","146","6548.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","All","51","340","17327.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Staffordshire","Local authority","E10000028","Girls","53.4","146","7797"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Haringey","Local authority","E09000014","Boys","50.2","145","7284.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","All","50.3","7236","363794"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","Girls","60.7","144","8743.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","Girls","68","144","9795.63"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Kirklees","Local authority","E08000034","Boys","43.8","144","6311.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Oldham","Local authority","E08000004","All","44.8","3128","140184"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bedford","Local authority","E06000055","Boys","46.6","143","6662.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bedford","Local authority","E06000055","Girls","51.4","143","7348"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","Boys","48.7","143","6959.76"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Warwickshire","Local authority","E10000031","Boys","51","143","7299"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Sheffield","Local authority","E08000019","Boys","40.9","143","5852.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","Boys","42.8","142","6073"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bexley","Local authority","E09000004","Girls","66.6","142","9459"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","Girls","58.1","142","8247"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Oldham","Local authority","E08000004","All","44.7","992","44330.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Oldham","Local authority","E08000004","All","41.2","96","3955"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Oldham","Local authority","E08000004","All","35.3","4","141"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bristol, City of","Local authority","E06000023","Boys","45.7","141","6446.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Kirklees","Local authority","E08000034","Girls","49","141","6914.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Oldham","Local authority","E08000004","All","42.9","118","5060.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Oldham","Local authority","E08000004","All","45.6","1825","83168.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sandwell","Local authority","E08000028","Girls","49.8","140","6969.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Sheffield","Local authority","E08000019","Girls","49.8","140","6965.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bristol, City of","Local authority","E06000023","Girls","50.6","139","7031.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Wolverhampton","Local authority","E08000031","Boys","38.5","139","5353.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Haringey","Local authority","E09000014","Girls","53.1","138","7330.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Outer London","Region","E12000007","All","53.6","54997","2948235.94"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Outer London","Region","E12000007","All","59.2","11723","693496.64"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Gloucestershire","Local authority","E10000013","Boys","52.4","138","7231.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Outer London","Region","E12000007","All","50","9689","484148.88"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Lambeth","Local authority","E09000022","Girls","54.2","137","7431"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Outer London","Region","E12000007","All","71","345","24492.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Outer London","Region","E12000007","All","53.1","5161","273830.54"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Lambeth","Local authority","E09000022","Boys","45.6","136","6199.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North East","Region","E12000001","Boys","45.5","136","6182.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Outer London","Region","E12000007","All","52.5","23907","1255353.72"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","Girls","53.5","136","7275"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Greenwich","Local authority","E09000011","Girls","51","136","6929.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","Boys","43.5","136","5920.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","All","50.2","6316","317242.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","Girls","51.6","135","6963.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","All","50.7","340","17221.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bromley","Local authority","E09000006","Girls","69.9","133","9300.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bradford","Local authority","E08000032","Boys","37.6","133","4996.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","All","46.7","157","7332.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","All","60.8","16","973.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hounslow","Local authority","E09000018","Girls","54.5","132","7196"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","Boys","42.8","132","5645.88"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","All","48.3","382","18451.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Leicester","Local authority","E06000016","Boys","40.2","131","5271.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","All","50.7","5212","264311.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Liverpool","Local authority","E08000012","Boys","45.9","130","5960.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hounslow","Local authority","E09000018","Boys","50.7","130","6588.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Merton","Local authority","E09000024","Girls","50.2","130","6531.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","South East","Region","E12000008","Boys","66.7","130","8676.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Staffordshire","Local authority","E10000028","Girls","51.2","130","6657.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","Boys","58.9","129","7602.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","All","46.3","2549","117912.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","All","47.5","443","21036.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","Boys","47.5","128","6079.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","All","46.7","83","3872"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","All","69.6","9","626.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Gloucestershire","Local authority","E10000013","Girls","56.6","127","7188.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Newham","Local authority","E09000025","Boys","50.6","126","6376.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Newcastle upon Tyne","Local authority","E08000021","Girls","52.5","126","6608.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Leicester","Local authority","E06000016","Girls","47.8","125","5981"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","East of England","Region","E12000006","Girls","72.1","125","9010"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","All","45.1","153","6893.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Hackney","Local authority","E09000012","Boys","52.5","124","6514.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bexley","Local authority","E09000004","Boys","64.1","124","7953.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","All","46.1","1801","82983"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Rotherham","Local authority","E08000018","Girls","53.8","124","6670.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Staffordshire","Local authority","E10000028","Boys","45.5","123","5591.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Sutton","Local authority","E09000029","Boys","54.3","122","6623.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","All","48.5","2623","127092"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","All","61.8","24","1482.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Westminster","Local authority","E09000033","Boys","55.8","121","6748"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","All","43.1","23","992.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bromley","Local authority","E09000006","Boys","67.7","121","8197.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","All","56.2","11","618"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Merton","Local authority","E09000024","Girls","57.9","120","6943.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","East Sussex","Local authority","E10000011","Boys","45.2","120","5425.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","All","50.6","72","3640.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","All","48.4","2425","117276"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","Girls","55.9","119","6653"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Milton Keynes","Local authority","E06000042","Boys","41.2","119","4904.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Portsmouth","Local authority","E06000044","All","45.7","1839","84054.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Portsmouth","Local authority","E06000044","All","57.3","109","6249.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Stockport","Local authority","E08000007","Boys","52.1","118","6143"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Portsmouth","Local authority","E06000044","All","46.6","48","2236"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","Girls","51.7","118","6101.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Boys","46.1","117","5390.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Brent","Local authority","E09000005","Boys","49","117","5738"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Southampton","Local authority","E06000045","Boys","49.1","117","5747.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Portsmouth","Local authority","E06000044","All","59.6","7","417"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Newham","Local authority","E09000025","Girls","52.2","116","6056.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North East","Region","E12000001","Girls","51.4","116","5962.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Surrey","Local authority","E10000030","Boys","50.3","116","5830"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","Boys","58.4","115","6716.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Camden","Local authority","E09000007","Girls","57.6","115","6622"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Barking and Dagenham","Local authority","E09000002","Girls","46.8","115","5380.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Portsmouth","Local authority","E06000044","All","49.6","78","3866.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","Boys","45.2","115","5201.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Solihull","Local authority","E08000029","Girls","48.6","115","5592.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Portsmouth","Local authority","E06000044","All","44.6","1536","68559.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","All","54","1360","73381.77"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Islington","Local authority","E09000019","Boys","50.5","114","5755"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Westminster","Local authority","E09000033","Girls","61.6","114","7019.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Girls","62.5","114","7125.9"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","All","64.2","304","19521.64"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Southend-on-Sea","Local authority","E06000033","Girls","67.3","113","7610.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","All","46.9","120","5631.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Brighton and Hove","Local authority","E06000043","Boys","50.4","113","5694"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","East Sussex","Local authority","E10000011","Girls","54.6","112","6113"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Southampton","Local authority","E06000045","Girls","54.5","112","6104.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","All","71.3","9","641.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Derby","Local authority","E06000015","Girls","47.5","111","5273"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Girls","54.9","111","6094"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","All","51","136","6934.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","Boys","47.7","111","5290.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Reading","Local authority","E06000038","All","51.2","734","37576.13"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","Boys","58.2","111","6458.88"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","Girls","62.2","111","6907"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Bexley","Local authority","E09000004","Boys","52.8","111","5858"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Ealing","Local authority","E09000009","Boys","53","111","5883.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Luton","Local authority","E06000032","Boys","41.2","110","4527.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","East of England","Region","E12000006","Boys","67.5","110","7425.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","All","56","3815","213601.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","All","59.3","2015","119554.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Ealing","Local authority","E09000009","Girls","56.2","110","6185.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","All","49.6","497","24671.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Thurrock","Local authority","E06000034","Boys","48.8","109","5318.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hackney","Local authority","E09000012","Boys","56.5","109","6154.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Greenwich","Local authority","E09000011","Boys","53.2","109","5803.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Boys","54","109","5890.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","All","71.5","21","1501"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","All","53.9","306","16492.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bolton","Local authority","E08000001","Girls","47.7","108","5153.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Solihull","Local authority","E08000029","Boys","46.1","108","4976.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","All","52.4","889","46613.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","All","48","1600","76747.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","All","57.2","23","1316.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","All","!","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","All","79.8","2","159.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Lincolnshire","Local authority","E10000019","Girls","58.4","105","6132"
