"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","All"," 11-16","51.8","429","22202.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All"," 11-16","51.2","92","4708.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","All"," 11-16","45.1","581","26180"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","All"," 11-16","45.4","142","6449.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","All"," 11-16","58.2","34","1977.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","All"," 11-16","48.3","528","25494.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All"," 11-16","48.4","5206","252179.8"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","All"," 11-16","50.7","683","34610.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All"," 11-16","45.4","310","14071"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","All"," 11-16","51.6","619","31911.3"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","All"," 11-16","48.7","176","8579"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All"," 11-16","46.3","271","12558.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","All"," 11-16","61.3","144","8826.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","All"," 11-16","48.4","1179","57120.26"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","All"," 11-16","43.1","964","41522"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","All"," 11-16","60.5","20","1210"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","All"," 11-16","52.9","180","9520.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","All"," 11-16","48.8","263","12841.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","All"," 11-16","64.2","407","26125.76"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","All"," 11-16","48.5","46","2231.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","All"," 11-16","52.9","34","1799.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","All"," 11-16","63","85","5357.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All"," 11-16","43.7","7","306"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","All"," 11-16","43.1","2774","119573.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All"," 11-16","53.1","10","530.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All"," 11-16","59.8","40","2390.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","All"," 11-16","46.5","1272","59157.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","All"," 11-16","46","891","40977.88"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","All"," 11-16","43.5","11","479"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","All"," 11-16","48.6","65","3158"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","All"," 11-16","56.3","130","7323.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","All"," 11-16","45.6","290","13210.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All"," 11-16","49.2","69","3394.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","All"," 11-16","48.5","1736","84125.27"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","All"," 11-16","68","189","12853.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","All"," 11-16","51.3","109","5594.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","All"," 11-16","54.6","91","4966.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","All"," 11-16","47.8","278","13299"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","All"," 11-16","57","144","8205"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","All"," 11-16","50.5","1962","99011.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","All"," 11-16","52.6","354","18624"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","All"," 11-16","56.9","217","12356.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","All"," 11-16","52.6","178","9365.51"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","All"," 11-16","56.3","939","52860.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","All"," 11-16","53.3","162","8638.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All"," 11-16","48","81","3890.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All"," 11-16","57.6","1148","66087.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All"," 11-16","56.6","86","4865.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","All"," 11-16","51.1","212","10826"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","All"," 11-16","51.4","647","33254.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All"," 11-16","53.8","37","1990"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All"," 11-16","60.1","206","12384.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","All"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","All"," 11-16","54.8","583","31922.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","All"," 11-16","67.4","135","9092.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","All"," 11-16","53.3","338","18004"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","All"," 11-16","48.4","494","23927.64"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","All"," 11-16","54.7","202","11053.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","All"," 11-16","43.5","2","87"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","All"," 11-16","62.7","5","313.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","All"," 11-16","45.6","1052","47918.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","All"," 11-16","47.1","25","1176.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","All"," 11-16","50.7","374","18978.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","All"," 11-16","46.9","279","13080.13"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","All"," 11-16","45","370","16648.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","All"," 11-16","52.2","134","6994.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","All"," 11-16","50.4","754","37964.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","All"," 11-16","57.8","327","18898"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All"," 11-16","57.6","194","11169.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All"," 11-16","53.5","50","2675.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","All"," 11-16","62.7","354","22190.51"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","All"," 11-16","59.4","970","57638.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","All"," 11-16","46.2","1163","53769.15"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","All"," 11-16","55.2","94","5192.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","All"," 11-16","43.4","388","16843.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","All"," 11-16","52.3","280","14632"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All"," 11-16","54.9","120","6583"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","All"," 11-16","53.3","127","6765.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","All"," 11-16","52.5","171","8978.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","All"," 11-16","57.8","37","2139.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","All"," 11-16","50.9","91","4631.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","All"," 11-16","50.9","131","6665.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","All"," 11-16","52.4","1852","97102.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","All"," 11-16","53.3","530","28238.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All"," 11-16","68.6","536","36756"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All"," 11-16","59.5","221","13157.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","All"," 11-16","53.1","876","46544.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","All"," 11-16","67.2","206","13847.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","All"," 11-16","51.1","477","24359.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All"," 11-16","52.8","906","47833.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","All"," 11-16","57.3","308","17661.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","All"," 11-16","53.4","760","40574.5"
