"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","53.6","Score out of 90","225866","12105820.69"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","6.9","Score out of 90","53","367"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","51.5","Score out of 90","6225","320670.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","51","Score out of 90","90176","4602965.35"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","45.7","Score out of 90","86635","3960413.01"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","51.3","Score out of 90","412750","21168915.81"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","52.3","Score out of 90","22399","1171006"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","54.5","Score out of 90","52","2833.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","64.4","Score out of 90","1078","69389"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","67.1","Score out of 90","10","670.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","51","Score out of 90","345133","17595632.81"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","53.5","Score out of 90","7232","386890.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","52.8","Score out of 90","36785","1941938"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","23.5","Score out of 90","8","188.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","3.8","Score out of 90","9245","34698.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","43.2","Score out of 90","857","37004.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","46","Score out of 90","2506","115396.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","45.8","Score out of 90","28232","1293988.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","50.8","Score out of 90","368217","18690397.6"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","72.9","Score out of 90","16248","1184162.46"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","31.2","Score out of 90","68362","2131651.4"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","53.9","Score out of 90","353596","19071716.16"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","53.9","Score out of 90","353596","19071716.16"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","15.8","Score out of 90","18001","284958.26"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","36.7","Score out of 90","50361","1846693.14"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","36.1","Score out of 90","71165","2569438.14"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","53.1","Score out of 90","350830","18634176.42"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","48.9","Score out of 90","163179","7984862.99"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","47.4","Score out of 90","215374","10219033.28"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","51.2","Score out of 90","113080","5785962.85"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","6.2","Score out of 90","42","260"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","49.6","Score out of 90","3331","165252.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","48.5","Score out of 90","45221","2193510.79"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","43.4","Score out of 90","44487","1931762.76"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","48.8","Score out of 90","208647","10190775.28"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","50.2","Score out of 90","11269","565465"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","!","Score out of 90","26","!"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","61.8","Score out of 90","476","29434.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","66.7","Score out of 90","5","333.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","48.5","Score out of 90","175011","8487310.78"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","52.6","Score out of 90","3774","198696"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","50.3","Score out of 90","18040","907956.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","12.3","Score out of 90","4","49"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","4.2","Score out of 90","6727","28258"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","42.1","Score out of 90","480","20208"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","45.4","Score out of 90","1801","81676.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","43.5","Score out of 90","14225","619109"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","48.3","Score out of 90","186294","8993521.62"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","71.5","Score out of 90","8086","577884.66"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","29.8","Score out of 90","43509","1296457.52"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","51.9","Score out of 90","171835","8922399.76"
