"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","58.6","Score out of 90","3123","182993.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","54.5","Score out of 90","16662","907544.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","50.9","Score out of 90","12138","618320.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","56.6","Score out of 90","62730","3552463.72"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","59","Score out of 90","2702","159389.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","69.3","Score out of 90","180","12478"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","59.7","Score out of 90","44","2626.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","64.9","Score out of 90","1171","76039"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","55.9","Score out of 90","52449","2930154.72"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","67.6","Score out of 90","1216","82213.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","58.3","Score out of 90","4605","268640.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","57.9","Score out of 90","361","20904.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","1","Score out of 90","974","963"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","42","Score out of 90","84","3524.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","53.1","Score out of 90","239","12688.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","53.5","Score out of 90","2526","135024.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","54.5","Score out of 90","54767","2987406.82"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","79.1","Score out of 90","5435","430014.15"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","30.8","Score out of 90","6358","196084.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","58.5","Score out of 90","57345","3357339.47"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","58.5","Score out of 90","57345","3357339.47"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","14.7","Score out of 90","1841","27142.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","37.4","Score out of 90","4517","168941.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","48","Score out of 90","12664","607902.51"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","57.7","Score out of 90","51040","2945524.21"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","54.9","Score out of 90","23699","1301688.28"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","53","Score out of 90","32822","1740712.41"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","57.8","Score out of 90","15103","872353.28"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","57","Score out of 90","1743","99398"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","51.7","Score out of 90","8455","437344.88"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","48.1","Score out of 90","6650","320129.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","54.1","Score out of 90","32172","1739989.91"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","58.1","Score out of 90","1588","92218.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","66.3","Score out of 90","94","6233"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","!","Score out of 90","21","!"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","64.2","Score out of 90","466","29935"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","53.2","Score out of 90","26810","1426530.41"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","66.9","Score out of 90","708","47335.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","55","Score out of 90","2285","125726.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","54.6","Score out of 90","198","10814.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","1.1","Score out of 90","650","722.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","36.5","Score out of 90","50","1826"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","52.2","Score out of 90","153","7981.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","50.9","Score out of 90","1290","65683"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","51.8","Score out of 90","28022","1450350.02"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","78.4","Score out of 90","2858","223938.89"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","30","Score out of 90","4070","122258.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","56.3","Score out of 90","28751","1618451.16"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","56.3","Score out of 90","28751","1618451.16"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","15.3","Score out of 90","1251","19138.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","36.6","Score out of 90","2819","103119.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","45.1","Score out of 90","6454","291328"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","55","Score out of 90","26368","1449384.41"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","60","Score out of 90","22327","1340668.81"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","58.7","Score out of 90","30882","1812714.31"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","62.1","Score out of 90","15339","952477.06"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","60.6","Score out of 90","1380","83595.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","57.3","Score out of 90","8207","470199.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","54.3","Score out of 90","5488","298190.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","59.3","Score out of 90","30558","1812473.81"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","60.3","Score out of 90","1114","67171"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Hindu","72.6","Score out of 90","86","6245"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","63","Score out of 90","23","1448"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","65.4","Score out of 90","705","46104"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","58.6","Score out of 90","25639","1503624.31"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","68.7","Score out of 90","508","34878"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","61.6","Score out of 90","2320","142914"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","61.9","Score out of 90","163","10089.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0.7","Score out of 90","324","240.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","50","Score out of 90","34","1698.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","54.7","Score out of 90","86","4707"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","56.1","Score out of 90","1236","69341.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","57.5","Score out of 90","26745","1537056.8"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","80","Score out of 90","2577","206075.26"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","32.3","Score out of 90","2288","73826"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","60.8","Score out of 90","28594","1738888.31"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","60.8","Score out of 90","28594","1738888.31"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","13.6","Score out of 90","590","8004"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","38.8","Score out of 90","1698","65822"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","51","Score out of 90","6210","316574.51"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","60.6","Score out of 90","24672","1496139.8"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","58.6","Score out of 90","10805","633411.01"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","48.6","Score out of 90","1831","89042.25"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","60.7","Score out of 90","8974","544368.76"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","55.6","Score out of 90","5717","318105.88"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","45.3","Score out of 90","988","44733.5"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","57.8","Score out of 90","4729","273372.38"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","62","Score out of 90","5088","315305.13"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","52.6","Score out of 90","843","44308.75"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","63.8","Score out of 90","4245","270996.38"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","55.6","Score out of 90","10247","570028.77"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","51.5","Score out of 90","3141","161756.38"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","57.5","Score out of 90","7106","408272.39"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","53","Score out of 90","5148","272805.63"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","49","Score out of 90","1560","76381.75"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","54.7","Score out of 90","3588","196423.88"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","58.3","Score out of 90","5099","297223.14"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","54","Score out of 90","1581","85374.63"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","60.2","Score out of 90","3518","211848.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","51.4","Score out of 90","24222","1245948.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","50","Score out of 90","34911","1747066.52"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","53.4","Score out of 90","13442","717641.01"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","51.8","Score out of 90","1499","77648.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","50.2","Score out of 90","9914","497418.01"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","48.7","Score out of 90","8986","437851.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","51.1","Score out of 90","34170","1745319.77"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","51.6","Score out of 90","2920","150703"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","!","Score out of 90","40","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","47.2","Score out of 90","28","1321"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","60.7","Score out of 90","120","7279.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","50.1","Score out of 90","23808","1193174.77"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","55.1","Score out of 90","720","39675.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","53.7","Score out of 90","6526","350287.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","!","Score out of 90","8","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","2.4","Score out of 90","741","1746.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","43.8","Score out of 90","47","2056.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","43.3","Score out of 90","248","10750.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","51.3","Score out of 90","1622","83261.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","50.1","Score out of 90","31271","1566649.26"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","74.7","Score out of 90","1277","95408.76"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","29.7","Score out of 90","4936","146493.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","53.4","Score out of 90","29975","1600573.39"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","53.4","Score out of 90","29975","1600573.39"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","14.5","Score out of 90","1440","20820"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","35.9","Score out of 90","3496","125673.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","44.7","Score out of 90","10197","455772.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","52.2","Score out of 90","24714","1291293.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","48.3","Score out of 90","12214","589465.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","46.3","Score out of 90","17473","808935.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","50","Score out of 90","6485","324323.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","49.2","Score out of 90","779","38306.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","46.3","Score out of 90","4687","216995.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","46","Score out of 90","4770","219356.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","47.7","Score out of 90","16918","807428.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","47.9","Score out of 90","1367","65449.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","!","Score out of 90","22","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","43.6","Score out of 90","15","653.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","58.2","Score out of 90","20","1163.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","46.9","Score out of 90","11973","561312.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","53","Score out of 90","416","22063.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","50.1","Score out of 90","3100","155208.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","!","Score out of 90","5","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","2.7","Score out of 90","555","1506.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","42.4","Score out of 90","27","1144.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","41.4","Score out of 90","153","6335.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","48","Score out of 90","818","39282.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","46.8","Score out of 90","15531","726425.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","73.3","Score out of 90","569","41720.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","27.7","Score out of 90","3126","86526.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","50.4","Score out of 90","14347","722408.88"
