"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","Girls","71.3","Score out of 90","18","1283.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","All","67.6","Score out of 90","50","3381.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","Boys","64.9","Score out of 90","22","1428.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","Girls","69.7","Score out of 90","28","1952.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","All","81.3","Score out of 90","5","406.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","Boys","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","Girls","78.3","Score out of 90","3","235"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","All","63.1","Score out of 90","4","252.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","Girls","63.1","Score out of 90","4","252.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","All","64.1","Score out of 90","15","961.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","Boys","62.4","Score out of 90","7","436.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","Girls","65.6","Score out of 90","8","525"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","All","70.6","Score out of 90","11","776.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","Boys","67","Score out of 90","3","201"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","Girls","71.9","Score out of 90","8","575.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","All","73.5","Score out of 90","53","3896.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","Boys","70.9","Score out of 90","28","1984"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","Girls","76.5","Score out of 90","25","1912.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","All","71.1","Score out of 90","14","996"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","Boys","69.3","Score out of 90","6","416"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","Girls","72.5","Score out of 90","8","580"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","All","77.4","Score out of 90","9","697"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","Boys","71.4","Score out of 90","5","357"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","Girls","85","Score out of 90","4","340"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","All","72.7","Score out of 90","23","1672"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","Boys","72.9","Score out of 90","10","728.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","Girls","72.6","Score out of 90","13","943.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","Boys","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","Girls","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","All","64.9","Score out of 90","10","648.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","Boys","69.4","Score out of 90","5","347"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","Girls","60.3","Score out of 90","5","301.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","Boys","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","All","61.3","Score out of 90","14","858.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","Boys","49.2","Score out of 90","5","246"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","Girls","68.1","Score out of 90","9","612.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East Riding of Yorkshire","Local authority","E06000011","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East Riding of Yorkshire","Local authority","E06000011","Boys","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East Riding of Yorkshire","Local authority","E06000011","Girls","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Kingston upon Hull, City of","Local authority","E06000010","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Boys","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Kirklees","Local authority","E08000034","All","64.1","Score out of 90","7","449"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Kirklees","Local authority","E08000034","Boys","62.7","Score out of 90","5","313.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Kirklees","Local authority","E08000034","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Leeds","Local authority","E08000035","All","66.7","Score out of 90","48","3203.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Leeds","Local authority","E08000035","Boys","62.8","Score out of 90","23","1443.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Leeds","Local authority","E08000035","Girls","70.4","Score out of 90","25","1760.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North East Lincolnshire","Local authority","E06000012","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North East Lincolnshire","Local authority","E06000012","Boys","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North East Lincolnshire","Local authority","E06000012","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Lincolnshire","Local authority","E06000013","All","63.6","Score out of 90","7","445"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Lincolnshire","Local authority","E06000013","Boys","62.7","Score out of 90","5","313.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Lincolnshire","Local authority","E06000013","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Yorkshire","Local authority","E10000023","All","70.3","Score out of 90","16","1124"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Yorkshire","Local authority","E10000023","Boys","71.8","Score out of 90","10","717.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Yorkshire","Local authority","E10000023","Girls","67.7","Score out of 90","6","406.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Rotherham","Local authority","E08000018","All","70.7","Score out of 90","8","565.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Rotherham","Local authority","E08000018","Boys","71.4","Score out of 90","6","428.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Rotherham","Local authority","E08000018","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sheffield","Local authority","E08000019","All","71.5","Score out of 90","25","1788"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sheffield","Local authority","E08000019","Boys","72.9","Score out of 90","11","802.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sheffield","Local authority","E08000019","Girls","70.4","Score out of 90","14","985.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wakefield","Local authority","E08000036","All","58.8","Score out of 90","13","764.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wakefield","Local authority","E08000036","Boys","53.7","Score out of 90","5","268.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Wakefield","Local authority","E08000036","Girls","62","Score out of 90","8","496"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","York","Local authority","E06000014","All","63.4","Score out of 90","8","507"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","York","Local authority","E06000014","Boys","59.4","Score out of 90","5","297"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","York","Local authority","E06000014","Girls","70","Score out of 90","3","210"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","All","77.6","Score out of 90","9","698.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","Boys","73.9","Score out of 90","4","295.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","Girls","80.6","Score out of 90","5","403"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","All","67.5","Score out of 90","14","944.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","Boys","68.3","Score out of 90","6","409.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","Girls","66.9","Score out of 90","8","535"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","All","74.2","Score out of 90","5","371"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","Boys","78.5","Score out of 90","4","314"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","Girls","!","Score out of 90","1","!"
