"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys"," 10-11","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys"," 10-11","80","%","211","169"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys"," 10-11","87","%","629","546"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys"," 10-11","86","%","7","6"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys"," 10-11","89","%","54","48"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Boys"," 10-11","90","%","208","188"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Boys"," 10-11","93","%","224","209"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Boys"," 10-11","79","%","24","19"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Boys"," 10-11","83","%","102","85"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Boys"," 10-11","91","%","161","147"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Boys"," 10-11","82","%","163","133"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Boys"," 10-11","67","%","3","2"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys"," 10-11","83","%","46","38"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Boys"," 10-11","88","%","261","229"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Boys"," 10-11","89","%","97","86"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Boys"," 10-11","89","%","712","637"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Boys"," 10-11","69","%","13","9"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Boys"," 10-11","92","%","110","101"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys"," 10-11","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Boys"," 10-11","86","%","653","560"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Boys"," 10-11","88","%","516","454"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Boys"," 10-11","90","%","553","497"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Boys"," 10-11","25","%","4","1"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Boys"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Boys"," 10-11","83","%","86","71"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys"," 10-11","79","%","19","15"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Boys"," 10-11","90","%","355","321"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Boys"," 10-11","96","%","23","22"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Boys"," 10-11","90","%","166","150"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","Boys"," 10-11","79","%","772","611"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Boys"," 10-11","85","%","20","17"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Boys"," 10-11","93","%","71","66"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Boys"," 10-11","78","%","822","638"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","Boys"," 10-11","78","%","533","415"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","Boys"," 10-11","85","%","1050","897"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","Boys"," 10-11","88","%","293","259"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Boys"," 10-11","97","%","90","87"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","Boys"," 10-11","87","%","55","48"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","Boys"," 10-11","79","%","114","90"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Boys"," 10-11","79","%","771","608"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","Boys"," 10-11","81","%","799","646"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Boys"," 10-11","90","%","91","82"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Boys"," 10-11","92","%","236","217"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Boys"," 10-11","79","%","92","73"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Boys"," 10-11","90","%","260","233"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Boys"," 10-11","87","%","211","184"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Boys"," 10-11","89","%","1062","949"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Boys"," 10-11","91","%","81","74"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","Boys"," 10-11","100","%","9","9"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","Boys"," 10-11","91","%","35","32"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","Boys"," 10-11","93","%","15","14"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","Boys"," 10-11","84","%","25","21"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","Boys"," 10-11","85","%","48","41"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","Boys"," 10-11","84","%","236","199"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Boys"," 10-11","90","%","30","27"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","Boys"," 10-11","86","%","304","260"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","Boys"," 10-11","85","%","142","121"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","Boys"," 10-11","78","%","596","467"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Boys"," 10-11","79","%","226","178"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Boys"," 10-11","75","%","302","227"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Boys"," 10-11","93","%","14","13"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Boys"," 10-11","84","%","62","52"
